underwriting_sk,policy_sk,customer_sk,vehicle_sk,underwriting_date_sk,risk_score,risk_band,fraud_probability,underwriting_decision,recommendation,manual_review_flag,review_time_minutes,premium_adjustment_pct,rules_triggered,ai_confidence,processing_mode,underwriter,sla_status,explanation_generated,model_version
58619,58619,58619,58619,20251029,81,Very High,0.81,Rejected,Reject,False,2,22,3,94.88,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
58620,58620,58620,58620,20250131,68,High,0.68,Rejected,Refer Underwriter,True,76,14,3,96.75,Manual,David,SLA Breached,True,UW_AI_v1.1
58621,58621,58621,58621,20250923,27,Low,0.27,Approved,Auto Approve,False,3,-5,5,79.18,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
58622,58622,58622,58622,20250422,22,Low,0.22,Approved,Auto Approve,False,3,-6,2,96.64,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
58623,58623,58623,58623,20251110,87,Very High,0.87,Rejected,Reject,False,7,23,1,97.61,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
58624,58624,58624,58624,20250730,80,Very High,0.8,Rejected,Reject,False,4,34,7,96.54,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
58625,58625,58625,58625,20250730,64,High,0.64,Approved,Refer Underwriter,True,65,3,2,86.01,Manual,Rahul,SLA Breached,True,UW_AI_v1.1
58626,58626,58626,58626,20251004,12,Low,0.12,Approved,Auto Approve,False,7,0,6,79.85,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
58627,58627,58627,58627,20251020,80,Very High,0.8,Rejected,Reject,False,6,17,3,85.25,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
58628,58628,58628,58628,20250914,70,High,0.7,Rejected,Reject,False,3,21,6,76.3,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
58629,58629,58629,58629,20250825,45,Medium,0.45,Approved,Refer Underwriter,True,72,2,1,84.62,Manual,Alice,SLA Breached,True,UW_AI_v1.0
58630,58630,58630,58630,20250928,44,Medium,0.44,Approved,Refer Underwriter,True,23,8,5,87.56,Manual,Priya,Within SLA,True,UW_AI_v1.0
58631,58631,58631,58631,20250303,86,Very High,0.86,Rejected,Reject,False,4,26,4,99.61,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
58632,58632,58632,58632,20251108,49,Medium,0.49,Rejected,Refer Underwriter,True,55,10,1,91.46,Manual,David,SLA Breached,True,UW_AI_v1.0
58633,58633,58633,58633,20250505,17,Low,0.17,Approved,Auto Approve,False,6,1,7,79.35,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
58634,58634,58634,58634,20251222,50,Medium,0.5,Approved,Refer Underwriter,True,25,1,2,78.59,Manual,David,Within SLA,True,UW_AI_v1.0
58635,58635,58635,58635,20251205,95,Very High,0.95,Rejected,Reject,False,2,20,6,77.06,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
58636,58636,58636,58636,20250126,93,Very High,0.93,Rejected,Reject,False,5,20,2,77.99,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
58637,58637,58637,58637,20251203,23,Low,0.23,Approved,Auto Approve,False,4,-6,1,79.19,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
58638,58638,58638,58638,20250506,84,Very High,0.84,Rejected,Reject,False,4,15,1,75.65,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
58639,58639,58639,58639,20251212,24,Low,0.24,Approved,Auto Approve,False,6,-8,2,99.03,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
58640,58640,58640,58640,20251202,26,Low,0.26,Approved,Auto Approve,False,3,3,4,86.49,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
58641,58641,58641,58641,20250423,67,High,0.67,Rejected,Refer Underwriter,True,50,5,1,91.25,Manual,Alice,SLA Breached,True,UW_AI_v2.0
58642,58642,58642,58642,20250731,25,Low,0.25,Approved,Auto Approve,False,7,0,6,95.43,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
58643,58643,58643,58643,20251220,80,Very High,0.8,Rejected,Reject,False,2,20,3,78.86,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
58644,58644,58644,58644,20250716,63,High,0.63,Approved,Refer Underwriter,True,76,8,5,79.75,Manual,Rahul,SLA Breached,True,UW_AI_v2.0
58645,58645,58645,58645,20250323,21,Low,0.21,Approved,Auto Approve,False,6,1,5,82.01,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
58646,58646,58646,58646,20250812,72,High,0.72,Rejected,Reject,False,7,22,4,90.87,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
58647,58647,58647,58647,20250306,48,Medium,0.48,Approved,Refer Underwriter,True,23,6,6,88.62,Manual,David,Within SLA,True,UW_AI_v2.0
58648,58648,58648,58648,20250515,34,Medium,0.34,Approved,Auto Approve,False,6,4,7,81.39,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
58649,58649,58649,58649,20250923,26,Low,0.26,Approved,Auto Approve,False,4,1,1,78.73,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
58650,58650,58650,58650,20250628,31,Medium,0.31,Approved,Auto Approve,False,7,-8,2,83.75,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
58651,58651,58651,58651,20250730,8,Low,0.08,Approved,Auto Approve,False,3,-2,4,93.2,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
58652,58652,58652,58652,20250828,66,High,0.66,Approved,Refer Underwriter,True,24,14,4,75.35,Manual,John,Within SLA,True,UW_AI_v2.0
58653,58653,58653,58653,20251228,60,High,0.6,Rejected,Refer Underwriter,True,86,2,1,82.7,Manual,John,SLA Breached,True,UW_AI_v1.0
58654,58654,58654,58654,20250329,38,Medium,0.38,Rejected,Refer Underwriter,True,72,1,7,83.12,Manual,Rahul,SLA Breached,True,UW_AI_v1.1
58655,58655,58655,58655,20250402,70,High,0.7,Rejected,Reject,False,2,23,4,89.49,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
58656,58656,58656,58656,20251113,94,Very High,0.94,Rejected,Reject,False,4,33,7,85.51,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
58657,58657,58657,58657,20251102,50,Medium,0.5,Approved,Refer Underwriter,True,35,2,3,91.04,Manual,John,SLA Breached,True,UW_AI_v1.1
58658,58658,58658,58658,20251031,65,High,0.65,Rejected,Refer Underwriter,True,69,12,7,98.0,Manual,Rahul,SLA Breached,True,UW_AI_v2.0
58659,58659,58659,58659,20250301,92,Very High,0.92,Rejected,Reject,False,6,24,2,83.02,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
58660,58660,58660,58660,20250704,38,Medium,0.38,Approved,Refer Underwriter,True,86,11,5,99.38,Manual,Rahul,SLA Breached,True,UW_AI_v1.1
58661,58661,58661,58661,20251107,35,Medium,0.35,Approved,Refer Underwriter,True,64,1,2,83.76,Manual,Rahul,SLA Breached,True,UW_AI_v1.0
58662,58662,58662,58662,20251211,73,High,0.73,Rejected,Reject,False,4,19,4,86.57,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
58663,58663,58663,58663,20250904,39,Medium,0.39,Approved,Refer Underwriter,True,70,3,3,81.76,Manual,Priya,SLA Breached,True,UW_AI_v1.1
58664,58664,58664,58664,20251228,36,Medium,0.36,Approved,Refer Underwriter,True,88,11,4,86.97,Manual,Rahul,SLA Breached,True,UW_AI_v2.0
58665,58665,58665,58665,20251117,65,High,0.65,Rejected,Refer Underwriter,True,55,9,3,76.8,Manual,Priya,SLA Breached,True,UW_AI_v2.0
58666,58666,58666,58666,20250426,96,Very High,0.96,Rejected,Reject,False,2,15,3,79.48,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
58667,58667,58667,58667,20250129,46,Medium,0.46,Approved,Refer Underwriter,True,35,11,3,91.7,Manual,John,SLA Breached,True,UW_AI_v2.0
58668,58668,58668,58668,20250808,79,High,0.79,Rejected,Reject,False,7,19,2,76.39,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
58669,58669,58669,58669,20250430,28,Low,0.28,Approved,Auto Approve,False,2,-7,7,82.1,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
58670,58670,58670,58670,20250607,68,High,0.68,Rejected,Refer Underwriter,True,46,2,2,79.89,Manual,Rahul,SLA Breached,True,UW_AI_v1.1
58671,58671,58671,58671,20251117,18,Low,0.18,Approved,Auto Approve,False,4,-3,4,97.58,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
58672,58672,58672,58672,20251224,48,Medium,0.48,Approved,Refer Underwriter,True,32,5,6,84.26,Manual,Alice,SLA Breached,True,UW_AI_v1.0
58673,58673,58673,58673,20250325,75,High,0.75,Rejected,Reject,False,6,25,3,75.45,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
58674,58674,58674,58674,20250529,55,Medium,0.55,Rejected,Refer Underwriter,True,21,8,5,75.58,Manual,Priya,Within SLA,True,UW_AI_v2.0
58675,58675,58675,58675,20251109,95,Very High,0.95,Rejected,Reject,False,4,34,2,98.98,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
58676,58676,58676,58676,20250204,11,Low,0.11,Approved,Auto Approve,False,5,1,4,99.55,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
58677,58677,58677,58677,20250823,51,Medium,0.51,Approved,Refer Underwriter,True,86,2,1,97.92,Manual,David,SLA Breached,True,UW_AI_v1.1
58678,58678,58678,58678,20250523,36,Medium,0.36,Approved,Refer Underwriter,True,55,5,3,76.5,Manual,Priya,SLA Breached,True,UW_AI_v1.1
58679,58679,58679,58679,20250331,45,Medium,0.45,Rejected,Refer Underwriter,True,55,13,3,91.56,Manual,John,SLA Breached,True,UW_AI_v1.0
58680,58680,58680,58680,20251216,75,High,0.75,Rejected,Reject,False,2,31,6,85.99,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
58681,58681,58681,58681,20250813,31,Medium,0.31,Approved,Auto Approve,False,3,-5,4,88.1,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
58682,58682,58682,58682,20251019,24,Low,0.24,Approved,Auto Approve,False,5,-1,4,89.44,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
58683,58683,58683,58683,20250921,51,Medium,0.51,Approved,Refer Underwriter,True,52,6,7,96.23,Manual,John,SLA Breached,True,UW_AI_v2.0
58684,58684,58684,58684,20250418,63,High,0.63,Approved,Refer Underwriter,True,55,2,4,90.44,Manual,Rahul,SLA Breached,True,UW_AI_v1.1
58685,58685,58685,58685,20250926,52,Medium,0.52,Rejected,Refer Underwriter,True,78,3,1,77.88,Manual,Alice,SLA Breached,True,UW_AI_v2.0
58686,58686,58686,58686,20250312,98,Very High,0.98,Rejected,Reject,False,6,29,1,81.9,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
58687,58687,58687,58687,20250709,84,Very High,0.84,Rejected,Reject,False,3,20,1,85.5,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
58688,58688,58688,58688,20250921,94,Very High,0.94,Rejected,Reject,False,5,33,4,80.48,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
58689,58689,58689,58689,20250712,88,Very High,0.88,Rejected,Reject,False,2,15,6,94.09,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
58690,58690,58690,58690,20250217,72,High,0.72,Rejected,Reject,False,3,16,3,99.69,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
58691,58691,58691,58691,20250819,72,High,0.72,Rejected,Reject,False,7,17,3,75.11,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
58692,58692,58692,58692,20251221,46,Medium,0.46,Rejected,Refer Underwriter,True,42,8,2,88.85,Manual,David,SLA Breached,True,UW_AI_v2.0
58693,58693,58693,58693,20251104,11,Low,0.11,Approved,Auto Approve,False,6,1,5,81.19,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
58694,58694,58694,58694,20250329,58,Medium,0.58,Rejected,Refer Underwriter,True,21,3,7,76.42,Manual,David,Within SLA,True,UW_AI_v2.0
58695,58695,58695,58695,20250627,26,Low,0.26,Approved,Auto Approve,False,2,-3,5,95.04,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
58696,58696,58696,58696,20250415,74,High,0.74,Rejected,Reject,False,4,31,6,81.02,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
58697,58697,58697,58697,20250820,32,Medium,0.32,Approved,Auto Approve,False,7,-7,3,91.37,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
58698,58698,58698,58698,20250318,53,Medium,0.53,Rejected,Refer Underwriter,True,22,7,2,93.63,Manual,Priya,Within SLA,True,UW_AI_v2.0
58699,58699,58699,58699,20251228,46,Medium,0.46,Approved,Refer Underwriter,True,45,7,4,81.11,Manual,Rahul,SLA Breached,True,UW_AI_v1.0
58700,58700,58700,58700,20250304,16,Low,0.16,Approved,Auto Approve,False,5,-9,7,86.79,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
58701,58701,58701,58701,20251118,48,Medium,0.48,Approved,Refer Underwriter,True,39,10,5,97.54,Manual,Rahul,SLA Breached,True,UW_AI_v1.0
58702,58702,58702,58702,20250409,6,Low,0.06,Approved,Auto Approve,False,5,2,7,90.42,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
58703,58703,58703,58703,20250508,46,Medium,0.46,Rejected,Refer Underwriter,True,47,14,5,88.01,Manual,Priya,SLA Breached,True,UW_AI_v1.0
58704,58704,58704,58704,20250512,79,High,0.79,Rejected,Reject,False,4,19,7,96.01,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
58705,58705,58705,58705,20250821,70,High,0.7,Rejected,Reject,False,2,30,3,87.42,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
58706,58706,58706,58706,20250315,20,Low,0.2,Approved,Auto Approve,False,5,-4,6,81.58,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
58707,58707,58707,58707,20250516,5,Low,0.05,Approved,Auto Approve,False,6,-7,4,77.5,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
58708,58708,58708,58708,20251120,32,Medium,0.32,Approved,Auto Approve,False,4,0,7,93.75,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
58709,58709,58709,58709,20250708,37,Medium,0.37,Approved,Refer Underwriter,True,47,3,1,98.71,Manual,Alice,SLA Breached,True,UW_AI_v1.1
58710,58710,58710,58710,20250924,21,Low,0.21,Approved,Auto Approve,False,5,2,7,98.32,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
58711,58711,58711,58711,20250805,5,Low,0.05,Approved,Auto Approve,False,3,2,5,86.72,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
58712,58712,58712,58712,20250615,26,Low,0.26,Approved,Auto Approve,False,2,-4,6,92.01,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
58713,58713,58713,58713,20250425,36,Medium,0.36,Approved,Refer Underwriter,True,88,13,5,92.81,Manual,David,SLA Breached,True,UW_AI_v1.1
58714,58714,58714,58714,20251018,53,Medium,0.53,Approved,Refer Underwriter,True,54,2,1,84.36,Manual,David,SLA Breached,True,UW_AI_v2.0
58715,58715,58715,58715,20250805,8,Low,0.08,Approved,Auto Approve,False,2,-3,1,99.56,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
58716,58716,58716,58716,20250513,38,Medium,0.38,Approved,Refer Underwriter,True,61,8,7,87.53,Manual,Priya,SLA Breached,True,UW_AI_v1.1
58717,58717,58717,58717,20250825,22,Low,0.22,Approved,Auto Approve,False,7,-5,7,90.77,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
58718,58718,58718,58718,20250708,25,Low,0.25,Approved,Auto Approve,False,5,3,7,98.06,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
58719,58719,58719,58719,20250606,17,Low,0.17,Approved,Auto Approve,False,2,-4,7,87.73,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
58720,58720,58720,58720,20251127,5,Low,0.05,Approved,Auto Approve,False,3,1,4,86.0,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
58721,58721,58721,58721,20250317,54,Medium,0.54,Rejected,Refer Underwriter,True,53,13,5,92.23,Manual,Rahul,SLA Breached,True,UW_AI_v1.0
58722,58722,58722,58722,20250803,67,High,0.67,Approved,Refer Underwriter,True,23,0,7,90.36,Manual,John,Within SLA,True,UW_AI_v2.0
58723,58723,58723,58723,20250605,18,Low,0.18,Approved,Auto Approve,False,7,4,2,97.5,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
58724,58724,58724,58724,20250531,57,Medium,0.57,Approved,Refer Underwriter,True,67,11,2,88.24,Manual,David,SLA Breached,True,UW_AI_v2.0
58725,58725,58725,58725,20250418,25,Low,0.25,Approved,Auto Approve,False,6,-9,4,78.63,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
58726,58726,58726,58726,20250111,17,Low,0.17,Approved,Auto Approve,False,3,-8,2,96.81,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
58727,58727,58727,58727,20251108,70,High,0.7,Rejected,Reject,False,6,17,3,94.76,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
58728,58728,58728,58728,20250821,41,Medium,0.41,Rejected,Refer Underwriter,True,87,12,7,79.79,Manual,David,SLA Breached,True,UW_AI_v1.0
58729,58729,58729,58729,20251225,80,Very High,0.8,Rejected,Reject,False,5,21,7,85.15,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
58730,58730,58730,58730,20250316,70,High,0.7,Rejected,Reject,False,7,23,6,97.55,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
58731,58731,58731,58731,20250131,97,Very High,0.97,Rejected,Reject,False,3,25,6,94.13,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
58732,58732,58732,58732,20250805,78,High,0.78,Rejected,Reject,False,4,28,4,79.12,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
58733,58733,58733,58733,20251217,46,Medium,0.46,Rejected,Refer Underwriter,True,34,11,7,89.3,Manual,David,SLA Breached,True,UW_AI_v1.1
58734,58734,58734,58734,20250716,68,High,0.68,Approved,Refer Underwriter,True,39,6,3,98.79,Manual,David,SLA Breached,True,UW_AI_v1.1
58735,58735,58735,58735,20250819,77,High,0.77,Rejected,Reject,False,7,20,6,91.22,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
58736,58736,58736,58736,20250121,96,Very High,0.96,Rejected,Reject,False,6,33,3,82.87,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
58737,58737,58737,58737,20250609,10,Low,0.1,Approved,Auto Approve,False,2,-1,5,81.77,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
58738,58738,58738,58738,20250729,58,Medium,0.58,Rejected,Refer Underwriter,True,50,10,7,97.9,Manual,Priya,SLA Breached,True,UW_AI_v1.1
58739,58739,58739,58739,20250503,50,Medium,0.5,Approved,Refer Underwriter,True,84,3,1,96.49,Manual,John,SLA Breached,True,UW_AI_v1.0
58740,58740,58740,58740,20250421,86,Very High,0.86,Rejected,Reject,False,3,31,4,95.62,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
58741,58741,58741,58741,20250527,19,Low,0.19,Approved,Auto Approve,False,2,4,2,98.25,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
58742,58742,58742,58742,20250506,32,Medium,0.32,Approved,Auto Approve,False,7,-8,6,77.27,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
58743,58743,58743,58743,20250402,11,Low,0.11,Approved,Auto Approve,False,2,4,3,86.42,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
58744,58744,58744,58744,20250415,63,High,0.63,Rejected,Refer Underwriter,True,24,12,2,78.65,Manual,David,Within SLA,True,UW_AI_v2.0
58745,58745,58745,58745,20251230,57,Medium,0.57,Approved,Refer Underwriter,True,73,11,3,98.99,Manual,David,SLA Breached,True,UW_AI_v2.0
58746,58746,58746,58746,20251015,61,High,0.61,Rejected,Refer Underwriter,True,24,13,4,77.36,Manual,Priya,Within SLA,True,UW_AI_v2.0
58747,58747,58747,58747,20250609,36,Medium,0.36,Rejected,Refer Underwriter,True,44,7,6,80.74,Manual,Alice,SLA Breached,True,UW_AI_v1.1
58748,58748,58748,58748,20250826,17,Low,0.17,Approved,Auto Approve,False,5,1,5,84.55,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
58749,58749,58749,58749,20250507,82,Very High,0.82,Rejected,Reject,False,6,33,7,80.75,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
58750,58750,58750,58750,20250306,6,Low,0.06,Approved,Auto Approve,False,3,-9,4,79.94,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
58751,58751,58751,58751,20250723,50,Medium,0.5,Approved,Refer Underwriter,True,44,3,4,91.2,Manual,Alice,SLA Breached,True,UW_AI_v1.1
58752,58752,58752,58752,20251026,12,Low,0.12,Approved,Auto Approve,False,7,-10,7,85.69,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
58753,58753,58753,58753,20250505,87,Very High,0.87,Rejected,Reject,False,5,32,3,90.74,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
58754,58754,58754,58754,20251125,82,Very High,0.82,Rejected,Reject,False,2,28,4,97.12,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
58755,58755,58755,58755,20251021,24,Low,0.24,Approved,Auto Approve,False,5,-5,1,91.73,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
58756,58756,58756,58756,20250109,48,Medium,0.48,Approved,Refer Underwriter,True,84,8,3,97.27,Manual,David,SLA Breached,True,UW_AI_v2.0
58757,58757,58757,58757,20250609,55,Medium,0.55,Approved,Refer Underwriter,True,57,6,3,77.79,Manual,David,SLA Breached,True,UW_AI_v1.1
58758,58758,58758,58758,20250619,76,High,0.76,Rejected,Reject,False,7,31,7,83.72,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
58759,58759,58759,58759,20251031,99,Very High,0.99,Rejected,Reject,False,3,22,4,78.59,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
58760,58760,58760,58760,20250307,25,Low,0.25,Approved,Auto Approve,False,2,-2,1,82.31,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
58761,58761,58761,58761,20251008,10,Low,0.1,Approved,Auto Approve,False,7,-1,1,83.35,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
58762,58762,58762,58762,20250701,83,Very High,0.83,Rejected,Reject,False,6,23,3,97.18,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
58763,58763,58763,58763,20251110,29,Low,0.29,Approved,Auto Approve,False,3,2,2,79.7,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
58764,58764,58764,58764,20250417,82,Very High,0.82,Rejected,Reject,False,4,18,6,93.16,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
58765,58765,58765,58765,20250226,95,Very High,0.95,Rejected,Reject,False,7,23,7,92.82,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
58766,58766,58766,58766,20250508,27,Low,0.27,Approved,Auto Approve,False,5,-1,3,75.53,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
58767,58767,58767,58767,20250626,28,Low,0.28,Approved,Auto Approve,False,7,1,1,83.25,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
58768,58768,58768,58768,20250822,94,Very High,0.94,Rejected,Reject,False,6,32,2,79.79,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
58769,58769,58769,58769,20250414,90,Very High,0.9,Rejected,Reject,False,4,32,4,77.26,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
58770,58770,58770,58770,20251118,88,Very High,0.88,Rejected,Reject,False,3,27,1,96.44,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
58771,58771,58771,58771,20250917,61,High,0.61,Rejected,Refer Underwriter,True,71,14,1,87.0,Manual,Alice,SLA Breached,True,UW_AI_v2.0
58772,58772,58772,58772,20250826,55,Medium,0.55,Approved,Refer Underwriter,True,52,3,5,88.38,Manual,Rahul,SLA Breached,True,UW_AI_v2.0
58773,58773,58773,58773,20251026,54,Medium,0.54,Approved,Refer Underwriter,True,39,9,4,83.47,Manual,Priya,SLA Breached,True,UW_AI_v1.1
58774,58774,58774,58774,20250411,30,Medium,0.3,Approved,Auto Approve,False,5,-7,2,83.53,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
58775,58775,58775,58775,20250620,22,Low,0.22,Approved,Auto Approve,False,3,-5,7,98.81,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
58776,58776,58776,58776,20250720,21,Low,0.21,Approved,Auto Approve,False,7,4,1,98.05,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
58777,58777,58777,58777,20251221,53,Medium,0.53,Rejected,Refer Underwriter,True,70,4,1,88.14,Manual,Priya,SLA Breached,True,UW_AI_v2.0
58778,58778,58778,58778,20250721,35,Medium,0.35,Rejected,Refer Underwriter,True,71,5,1,75.89,Manual,Alice,SLA Breached,True,UW_AI_v1.0
58779,58779,58779,58779,20251213,86,Very High,0.86,Rejected,Reject,False,4,17,1,88.54,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
58780,58780,58780,58780,20250408,90,Very High,0.9,Rejected,Reject,False,4,18,7,83.24,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
58781,58781,58781,58781,20251202,14,Low,0.14,Approved,Auto Approve,False,3,1,1,87.4,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
58782,58782,58782,58782,20251127,73,High,0.73,Rejected,Reject,False,7,24,7,80.67,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
58783,58783,58783,58783,20250618,39,Medium,0.39,Rejected,Refer Underwriter,True,55,3,4,90.57,Manual,Rahul,SLA Breached,True,UW_AI_v2.0
58784,58784,58784,58784,20250811,97,Very High,0.97,Rejected,Reject,False,2,19,7,76.03,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
58785,58785,58785,58785,20250211,76,High,0.76,Rejected,Reject,False,3,26,3,88.15,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
58786,58786,58786,58786,20250306,48,Medium,0.48,Rejected,Refer Underwriter,True,38,11,1,83.42,Manual,David,SLA Breached,True,UW_AI_v1.0
58787,58787,58787,58787,20251127,69,High,0.69,Rejected,Refer Underwriter,True,45,0,7,78.71,Manual,Priya,SLA Breached,True,UW_AI_v1.0
58788,58788,58788,58788,20250731,62,High,0.62,Rejected,Refer Underwriter,True,55,4,5,98.24,Manual,David,SLA Breached,True,UW_AI_v1.1
58789,58789,58789,58789,20250307,5,Low,0.05,Approved,Auto Approve,False,2,-4,2,75.29,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
58790,58790,58790,58790,20250930,83,Very High,0.83,Rejected,Reject,False,6,17,5,83.19,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
