claim_sk,claim_id,policy_sk,date_sk,claim_amount,claim_amount_band,claim_flag,claim_approved,claim_severity,fraud_risk,settlement_days,settlement_band
59986,CLM159985,59986,20241030,0,,,,Low,Low,0,Fast
59987,CLM159986,59987,20230416,0,,,,Low,Low,0,Fast
59988,CLM159987,59988,20240308,0,,,,Low,Low,0,Fast
59989,CLM159988,59989,20240106,0,,,,Low,Low,0,Fast
59990,CLM159989,59990,20241224,0,,,,Low,Low,0,Fast
59991,CLM159990,59991,20220419,0,,,,Low,Low,0,Fast
59992,CLM159991,59992,20221027,0,,,,Low,Low,0,Fast
59993,CLM159992,59993,20241201,0,,,,Low,Low,0,Fast
59994,CLM159993,59994,20230915,0,,,,Low,Low,0,Fast
59995,CLM159994,59995,20230218,0,,,,Low,Low,0,Fast
59996,CLM159995,59996,20240721,0,,,,Low,Low,0,Fast
59997,CLM159996,59997,20220128,0,,,,Low,Low,0,Fast
59998,CLM159997,59998,20230717,0,,,,Low,Low,0,Fast
59999,CLM159998,59999,20220801,0,,,,Low,Low,0,Fast
60000,CLM159999,60000,20240220,0,,,,Low,Low,0,Fast
60001,CLM160000,60001,20220603,0,,,,Low,Low,0,Fast
60002,CLM160001,60002,20240521,0,,,,Low,Low,0,Fast
60003,CLM160002,60003,20220607,0,,,,Low,Low,0,Fast
60004,CLM160003,60004,20240708,0,,,,Low,Low,0,Fast
60005,CLM160004,60005,20221021,0,,,,Low,Low,0,Fast
60006,CLM160005,60006,20230329,0,,,,Low,Low,0,Fast
60007,CLM160006,60007,20240223,0,,,,Low,Low,0,Fast
60008,CLM160007,60008,20230914,0,,,,Low,Low,0,Fast
60009,CLM160008,60009,20220822,0,,,,Low,Low,0,Fast
60010,CLM160009,60010,20240402,0,,,,Low,Low,0,Fast
60011,CLM160010,60011,20220626,0,,,,Low,Low,0,Fast
60012,CLM160011,60012,20231001,0,,,,Low,Low,0,Fast
60013,CLM160012,60013,20230815,0,,,,Low,Low,0,Fast
60014,CLM160013,60014,20220221,0,,,,Low,Low,0,Fast
60015,CLM160014,60015,20240327,0,,,,Low,Low,0,Fast
60016,CLM160015,60016,20221126,0,,,,Low,Low,0,Fast
60017,CLM160016,60017,20240224,0,,,,Low,Low,0,Fast
60018,CLM160017,60018,20240401,0,,,,Low,Low,0,Fast
60019,CLM160018,60019,20221023,0,,,,Low,Low,0,Fast
60020,CLM160019,60020,20240309,0,,,,Low,Low,0,Fast
60021,CLM160020,60021,20221212,0,,,,Low,Low,0,Fast
60022,CLM160021,60022,20220603,0,,,,Low,Low,0,Fast
60023,CLM160022,60023,20220820,0,,,,Low,Low,0,Fast
60024,CLM160023,60024,20221128,0,,,,Low,Low,0,Fast
60025,CLM160024,60025,20230114,0,,,,Low,Low,0,Fast
60026,CLM160025,60026,20230722,0,,,,Low,Low,0,Fast
60027,CLM160026,60027,20220130,0,,,,Low,Low,0,Fast
60028,CLM160027,60028,20230513,0,,,,Low,Low,0,Fast
60029,CLM160028,60029,20230509,0,,,,Low,Low,0,Fast
60030,CLM160029,60030,20230718,0,,,,Low,Low,0,Fast
60031,CLM160030,60031,20240110,0,,,,Low,Low,0,Fast
60032,CLM160031,60032,20231125,0,,,,Low,Low,0,Fast
60033,CLM160032,60033,20231102,0,,,,Low,Low,0,Fast
60034,CLM160033,60034,20231205,0,,,,Low,Low,0,Fast
60035,CLM160034,60035,20220627,0,,,,Low,Low,0,Fast
60036,CLM160035,60036,20230216,0,,,,Low,Low,0,Fast
60037,CLM160036,60037,20240106,0,,,,Low,Low,0,Fast
60038,CLM160037,60038,20231103,0,,,,Low,Low,0,Fast
60039,CLM160038,60039,20240920,0,,,,Low,Low,0,Fast
60040,CLM160039,60040,20240313,0,,,,Low,Low,0,Fast
60041,CLM160040,60041,20240925,0,,,,Low,Low,0,Fast
60042,CLM160041,60042,20230321,0,,,,Low,Low,0,Fast
60043,CLM160042,60043,20221207,0,,,,Low,Low,0,Fast
60044,CLM160043,60044,20240310,0,,,,Low,Low,0,Fast
60045,CLM160044,60045,20241028,0,,,,Low,Low,0,Fast
60046,CLM160045,60046,20230619,0,,,,Low,Low,0,Fast
60047,CLM160046,60047,20240908,0,,,,Low,Low,0,Fast
60048,CLM160047,60048,20240105,0,,,,Low,Low,0,Fast
60049,CLM160048,60049,20240807,0,,,,Low,Low,0,Fast
60050,CLM160049,60050,20230702,0,,,,Low,Low,0,Fast
60051,CLM160050,60051,20221108,0,,,,Low,Low,0,Fast
60052,CLM160051,60052,20240826,0,,,,Low,Low,0,Fast
60053,CLM160052,60053,20220815,0,,,,Low,Low,0,Fast
60054,CLM160053,60054,20241218,0,,,,Low,Low,0,Fast
60055,CLM160054,60055,20240208,0,,,,Low,Low,0,Fast
60056,CLM160055,60056,20231222,0,,,,Low,Low,0,Fast
60057,CLM160056,60057,20220906,0,,,,Low,Low,0,Fast
60058,CLM160057,60058,20220918,0,,,,Low,Low,0,Fast
60059,CLM160058,60059,20220227,0,,,,Low,Low,0,Fast
60060,CLM160059,60060,20241216,0,,,,Low,Low,0,Fast
60061,CLM160060,60061,20220314,0,,,,Low,Low,0,Fast
60062,CLM160061,60062,20240502,0,,,,Low,Low,0,Fast
60063,CLM160062,60063,20230618,0,,,,Low,Low,0,Fast
60064,CLM160063,60064,20220222,0,,,,Low,Low,0,Fast
60065,CLM160064,60065,20230723,0,,,,Low,Low,0,Fast
60066,CLM160065,60066,20240612,0,,,,Low,Low,0,Fast
60067,CLM160066,60067,20220413,0,,,,Low,Low,0,Fast
60068,CLM160067,60068,20240329,0,,,,Low,Low,0,Fast
60069,CLM160068,60069,20240706,0,,,,Low,Low,0,Fast
60070,CLM160069,60070,20230105,0,,,,Low,Low,0,Fast
60071,CLM160070,60071,20231009,0,,,,Low,Low,0,Fast
60072,CLM160071,60072,20240411,0,,,,Low,Low,0,Fast
60073,CLM160072,60073,20241115,0,,,,Low,Low,0,Fast
60074,CLM160073,60074,20220125,0,,,,Low,Low,0,Fast
60075,CLM160074,60075,20240416,0,,,,Low,Low,0,Fast
60076,CLM160075,60076,20240716,0,,,,Low,Low,0,Fast
60077,CLM160076,60077,20230328,0,,,,Low,Low,0,Fast
60078,CLM160077,60078,20231208,0,,,,Low,Low,0,Fast
60079,CLM160078,60079,20240613,0,,,,Low,Low,0,Fast
60080,CLM160079,60080,20231114,0,,,,Low,Low,0,Fast
60081,CLM160080,60081,20231117,0,,,,Low,Low,0,Fast
60082,CLM160081,60082,20221017,0,,,,Low,Low,0,Fast
60083,CLM160082,60083,20230803,0,,,,Low,Low,0,Fast
60084,CLM160083,60084,20220519,0,,,,Low,Low,0,Fast
60085,CLM160084,60085,20230513,0,,,,Low,Low,0,Fast
60086,CLM160085,60086,20240420,0,,,,Low,Low,0,Fast
60087,CLM160086,60087,20241114,0,,,,Low,Low,0,Fast
60088,CLM160087,60088,20230210,0,,,,Low,Low,0,Fast
60089,CLM160088,60089,20230322,0,,,,Low,Low,0,Fast
60090,CLM160089,60090,20231108,0,,,,Low,Low,0,Fast
60091,CLM160090,60091,20240624,0,,,,Low,Low,0,Fast
60092,CLM160091,60092,20240330,0,,,,Low,Low,0,Fast
60093,CLM160092,60093,20230425,0,,,,Low,Low,0,Fast
60094,CLM160093,60094,20221011,0,,,,Low,Low,0,Fast
60095,CLM160094,60095,20231005,0,,,,Low,Low,0,Fast
60096,CLM160095,60096,20220407,0,,,,Low,Low,0,Fast
60097,CLM160096,60097,20230329,0,,,,Low,Low,0,Fast
60098,CLM160097,60098,20230128,0,,,,Low,Low,0,Fast
60099,CLM160098,60099,20230121,0,,,,Low,Low,0,Fast
60100,CLM160099,60100,20220614,0,,,,Low,Low,0,Fast
60101,CLM160100,60101,20230615,0,,,,Low,Low,0,Fast
60102,CLM160101,60102,20240305,0,,,,Low,Low,0,Fast
60103,CLM160102,60103,20230326,0,,,,Low,Low,0,Fast
60104,CLM160103,60104,20230529,0,,,,Low,Low,0,Fast
60105,CLM160104,60105,20230209,0,,,,Low,Low,0,Fast
60106,CLM160105,60106,20230606,0,,,,Low,Low,0,Fast
60107,CLM160106,60107,20240811,0,,,,Low,Low,0,Fast
60108,CLM160107,60108,20230910,0,,,,Low,Low,0,Fast
60109,CLM160108,60109,20220117,0,,,,Low,Low,0,Fast
60110,CLM160109,60110,20220723,0,,,,Low,Low,0,Fast
60111,CLM160110,60111,20241027,0,,,,Low,Low,0,Fast
60112,CLM160111,60112,20241030,0,,,,Low,Low,0,Fast
60113,CLM160112,60113,20240223,0,,,,Low,Low,0,Fast
60114,CLM160113,60114,20220113,0,,,,Low,Low,0,Fast
60115,CLM160114,60115,20220708,0,,,,Low,Low,0,Fast
60116,CLM160115,60116,20220524,0,,,,Low,Low,0,Fast
60117,CLM160116,60117,20221013,0,,,,Low,Low,0,Fast
60118,CLM160117,60118,20221124,0,,,,Low,Low,0,Fast
60119,CLM160118,60119,20231126,0,,,,Low,Low,0,Fast
60120,CLM160119,60120,20240530,0,,,,Low,Low,0,Fast
60121,CLM160120,60121,20230312,0,,,,Low,Low,0,Fast
60122,CLM160121,60122,20240917,0,,,,Low,Low,0,Fast
60123,CLM160122,60123,20221127,0,,,,Low,Low,0,Fast
60124,CLM160123,60124,20241207,0,,,,Low,Low,0,Fast
60125,CLM160124,60125,20240214,0,,,,Low,Low,0,Fast
60126,CLM160125,60126,20240807,0,,,,Low,Low,0,Fast
60127,CLM160126,60127,20241121,0,,,,Low,Low,0,Fast
60128,CLM160127,60128,20221114,0,,,,Low,Low,0,Fast
60129,CLM160128,60129,20240904,0,,,,Low,Low,0,Fast
60130,CLM160129,60130,20220708,0,,,,Low,Low,0,Fast
60131,CLM160130,60131,20240424,0,,,,Low,Low,0,Fast
60132,CLM160131,60132,20230316,0,,,,Low,Low,0,Fast
60133,CLM160132,60133,20220203,0,,,,Low,Low,0,Fast
60134,CLM160133,60134,20220428,0,,,,Low,Low,0,Fast
60135,CLM160134,60135,20220124,0,,,,Low,Low,0,Fast
60136,CLM160135,60136,20240218,0,,,,Low,Low,0,Fast
60137,CLM160136,60137,20240914,0,,,,Low,Low,0,Fast
60138,CLM160137,60138,20220509,0,,,,Low,Low,0,Fast
60139,CLM160138,60139,20220731,0,,,,Low,Low,0,Fast
60140,CLM160139,60140,20230329,0,,,,Low,Low,0,Fast
60141,CLM160140,60141,20220610,0,,,,Low,Low,0,Fast
60142,CLM160141,60142,20241223,0,,,,Low,Low,0,Fast
60143,CLM160142,60143,20241029,0,,,,Low,Low,0,Fast
60144,CLM160143,60144,20220201,0,,,,Low,Low,0,Fast
60145,CLM160144,60145,20230913,0,,,,Low,Low,0,Fast
60146,CLM160145,60146,20240620,0,,,,Low,Low,0,Fast
60147,CLM160146,60147,20220902,0,,,,Low,Low,0,Fast
60148,CLM160147,60148,20220913,0,,,,Low,Low,0,Fast
60149,CLM160148,60149,20240114,0,,,,Low,Low,0,Fast
60150,CLM160149,60150,20220413,0,,,,Low,Low,0,Fast
60151,CLM160150,60151,20240911,0,,,,Low,Low,0,Fast
60152,CLM160151,60152,20230621,0,,,,Low,Low,0,Fast
60153,CLM160152,60153,20230912,0,,,,Low,Low,0,Fast
60154,CLM160153,60154,20220127,0,,,,Low,Low,0,Fast
60155,CLM160154,60155,20231013,0,,,,Low,Low,0,Fast
60156,CLM160155,60156,20220514,0,,,,Low,Low,0,Fast
60157,CLM160156,60157,20221020,0,,,,Low,Low,0,Fast
60158,CLM160157,60158,20231229,0,,,,Low,Low,0,Fast
60159,CLM160158,60159,20231216,0,,,,Low,Low,0,Fast
60160,CLM160159,60160,20220416,0,,,,Low,Low,0,Fast
60161,CLM160160,60161,20230422,0,,,,Low,Low,0,Fast
60162,CLM160161,60162,20240825,0,,,,Low,Low,0,Fast
60163,CLM160162,60163,20240606,0,,,,Low,Low,0,Fast
60164,CLM160163,60164,20241030,0,,,,Low,Low,0,Fast
60165,CLM160164,60165,20231228,0,,,,Low,Low,0,Fast
60166,CLM160165,60166,20220526,0,,,,Low,Low,0,Fast
60167,CLM160166,60167,20240604,0,,,,Low,Low,0,Fast
60168,CLM160167,60168,20240105,0,,,,Low,Low,0,Fast
60169,CLM160168,60169,20230505,0,,,,Low,Low,0,Fast
60170,CLM160169,60170,20231225,0,,,,Low,Low,0,Fast
60171,CLM160170,60171,20220217,0,,,,Low,Low,0,Fast
60172,CLM160171,60172,20220413,0,,,,Low,Low,0,Fast
60173,CLM160172,60173,20240909,0,,,,Low,Low,0,Fast
60174,CLM160173,60174,20220421,0,,,,Low,Low,0,Fast
60175,CLM160174,60175,20221118,0,,,,Low,Low,0,Fast
60176,CLM160175,60176,20240202,0,,,,Low,Low,0,Fast
60177,CLM160176,60177,20241006,0,,,,Low,Low,0,Fast
60178,CLM160177,60178,20240729,0,,,,Low,Low,0,Fast
60179,CLM160178,60179,20240725,0,,,,Low,Low,0,Fast
60180,CLM160179,60180,20221209,0,,,,Low,Low,0,Fast
60181,CLM160180,60181,20230924,0,,,,Low,Low,0,Fast
60182,CLM160181,60182,20221011,0,,,,Low,Low,0,Fast
60183,CLM160182,60183,20240215,0,,,,Low,Low,0,Fast
60184,CLM160183,60184,20240107,0,,,,Low,Low,0,Fast
60185,CLM160184,60185,20240205,0,,,,Low,Low,0,Fast
60186,CLM160185,60186,20240529,0,,,,Low,Low,0,Fast
60187,CLM160186,60187,20231127,0,,,,Low,Low,0,Fast
60188,CLM160187,60188,20240315,0,,,,Low,Low,0,Fast
60189,CLM160188,60189,20240703,0,,,,Low,Low,0,Fast
60190,CLM160189,60190,20230319,0,,,,Low,Low,0,Fast
60191,CLM160190,60191,20220905,0,,,,Low,Low,0,Fast
60192,CLM160191,60192,20240719,0,,,,Low,Low,0,Fast
60193,CLM160192,60193,20220428,0,,,,Low,Low,0,Fast
60194,CLM160193,60194,20220402,0,,,,Low,Low,0,Fast
60195,CLM160194,60195,20240427,0,,,,Low,Low,0,Fast
60196,CLM160195,60196,20240910,0,,,,Low,Low,0,Fast
60197,CLM160196,60197,20220320,0,,,,Low,Low,0,Fast
60198,CLM160197,60198,20231126,0,,,,Low,Low,0,Fast
60199,CLM160198,60199,20231214,0,,,,Low,Low,0,Fast
60200,CLM160199,60200,20220724,0,,,,Low,Low,0,Fast
60201,CLM160200,60201,20240328,0,,,,Low,Low,0,Fast
60202,CLM160201,60202,20230625,0,,,,Low,Low,0,Fast
60203,CLM160202,60203,20240405,0,,,,Low,Low,0,Fast
60204,CLM160203,60204,20220123,0,,,,Low,Low,0,Fast
60205,CLM160204,60205,20220513,0,,,,Low,Low,0,Fast
60206,CLM160205,60206,20220228,0,,,,Low,Low,0,Fast
60207,CLM160206,60207,20240212,0,,,,Low,Low,0,Fast
60208,CLM160207,60208,20230318,0,,,,Low,Low,0,Fast
60209,CLM160208,60209,20221009,0,,,,Low,Low,0,Fast
60210,CLM160209,60210,20240812,0,,,,Low,Low,0,Fast
60211,CLM160210,60211,20230913,0,,,,Low,Low,0,Fast
60212,CLM160211,60212,20230710,0,,,,Low,Low,0,Fast
60213,CLM160212,60213,20231217,0,,,,Low,Low,0,Fast
60214,CLM160213,60214,20220416,0,,,,Low,Low,0,Fast
60215,CLM160214,60215,20220807,0,,,,Low,Low,0,Fast
60216,CLM160215,60216,20240710,0,,,,Low,Low,0,Fast
60217,CLM160216,60217,20230710,0,,,,Low,Low,0,Fast
60218,CLM160217,60218,20231230,0,,,,Low,Low,0,Fast
60219,CLM160218,60219,20221101,0,,,,Low,Low,0,Fast
60220,CLM160219,60220,20220401,0,,,,Low,Low,0,Fast
60221,CLM160220,60221,20230511,0,,,,Low,Low,0,Fast
60222,CLM160221,60222,20231128,0,,,,Low,Low,0,Fast
60223,CLM160222,60223,20220514,0,,,,Low,Low,0,Fast
60224,CLM160223,60224,20230211,0,,,,Low,Low,0,Fast
60225,CLM160224,60225,20221204,0,,,,Low,Low,0,Fast
60226,CLM160225,60226,20241018,0,,,,Low,Low,0,Fast
60227,CLM160226,60227,20241225,0,,,,Low,Low,0,Fast
60228,CLM160227,60228,20221028,0,,,,Low,Low,0,Fast
60229,CLM160228,60229,20230531,0,,,,Low,Low,0,Fast
60230,CLM160229,60230,20220407,0,,,,Low,Low,0,Fast
60231,CLM160230,60231,20240810,0,,,,Low,Low,0,Fast
60232,CLM160231,60232,20220824,0,,,,Low,Low,0,Fast
60233,CLM160232,60233,20220517,0,,,,Low,Low,0,Fast
60234,CLM160233,60234,20241207,0,,,,Low,Low,0,Fast
60235,CLM160234,60235,20230515,0,,,,Low,Low,0,Fast
60236,CLM160235,60236,20220714,0,,,,Low,Low,0,Fast
60237,CLM160236,60237,20221001,0,,,,Low,Low,0,Fast
60238,CLM160237,60238,20230517,0,,,,Low,Low,0,Fast
60239,CLM160238,60239,20240930,0,,,,Low,Low,0,Fast
60240,CLM160239,60240,20221117,0,,,,Low,Low,0,Fast
60241,CLM160240,60241,20240708,0,,,,Low,Low,0,Fast
60242,CLM160241,60242,20220630,0,,,,Low,Low,0,Fast
60243,CLM160242,60243,20230302,0,,,,Low,Low,0,Fast
60244,CLM160243,60244,20240331,0,,,,Low,Low,0,Fast
60245,CLM160244,60245,20240926,0,,,,Low,Low,0,Fast
60246,CLM160245,60246,20230728,0,,,,Low,Low,0,Fast
60247,CLM160246,60247,20240921,0,,,,Low,Low,0,Fast
60248,CLM160247,60248,20220520,0,,,,Low,Low,0,Fast
60249,CLM160248,60249,20220218,0,,,,Low,Low,0,Fast
60250,CLM160249,60250,20230512,0,,,,Low,Low,0,Fast
60251,CLM160250,60251,20221120,0,,,,Low,Low,0,Fast
60252,CLM160251,60252,20240707,0,,,,Low,Low,0,Fast
60253,CLM160252,60253,20221217,0,,,,Low,Low,0,Fast
60254,CLM160253,60254,20221005,0,,,,Low,Low,0,Fast
60255,CLM160254,60255,20230719,0,,,,Low,Low,0,Fast
60256,CLM160255,60256,20220603,0,,,,Low,Low,0,Fast
60257,CLM160256,60257,20230301,0,,,,Low,Low,0,Fast
60258,CLM160257,60258,20221029,0,,,,Low,Low,0,Fast
60259,CLM160258,60259,20241217,0,,,,Low,Low,0,Fast
60260,CLM160259,60260,20230625,0,,,,Low,Low,0,Fast
60261,CLM160260,60261,20240702,0,,,,Low,Low,0,Fast
60262,CLM160261,60262,20231102,0,,,,Low,Low,0,Fast
60263,CLM160262,60263,20220109,0,,,,Low,Low,0,Fast
60264,CLM160263,60264,20230425,0,,,,Low,Low,0,Fast
60265,CLM160264,60265,20240215,0,,,,Low,Low,0,Fast
60266,CLM160265,60266,20220309,0,,,,Low,Low,0,Fast
60267,CLM160266,60267,20221029,0,,,,Low,Low,0,Fast
60268,CLM160267,60268,20220930,0,,,,Low,Low,0,Fast
60269,CLM160268,60269,20230617,0,,,,Low,Low,0,Fast
60270,CLM160269,60270,20230714,0,,,,Low,Low,0,Fast
60271,CLM160270,60271,20240203,0,,,,Low,Low,0,Fast
60272,CLM160271,60272,20230601,0,,,,Low,Low,0,Fast
60273,CLM160272,60273,20230423,0,,,,Low,Low,0,Fast
60274,CLM160273,60274,20230602,0,,,,Low,Low,0,Fast
60275,CLM160274,60275,20240112,0,,,,Low,Low,0,Fast
60276,CLM160275,60276,20240825,0,,,,Low,Low,0,Fast
60277,CLM160276,60277,20240801,0,,,,Low,Low,0,Fast
60278,CLM160277,60278,20220215,0,,,,Low,Low,0,Fast
60279,CLM160278,60279,20241020,0,,,,Low,Low,0,Fast
60280,CLM160279,60280,20230916,0,,,,Low,Low,0,Fast
60281,CLM160280,60281,20230323,0,,,,Low,Low,0,Fast
60282,CLM160281,60282,20231005,0,,,,Low,Low,0,Fast
60283,CLM160282,60283,20231102,0,,,,Low,Low,0,Fast
60284,CLM160283,60284,20230114,0,,,,Low,Low,0,Fast
60285,CLM160284,60285,20230907,0,,,,Low,Low,0,Fast
60286,CLM160285,60286,20231009,0,,,,Low,Low,0,Fast
60287,CLM160286,60287,20220116,0,,,,Low,Low,0,Fast
60288,CLM160287,60288,20230827,0,,,,Low,Low,0,Fast
60289,CLM160288,60289,20231017,0,,,,Low,Low,0,Fast
60290,CLM160289,60290,20240214,0,,,,Low,Low,0,Fast
60291,CLM160290,60291,20221221,0,,,,Low,Low,0,Fast
60292,CLM160291,60292,20230424,0,,,,Low,Low,0,Fast
60293,CLM160292,60293,20230902,0,,,,Low,Low,0,Fast
60294,CLM160293,60294,20230120,0,,,,Low,Low,0,Fast
60295,CLM160294,60295,20231219,0,,,,Low,Low,0,Fast
60296,CLM160295,60296,20230615,0,,,,Low,Low,0,Fast
60297,CLM160296,60297,20220711,0,,,,Low,Low,0,Fast
60298,CLM160297,60298,20231004,0,,,,Low,Low,0,Fast
60299,CLM160298,60299,20220123,0,,,,Low,Low,0,Fast
60300,CLM160299,60300,20231127,0,,,,Low,Low,0,Fast
60301,CLM160300,60301,20240428,0,,,,Low,Low,0,Fast
60302,CLM160301,60302,20220608,0,,,,Low,Low,0,Fast
60303,CLM160302,60303,20241011,0,,,,Low,Low,0,Fast
60304,CLM160303,60304,20220925,0,,,,Low,Low,0,Fast
60305,CLM160304,60305,20230925,0,,,,Low,Low,0,Fast
60306,CLM160305,60306,20231106,0,,,,Low,Low,0,Fast
60307,CLM160306,60307,20241024,0,,,,Low,Low,0,Fast
60308,CLM160307,60308,20240306,0,,,,Low,Low,0,Fast
60309,CLM160308,60309,20241025,0,,,,Low,Low,0,Fast
60310,CLM160309,60310,20241001,0,,,,Low,Low,0,Fast
60311,CLM160310,60311,20241106,0,,,,Low,Low,0,Fast
60312,CLM160311,60312,20220731,0,,,,Low,Low,0,Fast
60313,CLM160312,60313,20220627,0,,,,Low,Low,0,Fast
60314,CLM160313,60314,20220623,0,,,,Low,Low,0,Fast
60315,CLM160314,60315,20240125,0,,,,Low,Low,0,Fast
60316,CLM160315,60316,20230915,0,,,,Low,Low,0,Fast
60317,CLM160316,60317,20231006,0,,,,Low,Low,0,Fast
60318,CLM160317,60318,20220131,0,,,,Low,Low,0,Fast
60319,CLM160318,60319,20220104,0,,,,Low,Low,0,Fast
60320,CLM160319,60320,20240609,0,,,,Low,Low,0,Fast
60321,CLM160320,60321,20220118,0,,,,Low,Low,0,Fast
60322,CLM160321,60322,20241015,0,,,,Low,Low,0,Fast
60323,CLM160322,60323,20220820,0,,,,Low,Low,0,Fast
60324,CLM160323,60324,20220217,0,,,,Low,Low,0,Fast
60325,CLM160324,60325,20220304,0,,,,Low,Low,0,Fast
60326,CLM160325,60326,20220927,0,,,,Low,Low,0,Fast
60327,CLM160326,60327,20221016,0,,,,Low,Low,0,Fast
60328,CLM160327,60328,20220619,0,,,,Low,Low,0,Fast
60329,CLM160328,60329,20240614,0,,,,Low,Low,0,Fast
60330,CLM160329,60330,20230916,0,,,,Low,Low,0,Fast
60331,CLM160330,60331,20220409,0,,,,Low,Low,0,Fast
60332,CLM160331,60332,20240601,0,,,,Low,Low,0,Fast
60333,CLM160332,60333,20231114,0,,,,Low,Low,0,Fast
60334,CLM160333,60334,20231128,0,,,,Low,Low,0,Fast
60335,CLM160334,60335,20220523,0,,,,Low,Low,0,Fast
60336,CLM160335,60336,20221102,0,,,,Low,Low,0,Fast
60337,CLM160336,60337,20230107,0,,,,Low,Low,0,Fast
60338,CLM160337,60338,20230729,0,,,,Low,Low,0,Fast
60339,CLM160338,60339,20230805,0,,,,Low,Low,0,Fast
60340,CLM160339,60340,20230128,0,,,,Low,Low,0,Fast
60341,CLM160340,60341,20220101,0,,,,Low,Low,0,Fast
60342,CLM160341,60342,20231229,0,,,,Low,Low,0,Fast
60343,CLM160342,60343,20230105,0,,,,Low,Low,0,Fast
60344,CLM160343,60344,20241125,0,,,,Low,Low,0,Fast
60345,CLM160344,60345,20220830,0,,,,Low,Low,0,Fast
60346,CLM160345,60346,20240904,0,,,,Low,Low,0,Fast
60347,CLM160346,60347,20240820,0,,,,Low,Low,0,Fast
60348,CLM160347,60348,20230505,0,,,,Low,Low,0,Fast
60349,CLM160348,60349,20240204,0,,,,Low,Low,0,Fast
60350,CLM160349,60350,20240825,0,,,,Low,Low,0,Fast
60351,CLM160350,60351,20220502,0,,,,Low,Low,0,Fast
60352,CLM160351,60352,20230817,0,,,,Low,Low,0,Fast
60353,CLM160352,60353,20240923,0,,,,Low,Low,0,Fast
60354,CLM160353,60354,20221129,0,,,,Low,Low,0,Fast
60355,CLM160354,60355,20240628,0,,,,Low,Low,0,Fast
60356,CLM160355,60356,20231215,0,,,,Low,Low,0,Fast
60357,CLM160356,60357,20220327,0,,,,Low,Low,0,Fast
60358,CLM160357,60358,20240216,0,,,,Low,Low,0,Fast
60359,CLM160358,60359,20230105,0,,,,Low,Low,0,Fast
60360,CLM160359,60360,20221203,0,,,,Low,Low,0,Fast
60361,CLM160360,60361,20230804,0,,,,Low,Low,0,Fast
60362,CLM160361,60362,20240718,0,,,,Low,Low,0,Fast
60363,CLM160362,60363,20241224,0,,,,Low,Low,0,Fast
60364,CLM160363,60364,20240724,0,,,,Low,Low,0,Fast
60365,CLM160364,60365,20230127,0,,,,Low,Low,0,Fast
60366,CLM160365,60366,20220106,0,,,,Low,Low,0,Fast
60367,CLM160366,60367,20230314,0,,,,Low,Low,0,Fast
60368,CLM160367,60368,20220526,0,,,,Low,Low,0,Fast
60369,CLM160368,60369,20241011,0,,,,Low,Low,0,Fast
60370,CLM160369,60370,20220611,0,,,,Low,Low,0,Fast
60371,CLM160370,60371,20230717,0,,,,Low,Low,0,Fast
60372,CLM160371,60372,20241014,0,,,,Low,Low,0,Fast
60373,CLM160372,60373,20230604,0,,,,Low,Low,0,Fast
60374,CLM160373,60374,20230218,0,,,,Low,Low,0,Fast
60375,CLM160374,60375,20240405,0,,,,Low,Low,0,Fast
60376,CLM160375,60376,20240610,0,,,,Low,Low,0,Fast
60377,CLM160376,60377,20221113,0,,,,Low,Low,0,Fast
60378,CLM160377,60378,20230408,0,,,,Low,Low,0,Fast
60379,CLM160378,60379,20241018,0,,,,Low,Low,0,Fast
60380,CLM160379,60380,20220718,0,,,,Low,Low,0,Fast
60381,CLM160380,60381,20230224,0,,,,Low,Low,0,Fast
60382,CLM160381,60382,20240519,0,,,,Low,Low,0,Fast
60383,CLM160382,60383,20230207,0,,,,Low,Low,0,Fast
60384,CLM160383,60384,20220118,0,,,,Low,Low,0,Fast
60385,CLM160384,60385,20230104,0,,,,Low,Low,0,Fast
60386,CLM160385,60386,20231022,0,,,,Low,Low,0,Fast
60387,CLM160386,60387,20230529,0,,,,Low,Low,0,Fast
60388,CLM160387,60388,20220130,0,,,,Low,Low,0,Fast
60389,CLM160388,60389,20230311,0,,,,Low,Low,0,Fast
60390,CLM160389,60390,20220216,0,,,,Low,Low,0,Fast
60391,CLM160390,60391,20221026,0,,,,Low,Low,0,Fast
60392,CLM160391,60392,20230122,0,,,,Low,Low,0,Fast
60393,CLM160392,60393,20240528,0,,,,Low,Low,0,Fast
60394,CLM160393,60394,20231214,0,,,,Low,Low,0,Fast
60395,CLM160394,60395,20230401,0,,,,Low,Low,0,Fast
60396,CLM160395,60396,20220611,0,,,,Low,Low,0,Fast
60397,CLM160396,60397,20240121,0,,,,Low,Low,0,Fast
60398,CLM160397,60398,20230908,0,,,,Low,Low,0,Fast
60399,CLM160398,60399,20221205,0,,,,Low,Low,0,Fast
60400,CLM160399,60400,20241126,0,,,,Low,Low,0,Fast
60401,CLM160400,60401,20220228,0,,,,Low,Low,0,Fast
60402,CLM160401,60402,20240525,0,,,,Low,Low,0,Fast
60403,CLM160402,60403,20221227,0,,,,Low,Low,0,Fast
60404,CLM160403,60404,20240225,0,,,,Low,Low,0,Fast
60405,CLM160404,60405,20220125,0,,,,Low,Low,0,Fast
60406,CLM160405,60406,20230329,0,,,,Low,Low,0,Fast
60407,CLM160406,60407,20220125,0,,,,Low,Low,0,Fast
