quote_sk,quote_id,customer_sk,vehicle_sk,policy_sk,channel_sk,date_sk,quoted_premium,accepted_offer,conversion_flag,quote_status,quote_stage,device_type,quote_source,days_since_last_contact,quote_value_band
40999,Q140998,40999,40999,40999,130,20250106,4461.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,43,Low
41000,Q140999,41000,41000,41000,130,20250719,4334.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,286,Low
41001,Q141000,41001,41001,41001,130,20250501,3936.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,101,Low
41002,Q141001,41002,41002,41002,130,20250608,4083.0,0,0,Abandoned,Document Upload,Tablet,Agent,257,Low
41003,Q141002,41003,41003,41003,130,20250223,4762.0,0,0,Abandoned,Premium Calculation,Mobile,Website,107,Medium
41004,Q141003,41004,41004,41004,134,20250311,4473.0,1,0,Abandoned,Document Upload,Desktop,Mobile App,39,Low
41005,Q141004,41005,41005,41005,130,20251021,4052.0,0,0,Abandoned,Document Upload,Desktop,Website,238,Low
41006,Q141005,41006,41006,41006,130,20250807,3881.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,124,Low
41007,Q141006,41007,41007,41007,131,20251003,4206.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,81,Low
41008,Q141007,41008,41008,41008,130,20250502,4312.0,0,0,Abandoned,Premium Calculation,Mobile,Website,189,Low
41009,Q141008,41009,41009,41009,130,20250524,4813.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,137,Medium
41010,Q141009,41010,41010,41010,130,20250325,4400.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,295,Low
41011,Q141010,41011,41011,41011,132,20250826,3943.0,0,0,Abandoned,Document Upload,Mobile,Website,86,Low
41012,Q141011,41012,41012,41012,130,20251105,4371.0,0,0,Abandoned,Document Upload,Mobile,Agent,262,Low
41013,Q141012,41013,41013,41013,130,20250126,4576.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,264,Medium
41014,Q141013,41014,41014,41014,130,20251006,4257.0,0,0,Abandoned,Premium Calculation,Tablet,Aggregator,217,Low
41015,Q141014,41015,41015,41015,130,20250901,3949.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,108,Low
41016,Q141015,41016,41016,41016,130,20250410,4093.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,99,Low
41017,Q141016,41017,41017,41017,130,20250225,3907.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,15,Low
41018,Q141017,41018,41018,41018,130,20250618,4814.0,0,0,Abandoned,Document Upload,Tablet,Aggregator,105,Medium
41019,Q141018,41019,41019,41019,105,20250625,4706.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,227,Medium
41020,Q141019,41020,41020,41020,104,20250309,4340.0,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,171,Low
41021,Q141020,41021,41021,41021,130,20250326,4169.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,11,Low
41022,Q141021,41022,41022,41022,130,20250314,3868.0,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,180,Low
41023,Q141022,41023,41023,41023,105,20250701,4706.0,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,224,Medium
41024,Q141023,41024,41024,41024,105,20250528,3966.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,279,Low
41025,Q141024,41025,41025,41025,130,20250309,3985.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,247,Low
41026,Q141025,41026,41026,41026,105,20251005,4688.0,1,1,Converted,Policy Issued,Desktop,Mobile App,18,Medium
41027,Q141026,41027,41027,41027,130,20250328,4145.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,169,Low
41028,Q141027,41028,41028,41028,130,20251227,4374.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,120,Low
41029,Q141028,41029,41029,41029,130,20250705,3950.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,68,Low
41030,Q141029,41030,41030,41030,130,20250822,4229.0,0,0,Abandoned,Document Upload,Desktop,Mobile App,46,Low
41031,Q141030,41031,41031,41031,130,20250322,4004.0,0,0,Abandoned,Document Upload,Tablet,Agent,263,Low
41032,Q141031,41032,41032,41032,130,20250403,4443.0,0,0,Abandoned,Premium Calculation,Tablet,Mobile App,139,Low
41033,Q141032,41033,41033,41033,134,20250913,4449.0,0,0,Abandoned,Premium Calculation,Mobile,Website,133,Low
41034,Q141033,41034,41034,41034,105,20250709,4454.0,1,1,Converted,Policy Issued,Desktop,Website,256,Low
41035,Q141034,41035,41035,41035,135,20250508,4991.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,12,Medium
41036,Q141035,41036,41036,41036,134,20250617,5133.0,1,1,Converted,Policy Issued,Mobile,Aggregator,208,Medium
41037,Q141036,41037,41037,41037,105,20250221,4875.0,0,0,Abandoned,Document Upload,Desktop,Mobile App,225,Medium
41038,Q141037,41038,41038,41038,24,20250419,3977.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,174,Low
41039,Q141038,41039,41039,41039,130,20250406,4250.0,1,0,Abandoned,Document Upload,Mobile,Agent,29,Low
41040,Q141039,41040,41040,41040,130,20250729,4421.0,0,0,Abandoned,Premium Calculation,Tablet,Aggregator,73,Low
41041,Q141040,41041,41041,41041,130,20250527,4815.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,125,Medium
41042,Q141041,41042,41042,41042,130,20250319,4588.0,1,1,Converted,Policy Issued,Mobile,Agent,53,Medium
41043,Q141042,41043,41043,41043,138,20251106,4378.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,199,Low
41044,Q141043,41044,41044,41044,130,20250910,4406.0,0,0,Abandoned,Document Upload,Desktop,Mobile App,62,Low
41045,Q141044,41045,41045,41045,130,20250101,4399.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,280,Low
41046,Q141045,41046,41046,41046,129,20250225,3973.0,0,0,Abandoned,Document Upload,Desktop,Aggregator,70,Low
41047,Q141046,41047,41047,41047,105,20250330,4709.0,1,0,Abandoned,Underwriting,Desktop,Agent,50,Medium
41048,Q141047,41048,41048,41048,130,20251204,3913.0,0,0,Abandoned,Document Upload,Mobile,Agent,258,Low
41049,Q141048,41049,41049,41049,130,20250517,4738.0,0,0,Abandoned,Document Upload,Desktop,Agent,280,Medium
41050,Q141049,41050,41050,41050,130,20250106,4614.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,255,Medium
41051,Q141050,41051,41051,41051,130,20250210,4623.0,0,0,Abandoned,Document Upload,Desktop,Aggregator,247,Medium
41052,Q141051,41052,41052,41052,130,20250825,4805.0,0,0,Abandoned,Document Upload,Desktop,Agent,254,Medium
41053,Q141052,41053,41053,41053,105,20250610,4973.0,0,0,Abandoned,Premium Calculation,Desktop,Website,13,Medium
41054,Q141053,41054,41054,41054,130,20251206,3951.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,175,Low
41055,Q141054,41055,41055,41055,130,20250115,4410.0,0,0,Abandoned,Document Upload,Mobile,Website,252,Low
41056,Q141055,41056,41056,41056,130,20251221,4126.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,172,Low
41057,Q141056,41057,41057,41057,130,20251224,4076.0,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,111,Low
41058,Q141057,41058,41058,41058,130,20250403,3872.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,220,Low
41059,Q141058,41059,41059,41059,130,20250708,4693.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,62,Medium
41060,Q141059,41060,41060,41060,130,20250503,4546.0,0,0,Abandoned,Document Upload,Desktop,Mobile App,63,Medium
41061,Q141060,41061,41061,41061,129,20250928,3913.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,61,Low
41062,Q141061,41062,41062,41062,138,20251019,4006.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,49,Low
41063,Q141062,41063,41063,41063,24,20251106,4644.0,1,1,Converted,Policy Issued,Mobile,Aggregator,79,Medium
41064,Q141063,41064,41064,41064,130,20251119,4239.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,165,Low
41065,Q141064,41065,41065,41065,105,20251017,4498.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,22,Low
41066,Q141065,41066,41066,41066,135,20250414,5188.0,0,0,Abandoned,Document Upload,Mobile,Agent,186,Medium
41067,Q141066,41067,41067,41067,133,20251021,4712.0,1,0,Abandoned,Document Upload,Mobile,Website,277,Medium
41068,Q141067,41068,41068,41068,130,20251124,4530.0,0,0,Abandoned,Document Upload,Desktop,Website,115,Medium
41069,Q141068,41069,41069,41069,105,20250516,4813.0,1,1,Converted,Policy Issued,Desktop,Agent,191,Medium
41070,Q141069,41070,41070,41070,134,20250306,4494.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,286,Low
41071,Q141070,41071,41071,41071,117,20250529,4748.0,1,1,Converted,Policy Issued,Mobile,Website,105,Medium
41072,Q141071,41072,41072,41072,130,20250116,4254.0,0,0,Abandoned,Premium Calculation,Mobile,Website,40,Low
41073,Q141072,41073,41073,41073,105,20250419,5175.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,270,Medium
41074,Q141073,41074,41074,41074,130,20250508,3981.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,158,Low
41075,Q141074,41075,41075,41075,105,20250427,4546.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,32,Medium
41076,Q141075,41076,41076,41076,130,20250302,4496.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,299,Low
41077,Q141076,41077,41077,41077,134,20250715,4384.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,244,Low
41078,Q141077,41078,41078,41078,130,20250726,4269.0,0,0,Abandoned,Premium Calculation,Mobile,Website,291,Low
41079,Q141078,41079,41079,41079,130,20251001,4226.0,0,0,Abandoned,Document Upload,Mobile,Agent,213,Low
41080,Q141079,41080,41080,41080,130,20250127,4248.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,122,Low
41081,Q141080,41081,41081,41081,24,20251202,4069.0,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,203,Low
41082,Q141081,41082,41082,41082,130,20251102,4747.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,189,Medium
41083,Q141082,41083,41083,41083,130,20250501,4737.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,175,Medium
41084,Q141083,41084,41084,41084,24,20250527,4546.0,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,255,Medium
41085,Q141084,41085,41085,41085,130,20251126,4366.0,0,0,Abandoned,Premium Calculation,Tablet,Aggregator,251,Low
41086,Q141085,41086,41086,41086,105,20251012,4932.0,1,0,Abandoned,Payment,Tablet,Agent,101,Medium
41087,Q141086,41087,41087,41087,105,20250115,4691.0,1,1,Converted,Policy Issued,Desktop,Mobile App,297,Medium
41088,Q141087,41088,41088,41088,130,20251231,4602.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,74,Medium
41089,Q141088,41089,41089,41089,130,20250519,4712.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,126,Medium
41090,Q141089,41090,41090,41090,130,20250205,4265.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,75,Low
41091,Q141090,41091,41091,41091,130,20251226,4305.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,83,Low
41092,Q141091,41092,41092,41092,130,20251112,4146.0,0,0,Abandoned,Document Upload,Mobile,Website,133,Low
41093,Q141092,41093,41093,41093,130,20250114,4787.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,95,Medium
41094,Q141093,41094,41094,41094,130,20251012,4180.0,0,0,Abandoned,Document Upload,Desktop,Website,93,Low
41095,Q141094,41095,41095,41095,130,20251224,4554.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,239,Medium
41096,Q141095,41096,41096,41096,104,20250627,5029.0,0,0,Abandoned,Document Upload,Mobile,Website,228,Medium
41097,Q141096,41097,41097,41097,130,20251118,4188.0,0,0,Abandoned,Document Upload,Mobile,Website,199,Low
41098,Q141097,41098,41098,41098,130,20251221,4597.0,0,0,Abandoned,Document Upload,Mobile,Website,46,Medium
41099,Q141098,41099,41099,41099,130,20250405,4655.0,0,0,Abandoned,Premium Calculation,Tablet,Mobile App,35,Medium
41100,Q141099,41100,41100,41100,130,20251021,4147.0,0,0,Abandoned,Document Upload,Desktop,Agent,93,Low
41101,Q141100,41101,41101,41101,130,20250619,4609.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,257,Medium
41102,Q141101,41102,41102,41102,130,20250105,4526.0,0,0,Abandoned,Document Upload,Desktop,Mobile App,193,Medium
41103,Q141102,41103,41103,41103,24,20250121,4661.0,1,1,Converted,Policy Issued,Mobile,Website,215,Medium
41104,Q141103,41104,41104,41104,130,20250407,4432.0,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,230,Low
41105,Q141104,41105,41105,41105,130,20250216,4592.0,0,0,Abandoned,Premium Calculation,Mobile,Website,239,Medium
41106,Q141105,41106,41106,41106,24,20250226,4404.0,0,0,Abandoned,Document Upload,Desktop,Aggregator,148,Low
41107,Q141106,41107,41107,41107,130,20250620,4834.0,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,124,Medium
41108,Q141107,41108,41108,41108,130,20251012,4543.0,0,0,Abandoned,Document Upload,Tablet,Website,159,Medium
41109,Q141108,41109,41109,41109,130,20251121,4383.0,0,0,Abandoned,Premium Calculation,Tablet,Agent,118,Low
41110,Q141109,41110,41110,41110,130,20250425,4644.0,0,0,Abandoned,Document Upload,Desktop,Agent,148,Medium
41111,Q141110,41111,41111,41111,134,20250908,4454.0,1,0,Abandoned,Document Upload,Mobile,Agent,111,Low
41112,Q141111,41112,41112,41112,130,20250516,4024.0,0,0,Abandoned,Document Upload,Desktop,Aggregator,291,Low
41113,Q141112,41113,41113,41113,139,20250921,4143.0,1,0,Abandoned,Payment,Mobile,Aggregator,180,Low
41114,Q141113,41114,41114,41114,130,20251020,4729.0,0,0,Abandoned,Premium Calculation,Mobile,Website,285,Medium
41115,Q141114,41115,41115,41115,130,20250729,4400.0,0,0,Abandoned,Document Upload,Desktop,Mobile App,133,Low
41116,Q141115,41116,41116,41116,105,20251008,5260.0,1,1,Converted,Policy Issued,Mobile,Mobile App,227,Medium
41117,Q141116,41117,41117,41117,130,20251217,4224.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,173,Low
41118,Q141117,41118,41118,41118,134,20251121,4799.0,0,0,Abandoned,Premium Calculation,Mobile,Website,114,Medium
41119,Q141118,41119,41119,41119,105,20251222,4794.0,0,0,Abandoned,Document Upload,Desktop,Mobile App,103,Medium
41120,Q141119,41120,41120,41120,130,20250810,3909.0,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,187,Low
41121,Q141120,41121,41121,41121,130,20251127,4241.0,0,0,Abandoned,Document Upload,Mobile,Agent,125,Low
41122,Q141121,41122,41122,41122,132,20250426,4661.0,0,0,Abandoned,Premium Calculation,Tablet,Mobile App,74,Medium
41123,Q141122,41123,41123,41123,138,20250503,4660.0,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,284,Medium
41124,Q141123,41124,41124,41124,134,20251227,4739.0,1,1,Converted,Policy Issued,Mobile,Agent,201,Medium
41125,Q141124,41125,41125,41125,134,20250426,4561.0,0,0,Abandoned,Premium Calculation,Mobile,Website,62,Medium
41126,Q141125,41126,41126,41126,130,20250119,4516.0,0,0,Abandoned,Premium Calculation,Tablet,Mobile App,207,Medium
41127,Q141126,41127,41127,41127,130,20251005,4534.0,0,0,Abandoned,Document Upload,Mobile,Website,215,Medium
41128,Q141127,41128,41128,41128,132,20250216,4884.0,1,1,Converted,Policy Issued,Mobile,Website,290,Medium
41129,Q141128,41129,41129,41129,130,20251119,4089.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,60,Low
41130,Q141129,41130,41130,41130,135,20250601,4837.0,0,0,Abandoned,Premium Calculation,Desktop,Website,45,Medium
41131,Q141130,41131,41131,41131,138,20250406,4570.0,0,0,Abandoned,Premium Calculation,Tablet,Mobile App,93,Medium
41132,Q141131,41132,41132,41132,130,20250606,3971.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,121,Low
41133,Q141132,41133,41133,41133,132,20250626,4102.0,0,0,Abandoned,Document Upload,Mobile,Agent,173,Low
41134,Q141133,41134,41134,41134,132,20250226,3990.0,1,1,Converted,Policy Issued,Mobile,Website,141,Low
41135,Q141134,41135,41135,41135,130,20250329,4301.0,0,0,Abandoned,Premium Calculation,Tablet,Agent,18,Low
41136,Q141135,41136,41136,41136,130,20250723,4701.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,190,Medium
41137,Q141136,41137,41137,41137,130,20250510,4723.0,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,17,Medium
41138,Q141137,41138,41138,41138,105,20251125,5181.0,1,1,Converted,Policy Issued,Mobile,Website,158,Medium
41139,Q141138,41139,41139,41139,130,20250130,4002.0,0,0,Abandoned,Premium Calculation,Mobile,Website,35,Low
41140,Q141139,41140,41140,41140,130,20250911,4742.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,197,Medium
41141,Q141140,41141,41141,41141,134,20250627,5075.0,0,0,Abandoned,Document Upload,Mobile,Agent,261,Medium
41142,Q141141,41142,41142,41142,130,20251110,4157.0,0,0,Abandoned,Premium Calculation,Tablet,Website,144,Low
41143,Q141142,41143,41143,41143,130,20250626,4409.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,84,Low
41144,Q141143,41144,41144,41144,130,20250415,4166.0,0,0,Abandoned,Document Upload,Mobile,Website,122,Low
41145,Q141144,41145,41145,41145,130,20250501,4378.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,161,Low
41146,Q141145,41146,41146,41146,130,20251009,4145.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,219,Low
41147,Q141146,41147,41147,41147,130,20250219,4692.0,0,0,Abandoned,Document Upload,Desktop,Agent,12,Medium
41148,Q141147,41148,41148,41148,134,20250605,4194.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,144,Low
41149,Q141148,41149,41149,41149,130,20250702,4430.0,0,0,Abandoned,Document Upload,Mobile,Website,79,Low
41150,Q141149,41150,41150,41150,138,20251012,4446.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,291,Low
41151,Q141150,41151,41151,41151,130,20250108,4131.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,64,Low
41152,Q141151,41152,41152,41152,130,20250704,4057.0,0,0,Abandoned,Premium Calculation,Desktop,Website,35,Low
41153,Q141152,41153,41153,41153,130,20250626,4801.0,0,0,Abandoned,Premium Calculation,Tablet,Agent,225,Medium
41154,Q141153,41154,41154,41154,130,20250330,4401.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,156,Low
41155,Q141154,41155,41155,41155,130,20250815,4830.0,0,0,Abandoned,Document Upload,Tablet,Agent,277,Medium
41156,Q141155,41156,41156,41156,130,20250308,3945.0,0,0,Abandoned,Premium Calculation,Tablet,Agent,285,Low
41157,Q141156,41157,41157,41157,129,20250320,4301.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,152,Low
41158,Q141157,41158,41158,41158,130,20250106,4847.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,104,Medium
41159,Q141158,41159,41159,41159,130,20250902,4611.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,255,Medium
41160,Q141159,41160,41160,41160,130,20250820,4222.0,0,0,Abandoned,Document Upload,Mobile,Agent,21,Low
41161,Q141160,41161,41161,41161,130,20250321,4497.0,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,74,Low
41162,Q141161,41162,41162,41162,130,20251222,3922.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,175,Low
41163,Q141162,41163,41163,41163,130,20250703,4662.0,0,0,Abandoned,Premium Calculation,Tablet,Agent,184,Medium
41164,Q141163,41164,41164,41164,130,20250823,4634.0,0,0,Abandoned,Document Upload,Desktop,Agent,14,Medium
41165,Q141164,41165,41165,41165,130,20250510,4530.0,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,91,Medium
41166,Q141165,41166,41166,41166,138,20250225,4182.0,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,283,Low
41167,Q141166,41167,41167,41167,130,20250719,4242.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,248,Low
41168,Q141167,41168,41168,41168,130,20250614,4559.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,99,Medium
41169,Q141168,41169,41169,41169,130,20250204,4708.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,67,Medium
41170,Q141169,41170,41170,41170,105,20250611,3955.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,254,Low
41171,Q141170,41171,41171,41171,130,20251228,3950.0,0,0,Abandoned,Premium Calculation,Mobile,Website,209,Low
41172,Q141171,41172,41172,41172,138,20250430,4208.0,0,0,Abandoned,Document Upload,Mobile,Website,73,Low
41173,Q141172,41173,41173,41173,130,20250124,4596.0,0,0,Abandoned,Document Upload,Mobile,Agent,295,Medium
41174,Q141173,41174,41174,41174,130,20251007,4641.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,202,Medium
41175,Q141174,41175,41175,41175,130,20250803,4178.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,44,Low
41176,Q141175,41176,41176,41176,130,20250930,4738.0,0,0,Abandoned,Premium Calculation,Tablet,Aggregator,142,Medium
41177,Q141176,41177,41177,41177,105,20251003,4467.0,0,0,Abandoned,Premium Calculation,Mobile,Website,262,Low
41178,Q141177,41178,41178,41178,138,20251007,4244.0,0,0,Abandoned,Document Upload,Mobile,Website,266,Low
41179,Q141178,41179,41179,41179,131,20250729,3884.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,207,Low
41180,Q141179,41180,41180,41180,136,20250613,4506.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,270,Medium
41181,Q141180,41181,41181,41181,24,20250902,4753.0,1,1,Converted,Policy Issued,Mobile,Aggregator,57,Medium
41182,Q141181,41182,41182,41182,130,20250616,4122.0,0,0,Abandoned,Document Upload,Desktop,Agent,250,Low
41183,Q141182,41183,41183,41183,105,20250710,4816.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,42,Medium
41184,Q141183,41184,41184,41184,130,20250219,4245.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,47,Low
41185,Q141184,41185,41185,41185,130,20250105,4601.0,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,290,Medium
41186,Q141185,41186,41186,41186,130,20251015,4056.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,63,Low
41187,Q141186,41187,41187,41187,130,20250825,4606.0,0,0,Abandoned,Premium Calculation,Tablet,Mobile App,232,Medium
41188,Q141187,41188,41188,41188,105,20250511,4954.0,0,0,Abandoned,Premium Calculation,Mobile,Website,266,Medium
41189,Q141188,41189,41189,41189,130,20250125,4470.0,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,183,Low
41190,Q141189,41190,41190,41190,130,20250304,4155.0,0,0,Abandoned,Premium Calculation,Desktop,Website,242,Low
41191,Q141190,41191,41191,41191,130,20250719,4475.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,147,Low
41192,Q141191,41192,41192,41192,130,20250402,4385.0,0,0,Abandoned,Premium Calculation,Desktop,Website,144,Low
41193,Q141192,41193,41193,41193,130,20250816,4654.0,0,0,Abandoned,Premium Calculation,Desktop,Website,110,Medium
41194,Q141193,41194,41194,41194,134,20251231,4811.0,0,0,Abandoned,Premium Calculation,Tablet,Aggregator,127,Medium
41195,Q141194,41195,41195,41195,120,20250514,4601.0,0,0,Abandoned,Document Upload,Desktop,Mobile App,31,Medium
41196,Q141195,41196,41196,41196,130,20250216,4116.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,28,Low
41197,Q141196,41197,41197,41197,130,20251211,4716.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,20,Medium
41198,Q141197,41198,41198,41198,55,20250606,4558.0,0,0,Abandoned,Premium Calculation,Mobile,Website,209,Medium
41199,Q141198,41199,41199,41199,130,20250527,4804.0,0,0,Abandoned,Document Upload,Tablet,Mobile App,180,Medium
41200,Q141199,41200,41200,41200,130,20250817,4416.0,0,0,Abandoned,Document Upload,Desktop,Aggregator,101,Low
41201,Q141200,41201,41201,41201,134,20251118,4888.0,1,1,Converted,Policy Issued,Desktop,Agent,211,Medium
41202,Q141201,41202,41202,41202,138,20251101,4684.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,47,Medium
41203,Q141202,41203,41203,41203,130,20251124,4352.0,0,0,Abandoned,Document Upload,Desktop,Aggregator,132,Low
41204,Q141203,41204,41204,41204,130,20250827,4805.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,131,Medium
41205,Q141204,41205,41205,41205,130,20250917,4363.0,0,0,Abandoned,Premium Calculation,Desktop,Website,117,Low
41206,Q141205,41206,41206,41206,130,20251213,4429.0,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,249,Low
41207,Q141206,41207,41207,41207,130,20250417,4763.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,180,Medium
41208,Q141207,41208,41208,41208,130,20251106,3997.0,0,0,Abandoned,Document Upload,Mobile,Agent,283,Low
41209,Q141208,41209,41209,41209,130,20250126,4830.0,0,0,Abandoned,Document Upload,Desktop,Agent,43,Medium
41210,Q141209,41210,41210,41210,105,20250305,5180.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,82,Medium
41211,Q141210,41211,41211,41211,132,20250216,5323.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,147,Medium
41212,Q141211,41212,41212,41212,5,20251228,5189.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,247,Medium
41213,Q141212,41213,41213,41213,104,20250305,4491.0,1,0,Abandoned,Underwriting,Mobile,Mobile App,285,Low
41214,Q141213,41214,41214,41214,138,20251023,4835.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,138,Medium
41215,Q141214,41215,41215,41215,139,20250624,4432.0,0,0,Abandoned,Document Upload,Mobile,Agent,230,Low
41216,Q141215,41216,41216,41216,130,20250120,3891.0,0,0,Abandoned,Premium Calculation,Mobile,Website,178,Low
41217,Q141216,41217,41217,41217,130,20250928,4005.0,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,114,Low
41218,Q141217,41218,41218,41218,130,20250513,4518.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,297,Medium
41219,Q141218,41219,41219,41219,24,20250430,4802.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,206,Medium
41220,Q141219,41220,41220,41220,105,20251013,4468.0,0,0,Abandoned,Premium Calculation,Mobile,Website,168,Low
41221,Q141220,41221,41221,41221,134,20250728,4633.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,277,Medium
41222,Q141221,41222,41222,41222,24,20251228,4537.0,0,0,Abandoned,Document Upload,Mobile,Website,174,Medium
41223,Q141222,41223,41223,41223,130,20251217,4466.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,12,Low
41224,Q141223,41224,41224,41224,130,20250211,4473.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,292,Low
41225,Q141224,41225,41225,41225,130,20250203,4323.0,0,0,Abandoned,Premium Calculation,Tablet,Agent,222,Low
41226,Q141225,41226,41226,41226,135,20250820,4856.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,117,Medium
41227,Q141226,41227,41227,41227,134,20250127,3982.0,0,0,Abandoned,Document Upload,Desktop,Aggregator,34,Low
41228,Q141227,41228,41228,41228,130,20250303,4120.0,0,0,Abandoned,Premium Calculation,Mobile,Website,22,Low
