underwriting_sk,policy_sk,customer_sk,vehicle_sk,underwriting_date_sk,risk_score,risk_band,fraud_probability,underwriting_decision,recommendation,manual_review_flag,review_time_minutes,premium_adjustment_pct,rules_triggered,ai_confidence,processing_mode,underwriter,sla_status,explanation_generated,model_version
55211,55211,55211,55211,20240424,20,Low,0.2,Approved,Auto Approve,False,3,-10,4,95.9,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
55212,55212,55212,55212,20260904,40,Medium,0.4,Manual Review,Refer Underwriter,True,45,14,5,85.83,Manual,Alice,SLA Breached,True,UW_AI_v1.1
55213,55213,55213,55213,20260204,97,Very High,0.97,Rejected,Reject,False,21,32,5,79.37,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
55214,55214,55214,55214,20220320,91,Very High,0.91,Rejected,Reject,False,24,25,2,77.78,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
55215,55215,55215,55215,20250627,80,Very High,0.8,Rejected,Reject,False,18,26,5,96.64,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
55216,55216,55216,55216,20231231,40,Medium,0.4,Manual Review,Refer Underwriter,True,44,7,5,76.37,Manual,Priya,SLA Breached,True,UW_AI_v2.0
55217,55217,55217,55217,20221205,49,Medium,0.49,Manual Review,Refer Underwriter,True,81,12,4,92.27,Manual,David,SLA Breached,True,UW_AI_v1.1
55218,55218,55218,55218,20220226,29,Low,0.29,Approved,Auto Approve,False,6,-4,3,95.9,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
55219,55219,55219,55219,20240708,28,Low,0.28,Approved,Auto Approve,False,6,-4,6,99.08,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
55220,55220,55220,55220,20220527,95,Very High,0.95,Rejected,Reject,False,9,29,5,80.66,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
55221,55221,55221,55221,20240116,23,Low,0.23,Approved,Auto Approve,False,2,0,3,88.9,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
55222,55222,55222,55222,20241106,69,High,0.69,Manual Review,Refer Underwriter,True,60,12,5,81.16,Manual,Priya,SLA Breached,True,UW_AI_v1.1
55223,55223,55223,55223,20230103,33,Medium,0.33,Approved,Auto Approve,False,7,0,1,89.13,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
55224,55224,55224,55224,20231210,97,Very High,0.97,Rejected,Reject,False,12,27,6,82.07,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
55225,55225,55225,55225,20250427,49,Medium,0.49,Manual Review,Refer Underwriter,True,57,13,4,95.95,Manual,Alice,SLA Breached,True,UW_AI_v1.0
55226,55226,55226,55226,20260726,66,High,0.66,Manual Review,Refer Underwriter,True,49,5,1,94.97,Manual,Rahul,SLA Breached,True,UW_AI_v1.0
55227,55227,55227,55227,20220905,47,Medium,0.47,Manual Review,Refer Underwriter,True,33,5,7,92.85,Manual,John,SLA Breached,True,UW_AI_v1.1
55228,55228,55228,55228,20220530,21,Low,0.21,Approved,Auto Approve,False,3,-4,3,89.06,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
55229,55229,55229,55229,20231215,64,High,0.64,Manual Review,Refer Underwriter,True,46,1,7,93.9,Manual,Alice,SLA Breached,True,UW_AI_v2.0
55230,55230,55230,55230,20250521,98,Very High,0.98,Rejected,Reject,False,10,26,4,97.52,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
55231,55231,55231,55231,20220805,29,Low,0.29,Approved,Auto Approve,False,2,-1,5,76.79,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
55232,55232,55232,55232,20241026,38,Medium,0.38,Manual Review,Refer Underwriter,True,86,13,2,76.55,Manual,John,SLA Breached,True,UW_AI_v1.0
55233,55233,55233,55233,20231101,45,Medium,0.45,Manual Review,Refer Underwriter,True,30,2,7,78.15,Manual,Rahul,Within SLA,True,UW_AI_v2.0
55234,55234,55234,55234,20240510,18,Low,0.18,Approved,Auto Approve,False,5,-4,4,89.56,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
55235,55235,55235,55235,20260530,61,High,0.61,Manual Review,Refer Underwriter,True,60,11,6,80.44,Manual,John,SLA Breached,True,UW_AI_v2.0
55236,55236,55236,55236,20251119,30,Medium,0.3,Approved,Auto Approve,False,7,-9,4,95.35,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
55237,55237,55237,55237,20261122,22,Low,0.22,Approved,Auto Approve,False,2,-5,2,78.35,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
55238,55238,55238,55238,20221031,24,Low,0.24,Approved,Auto Approve,False,3,3,3,77.16,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
55239,55239,55239,55239,20260501,75,High,0.75,Rejected,Reject,False,8,15,7,85.79,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
55240,55240,55240,55240,20251205,34,Medium,0.34,Approved,Auto Approve,False,6,-1,2,92.49,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
55241,55241,55241,55241,20230207,33,Medium,0.33,Approved,Auto Approve,False,4,-4,4,92.78,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
55242,55242,55242,55242,20240509,70,High,0.7,Rejected,Reject,False,20,27,1,77.93,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
55243,55243,55243,55243,20230115,16,Low,0.16,Approved,Auto Approve,False,6,-2,4,77.19,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
55244,55244,55244,55244,20230328,25,Low,0.25,Approved,Auto Approve,False,7,0,5,75.03,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
55245,55245,55245,55245,20250606,78,High,0.78,Rejected,Reject,False,8,19,6,77.66,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
55246,55246,55246,55246,20231125,38,Medium,0.38,Manual Review,Refer Underwriter,True,68,14,1,97.99,Manual,Rahul,SLA Breached,True,UW_AI_v2.0
55247,55247,55247,55247,20260309,42,Medium,0.42,Manual Review,Refer Underwriter,True,50,1,4,83.1,Manual,Priya,SLA Breached,True,UW_AI_v1.1
55248,55248,55248,55248,20260607,74,High,0.74,Rejected,Reject,False,23,25,4,78.83,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
55249,55249,55249,55249,20220525,64,High,0.64,Manual Review,Refer Underwriter,True,84,3,5,95.23,Manual,Rahul,SLA Breached,True,UW_AI_v1.0
55250,55250,55250,55250,20220219,89,Very High,0.89,Rejected,Reject,False,13,18,4,92.86,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
55251,55251,55251,55251,20251218,60,High,0.6,Manual Review,Refer Underwriter,True,63,12,1,99.08,Manual,Priya,SLA Breached,True,UW_AI_v1.0
55252,55252,55252,55252,20250128,63,High,0.63,Manual Review,Refer Underwriter,True,42,4,4,76.09,Manual,Alice,SLA Breached,True,UW_AI_v1.0
55253,55253,55253,55253,20221209,60,High,0.6,Manual Review,Refer Underwriter,True,58,10,6,78.5,Manual,Priya,SLA Breached,True,UW_AI_v2.0
55254,55254,55254,55254,20240531,96,Very High,0.96,Rejected,Reject,False,17,17,5,92.8,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
55255,55255,55255,55255,20261022,62,High,0.62,Manual Review,Refer Underwriter,True,36,8,4,83.18,Manual,David,SLA Breached,True,UW_AI_v2.0
55256,55256,55256,55256,20260802,77,High,0.77,Rejected,Reject,False,7,33,2,89.62,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
55257,55257,55257,55257,20240608,89,Very High,0.89,Rejected,Reject,False,7,24,4,90.49,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
55258,55258,55258,55258,20260330,78,High,0.78,Rejected,Reject,False,19,20,5,78.75,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
55259,55259,55259,55259,20241102,59,Medium,0.59,Manual Review,Refer Underwriter,True,76,11,6,85.0,Manual,Rahul,SLA Breached,True,UW_AI_v2.0
55260,55260,55260,55260,20240201,33,Medium,0.33,Approved,Auto Approve,False,3,-8,4,76.35,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
55261,55261,55261,55261,20240427,84,Very High,0.84,Rejected,Reject,False,5,18,1,82.92,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
55262,55262,55262,55262,20240712,87,Very High,0.87,Rejected,Reject,False,21,34,3,96.91,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
55263,55263,55263,55263,20250410,36,Medium,0.36,Manual Review,Refer Underwriter,True,23,7,2,78.72,Manual,Alice,Within SLA,True,UW_AI_v1.1
55264,55264,55264,55264,20260221,16,Low,0.16,Approved,Auto Approve,False,6,-2,5,84.49,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
55265,55265,55265,55265,20251014,28,Low,0.28,Approved,Auto Approve,False,4,0,3,96.86,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
55266,55266,55266,55266,20250203,46,Medium,0.46,Manual Review,Refer Underwriter,True,56,4,4,92.91,Manual,David,SLA Breached,True,UW_AI_v1.1
55267,55267,55267,55267,20220708,69,High,0.69,Manual Review,Refer Underwriter,True,32,3,2,84.26,Manual,Alice,SLA Breached,True,UW_AI_v2.0
55268,55268,55268,55268,20260402,51,Medium,0.51,Manual Review,Refer Underwriter,True,38,9,7,90.69,Manual,Alice,SLA Breached,True,UW_AI_v2.0
55269,55269,55269,55269,20241209,47,Medium,0.47,Manual Review,Refer Underwriter,True,37,10,1,97.13,Manual,Alice,SLA Breached,True,UW_AI_v2.0
55270,55270,55270,55270,20250626,46,Medium,0.46,Manual Review,Refer Underwriter,True,87,8,2,97.56,Manual,John,SLA Breached,True,UW_AI_v1.1
55271,55271,55271,55271,20230214,50,Medium,0.5,Manual Review,Refer Underwriter,True,40,11,6,82.6,Manual,Priya,SLA Breached,True,UW_AI_v1.0
55272,55272,55272,55272,20251115,17,Low,0.17,Approved,Auto Approve,False,6,-10,2,83.05,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
55273,55273,55273,55273,20251103,33,Medium,0.33,Approved,Auto Approve,False,2,2,7,91.61,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
55274,55274,55274,55274,20220815,6,Low,0.06,Approved,Auto Approve,False,2,-1,2,83.04,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
55275,55275,55275,55275,20260603,61,High,0.61,Manual Review,Refer Underwriter,True,70,10,1,83.91,Manual,David,SLA Breached,True,UW_AI_v1.1
55276,55276,55276,55276,20261213,68,High,0.68,Manual Review,Refer Underwriter,True,82,13,3,82.02,Manual,Priya,SLA Breached,True,UW_AI_v1.1
55277,55277,55277,55277,20220801,44,Medium,0.44,Manual Review,Refer Underwriter,True,68,14,7,76.91,Manual,John,SLA Breached,True,UW_AI_v2.0
55278,55278,55278,55278,20260402,15,Low,0.15,Approved,Auto Approve,False,6,-1,1,86.02,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
55279,55279,55279,55279,20241001,55,Medium,0.55,Manual Review,Refer Underwriter,True,23,12,3,89.98,Manual,Priya,Within SLA,True,UW_AI_v2.0
55280,55280,55280,55280,20251001,55,Medium,0.55,Manual Review,Refer Underwriter,True,88,7,1,96.72,Manual,Rahul,SLA Breached,True,UW_AI_v1.1
55281,55281,55281,55281,20230223,79,High,0.79,Rejected,Reject,False,13,30,4,95.66,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
55282,55282,55282,55282,20261122,99,Very High,0.99,Rejected,Reject,False,17,22,4,84.61,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
55283,55283,55283,55283,20250112,9,Low,0.09,Approved,Auto Approve,False,5,-8,3,99.41,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
55284,55284,55284,55284,20240707,59,Medium,0.59,Manual Review,Refer Underwriter,True,22,9,5,75.26,Manual,David,Within SLA,True,UW_AI_v1.0
55285,55285,55285,55285,20250505,53,Medium,0.53,Manual Review,Refer Underwriter,True,36,8,4,93.4,Manual,David,SLA Breached,True,UW_AI_v1.1
55286,55286,55286,55286,20240216,71,High,0.71,Rejected,Reject,False,6,18,4,90.83,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
55287,55287,55287,55287,20260403,58,Medium,0.58,Manual Review,Refer Underwriter,True,33,13,2,87.3,Manual,David,SLA Breached,True,UW_AI_v2.0
55288,55288,55288,55288,20220809,86,Very High,0.86,Rejected,Reject,False,9,33,7,82.01,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
55289,55289,55289,55289,20261106,98,Very High,0.98,Rejected,Reject,False,11,16,3,83.91,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
55290,55290,55290,55290,20220625,25,Low,0.25,Approved,Auto Approve,False,7,1,6,75.9,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
55291,55291,55291,55291,20230807,79,High,0.79,Rejected,Reject,False,18,21,7,95.95,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
55292,55292,55292,55292,20260615,81,Very High,0.81,Rejected,Reject,False,9,22,5,95.98,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
55293,55293,55293,55293,20250907,81,Very High,0.81,Rejected,Reject,False,13,26,4,80.79,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
55294,55294,55294,55294,20230619,64,High,0.64,Manual Review,Refer Underwriter,True,78,12,3,97.12,Manual,Rahul,SLA Breached,True,UW_AI_v2.0
55295,55295,55295,55295,20231226,71,High,0.71,Rejected,Reject,False,6,19,2,99.75,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
55296,55296,55296,55296,20251118,20,Low,0.2,Approved,Auto Approve,False,5,1,5,89.99,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
55297,55297,55297,55297,20260722,30,Medium,0.3,Approved,Auto Approve,False,6,-5,1,91.46,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
55298,55298,55298,55298,20260514,82,Very High,0.82,Rejected,Reject,False,21,19,3,76.11,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
55299,55299,55299,55299,20221120,8,Low,0.08,Approved,Auto Approve,False,6,-6,4,91.52,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
55300,55300,55300,55300,20220326,94,Very High,0.94,Rejected,Reject,False,11,22,5,79.0,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
55301,55301,55301,55301,20241016,19,Low,0.19,Approved,Auto Approve,False,6,-5,4,91.15,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
55302,55302,55302,55302,20261031,25,Low,0.25,Approved,Auto Approve,False,4,1,7,91.02,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
55303,55303,55303,55303,20240605,64,High,0.64,Manual Review,Refer Underwriter,True,22,4,4,79.84,Manual,Rahul,Within SLA,True,UW_AI_v1.0
55304,55304,55304,55304,20251221,45,Medium,0.45,Manual Review,Refer Underwriter,True,76,6,1,81.23,Manual,Alice,SLA Breached,True,UW_AI_v1.1
55305,55305,55305,55305,20250715,81,Very High,0.81,Rejected,Reject,False,23,18,1,79.74,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
55306,55306,55306,55306,20220422,81,Very High,0.81,Rejected,Reject,False,14,32,4,75.05,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
55307,55307,55307,55307,20230920,42,Medium,0.42,Manual Review,Refer Underwriter,True,54,11,7,94.77,Manual,Alice,SLA Breached,True,UW_AI_v2.0
55308,55308,55308,55308,20240806,62,High,0.62,Manual Review,Refer Underwriter,True,39,2,4,88.41,Manual,Rahul,SLA Breached,True,UW_AI_v1.0
55309,55309,55309,55309,20240120,22,Low,0.22,Approved,Auto Approve,False,5,-8,7,88.38,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
55310,55310,55310,55310,20251122,52,Medium,0.52,Manual Review,Refer Underwriter,True,58,3,1,76.95,Manual,Priya,SLA Breached,True,UW_AI_v2.0
55311,55311,55311,55311,20220221,68,High,0.68,Manual Review,Refer Underwriter,True,84,5,5,88.79,Manual,Alice,SLA Breached,True,UW_AI_v2.0
55312,55312,55312,55312,20220325,84,Very High,0.84,Rejected,Reject,False,17,32,6,86.88,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
55313,55313,55313,55313,20260705,52,Medium,0.52,Manual Review,Refer Underwriter,True,59,13,7,92.52,Manual,Alice,SLA Breached,True,UW_AI_v1.0
55314,55314,55314,55314,20231213,79,High,0.79,Rejected,Reject,False,13,16,1,87.9,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
55315,55315,55315,55315,20240101,94,Very High,0.94,Rejected,Reject,False,16,26,5,95.82,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
55316,55316,55316,55316,20240111,69,High,0.69,Manual Review,Refer Underwriter,True,24,7,2,84.72,Manual,John,Within SLA,True,UW_AI_v1.1
55317,55317,55317,55317,20240408,69,High,0.69,Manual Review,Refer Underwriter,True,34,3,7,94.58,Manual,John,SLA Breached,True,UW_AI_v1.1
55318,55318,55318,55318,20230301,56,Medium,0.56,Manual Review,Refer Underwriter,True,22,1,6,79.96,Manual,John,Within SLA,True,UW_AI_v2.0
55319,55319,55319,55319,20241110,52,Medium,0.52,Manual Review,Refer Underwriter,True,76,0,5,77.65,Manual,Alice,SLA Breached,True,UW_AI_v1.0
55320,55320,55320,55320,20260908,11,Low,0.11,Approved,Auto Approve,False,5,2,6,81.65,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
55321,55321,55321,55321,20220225,66,High,0.66,Manual Review,Refer Underwriter,True,49,12,2,86.6,Manual,David,SLA Breached,True,UW_AI_v1.0
55322,55322,55322,55322,20250807,18,Low,0.18,Approved,Auto Approve,False,7,1,4,99.32,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
55323,55323,55323,55323,20240322,22,Low,0.22,Approved,Auto Approve,False,4,2,2,90.79,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
55324,55324,55324,55324,20240317,17,Low,0.17,Approved,Auto Approve,False,7,2,7,75.2,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
55325,55325,55325,55325,20241005,93,Very High,0.93,Rejected,Reject,False,16,17,3,93.32,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
55326,55326,55326,55326,20231017,81,Very High,0.81,Rejected,Reject,False,15,33,4,75.09,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
55327,55327,55327,55327,20241003,21,Low,0.21,Approved,Auto Approve,False,5,-4,5,85.86,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
55328,55328,55328,55328,20240626,41,Medium,0.41,Manual Review,Refer Underwriter,True,28,14,1,79.98,Manual,Priya,Within SLA,True,UW_AI_v1.0
55329,55329,55329,55329,20251028,53,Medium,0.53,Manual Review,Refer Underwriter,True,29,0,4,85.04,Manual,Rahul,Within SLA,True,UW_AI_v2.0
55330,55330,55330,55330,20261028,98,Very High,0.98,Rejected,Reject,False,17,24,1,81.56,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
55331,55331,55331,55331,20220108,85,Very High,0.85,Rejected,Reject,False,17,28,7,90.28,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
55332,55332,55332,55332,20220504,14,Low,0.14,Approved,Auto Approve,False,2,-6,2,76.17,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
55333,55333,55333,55333,20261117,84,Very High,0.84,Rejected,Reject,False,13,27,1,78.49,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
55334,55334,55334,55334,20250129,27,Low,0.27,Approved,Auto Approve,False,5,4,7,77.66,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
55335,55335,55335,55335,20240916,19,Low,0.19,Approved,Auto Approve,False,4,-6,5,97.26,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
55336,55336,55336,55336,20240414,75,High,0.75,Rejected,Reject,False,5,23,2,84.25,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
55337,55337,55337,55337,20250121,39,Medium,0.39,Manual Review,Refer Underwriter,True,29,8,7,90.84,Manual,Rahul,Within SLA,True,UW_AI_v1.0
55338,55338,55338,55338,20251109,86,Very High,0.86,Rejected,Reject,False,21,27,4,96.34,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
55339,55339,55339,55339,20240205,83,Very High,0.83,Rejected,Reject,False,23,22,4,99.63,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
55340,55340,55340,55340,20250108,62,High,0.62,Manual Review,Refer Underwriter,True,75,13,1,92.21,Manual,John,SLA Breached,True,UW_AI_v1.1
55341,55341,55341,55341,20250814,47,Medium,0.47,Manual Review,Refer Underwriter,True,81,8,6,82.16,Manual,Rahul,SLA Breached,True,UW_AI_v1.0
55342,55342,55342,55342,20220131,28,Low,0.28,Approved,Auto Approve,False,7,-7,7,99.43,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
55343,55343,55343,55343,20230113,43,Medium,0.43,Manual Review,Refer Underwriter,True,55,11,3,90.35,Manual,Alice,SLA Breached,True,UW_AI_v2.0
55344,55344,55344,55344,20221126,63,High,0.63,Manual Review,Refer Underwriter,True,20,7,1,99.7,Manual,David,Within SLA,True,UW_AI_v1.0
55345,55345,55345,55345,20250815,77,High,0.77,Rejected,Reject,False,10,19,2,81.62,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
55346,55346,55346,55346,20221009,77,High,0.77,Rejected,Reject,False,21,34,1,93.65,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
55347,55347,55347,55347,20241101,37,Medium,0.37,Manual Review,Refer Underwriter,True,28,5,3,84.59,Manual,John,Within SLA,True,UW_AI_v2.0
55348,55348,55348,55348,20231001,38,Medium,0.38,Manual Review,Refer Underwriter,True,86,8,6,90.76,Manual,John,SLA Breached,True,UW_AI_v1.0
55349,55349,55349,55349,20240521,27,Low,0.27,Approved,Auto Approve,False,4,2,2,90.89,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
55350,55350,55350,55350,20231130,60,High,0.6,Manual Review,Refer Underwriter,True,22,4,3,80.13,Manual,Alice,Within SLA,True,UW_AI_v1.1
55351,55351,55351,55351,20220310,49,Medium,0.49,Manual Review,Refer Underwriter,True,62,1,6,97.82,Manual,Rahul,SLA Breached,True,UW_AI_v2.0
55352,55352,55352,55352,20240420,25,Low,0.25,Approved,Auto Approve,False,3,-3,7,95.55,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
55353,55353,55353,55353,20260327,68,High,0.68,Manual Review,Refer Underwriter,True,80,2,2,77.98,Manual,John,SLA Breached,True,UW_AI_v1.1
55354,55354,55354,55354,20220123,90,Very High,0.9,Rejected,Reject,False,5,18,7,95.97,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
55355,55355,55355,55355,20221203,6,Low,0.06,Approved,Auto Approve,False,6,2,6,87.66,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
55356,55356,55356,55356,20230303,48,Medium,0.48,Manual Review,Refer Underwriter,True,55,10,2,93.44,Manual,Alice,SLA Breached,True,UW_AI_v2.0
55357,55357,55357,55357,20240424,13,Low,0.13,Approved,Auto Approve,False,2,-1,2,80.31,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
55358,55358,55358,55358,20220728,94,Very High,0.94,Rejected,Reject,False,13,32,2,99.81,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
55359,55359,55359,55359,20220803,88,Very High,0.88,Rejected,Reject,False,20,15,5,86.3,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
55360,55360,55360,55360,20230927,45,Medium,0.45,Manual Review,Refer Underwriter,True,63,6,7,93.87,Manual,Alice,SLA Breached,True,UW_AI_v1.1
55361,55361,55361,55361,20230227,83,Very High,0.83,Rejected,Reject,False,19,15,4,96.26,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
55362,55362,55362,55362,20220314,44,Medium,0.44,Manual Review,Refer Underwriter,True,75,14,1,80.44,Manual,David,SLA Breached,True,UW_AI_v2.0
55363,55363,55363,55363,20261012,62,High,0.62,Manual Review,Refer Underwriter,True,52,4,7,90.94,Manual,Priya,SLA Breached,True,UW_AI_v2.0
55364,55364,55364,55364,20240402,89,Very High,0.89,Rejected,Reject,False,19,26,3,88.22,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
55365,55365,55365,55365,20240225,83,Very High,0.83,Rejected,Reject,False,24,19,1,75.4,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
55366,55366,55366,55366,20260618,27,Low,0.27,Approved,Auto Approve,False,7,-4,3,82.49,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
55367,55367,55367,55367,20240726,73,High,0.73,Rejected,Reject,False,24,22,1,77.92,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
55368,55368,55368,55368,20261107,38,Medium,0.38,Manual Review,Refer Underwriter,True,28,5,3,85.17,Manual,David,Within SLA,True,UW_AI_v2.0
55369,55369,55369,55369,20260817,28,Low,0.28,Approved,Auto Approve,False,4,0,3,81.95,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
55370,55370,55370,55370,20250721,30,Medium,0.3,Approved,Auto Approve,False,6,0,6,99.7,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
55371,55371,55371,55371,20261015,76,High,0.76,Rejected,Reject,False,5,23,4,99.18,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
55372,55372,55372,55372,20260722,12,Low,0.12,Approved,Auto Approve,False,7,-10,4,89.96,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
55373,55373,55373,55373,20250610,74,High,0.74,Rejected,Reject,False,19,28,2,85.49,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
55374,55374,55374,55374,20241130,94,Very High,0.94,Rejected,Reject,False,13,28,5,96.96,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
55375,55375,55375,55375,20221016,38,Medium,0.38,Manual Review,Refer Underwriter,True,89,7,7,89.79,Manual,Rahul,SLA Breached,True,UW_AI_v1.1
55376,55376,55376,55376,20230709,56,Medium,0.56,Manual Review,Refer Underwriter,True,84,7,4,81.97,Manual,Alice,SLA Breached,True,UW_AI_v2.0
55377,55377,55377,55377,20250717,48,Medium,0.48,Manual Review,Refer Underwriter,True,30,1,3,95.16,Manual,Priya,Within SLA,True,UW_AI_v2.0
55378,55378,55378,55378,20230315,95,Very High,0.95,Rejected,Reject,False,5,20,7,83.17,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
55379,55379,55379,55379,20250830,83,Very High,0.83,Rejected,Reject,False,18,23,6,82.08,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
55380,55380,55380,55380,20260314,86,Very High,0.86,Rejected,Reject,False,23,16,6,96.5,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
55381,55381,55381,55381,20251118,70,High,0.7,Rejected,Reject,False,13,29,2,80.3,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
