quote_sk,quote_id,customer_sk,channel_sk,date_sk,date,year,quarter,month,month_name,week,day_name,channel_name,gender,customer_age,region,quote_source,device_type,quoted_premium,quote_value_band,days_since_last_contact,quote_status,quote_stage,accepted_offer,conversion_flag,quote_count,policy_issued_flag,conversion_rate,mobile_quote_flag,desktop_quote_flag,high_value_quote,medium_value_quote,low_value_quote
64529,Q164528,64529,25,20251121,2025-11-21,2025,4,11,November,47,Friday,Website,Male,45,14.0,Website,Mobile,5465.0,Medium,52,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
64530,Q164529,64530,120,20250524,2025-05-24,2025,2,5,May,21,Saturday,Partner,Male,45,15.0,Agent,Mobile,5274.0,Medium,216,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
64531,Q164530,64531,25,20250211,2025-02-11,2025,1,2,February,7,Tuesday,Website,Male,45,33.0,Website,Mobile,5025.0,Medium,222,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
64532,Q164531,64532,120,20250107,2025-01-07,2025,1,1,January,2,Tuesday,Partner,Male,45,39.0,Agent,Mobile,5578.0,High,41,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,1,0
64533,Q164532,64533,120,20250911,2025-09-11,2025,3,9,September,37,Thursday,Partner,Male,45,8.0,Agent,Mobile,5288.0,Medium,165,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
64534,Q164533,64534,120,20250920,2025-09-20,2025,3,9,September,38,Saturday,Partner,Male,45,28.0,Website,Tablet,4690.0,Medium,292,Abandoned,Premium Calculation,0,0,1,0,0,0,0,0,0,1
64535,Q164534,64535,118,20251117,2025-11-17,2025,4,11,November,47,Monday,Partner,Female,45,28.0,Website,Desktop,5319.0,Medium,152,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
64536,Q164535,64536,146,20250615,2025-06-15,2025,2,6,June,24,Sunday,,Female,45,24.0,Website,Mobile,5367.0,Medium,143,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
64537,Q164536,64537,25,20250728,2025-07-28,2025,3,7,July,31,Monday,Website,Male,45,28.0,Aggregator,Mobile,4696.0,Medium,54,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
64538,Q164537,64538,116,20250422,2025-04-22,2025,2,4,April,17,Tuesday,Partner,Female,45,33.0,Aggregator,Mobile,5133.0,Medium,238,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
64539,Q164538,64539,120,20250819,2025-08-19,2025,3,8,August,34,Tuesday,Partner,Male,45,28.0,Aggregator,Mobile,4834.0,Medium,126,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
64540,Q164539,64540,120,20250831,2025-08-31,2025,3,8,August,35,Sunday,Partner,Male,45,28.0,Website,Mobile,4721.0,Medium,185,Converted,Policy Issued,1,1,1,1,100,1,0,0,0,1
64541,Q164540,64541,120,20250918,2025-09-18,2025,3,9,September,38,Thursday,Partner,Male,45,17.0,Mobile App,Mobile,5218.0,Medium,16,Converted,Policy Issued,1,1,1,1,100,1,0,0,0,1
64542,Q164541,64542,120,20250616,2025-06-16,2025,2,6,June,25,Monday,Partner,Male,45,8.0,Agent,Mobile,5400.0,Medium,210,Converted,Policy Issued,1,1,1,1,100,1,0,0,0,1
64543,Q164542,64543,25,20250615,2025-06-15,2025,2,6,June,24,Sunday,Website,Male,45,28.0,Website,Desktop,5223.0,Medium,214,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
64544,Q164543,64544,148,20250925,2025-09-25,2025,3,9,September,39,Thursday,,Female,45,28.0,Mobile App,Mobile,4991.0,Medium,117,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
64545,Q164544,64545,25,20250227,2025-02-27,2025,1,2,February,9,Thursday,Website,Male,45,46.0,Agent,Mobile,5218.0,Medium,34,Converted,Policy Issued,1,1,1,1,100,1,0,0,0,1
64546,Q164545,64546,151,20251231,2025-12-31,2025,4,12,December,1,Wednesday,,Male,45,48.0,Aggregator,Desktop,5613.0,High,280,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,1,0
64547,Q164546,64547,25,20250917,2025-09-17,2025,3,9,September,38,Wednesday,Website,Male,45,0.0,Website,Desktop,4892.0,Medium,104,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
64548,Q164547,64548,25,20250922,2025-09-22,2025,3,9,September,39,Monday,Website,Male,45,43.0,Mobile App,Mobile,5644.0,High,135,Abandoned,Document Upload,0,0,1,0,0,1,0,0,1,0
64549,Q164548,64549,25,20250614,2025-06-14,2025,2,6,June,24,Saturday,Website,Male,45,28.0,Agent,Mobile,4977.0,Medium,165,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
64550,Q164549,64550,25,20250605,2025-06-05,2025,2,6,June,23,Thursday,Website,Female,45,28.0,Website,Tablet,5643.0,High,113,Abandoned,Premium Calculation,0,0,1,0,0,0,0,0,1,0
64551,Q164550,64551,120,20250908,2025-09-08,2025,3,9,September,37,Monday,Partner,Male,45,43.0,Mobile App,Mobile,5285.0,Medium,78,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
64552,Q164551,64552,25,20250125,2025-01-25,2025,1,1,January,4,Saturday,Website,Female,45,28.0,Mobile App,Mobile,5631.0,High,130,Abandoned,Payment,1,0,1,0,0,1,0,0,1,0
64553,Q164552,64553,25,20250330,2025-03-30,2025,1,3,March,13,Sunday,Website,Female,45,41.0,Mobile App,Desktop,4802.0,Medium,47,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
64554,Q164553,64554,25,20250727,2025-07-27,2025,3,7,July,30,Sunday,Website,Male,45,28.0,Website,Mobile,4904.0,Medium,188,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
64555,Q164554,64555,120,20250720,2025-07-20,2025,3,7,July,29,Sunday,Partner,Male,45,3.0,Website,Mobile,5378.0,Medium,214,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
64556,Q164555,64556,25,20250907,2025-09-07,2025,3,9,September,36,Sunday,Website,Male,45,28.0,Agent,Tablet,5823.0,High,169,Abandoned,Premium Calculation,0,0,1,0,0,0,0,0,1,0
64557,Q164556,64557,120,20250110,2025-01-10,2025,1,1,January,2,Friday,Partner,Male,45,8.0,Agent,Mobile,4881.0,Medium,228,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
64558,Q164557,64558,120,20250311,2025-03-11,2025,1,3,March,11,Tuesday,Partner,Male,45,28.0,Agent,Mobile,5178.0,Medium,42,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
64559,Q164558,64559,25,20250423,2025-04-23,2025,2,4,April,17,Wednesday,Website,Male,45,8.0,Mobile App,Mobile,5241.0,Medium,248,Abandoned,Document Upload,1,0,1,0,0,1,0,0,0,1
64560,Q164559,64560,120,20250214,2025-02-14,2025,1,2,February,7,Friday,Partner,Female,45,28.0,Website,Tablet,5145.0,Medium,167,Abandoned,Premium Calculation,0,0,1,0,0,0,0,0,0,1
64561,Q164560,64561,25,20250120,2025-01-20,2025,1,1,January,4,Monday,Website,Male,45,39.0,Website,Mobile,4825.0,Medium,209,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
64562,Q164561,64562,25,20250427,2025-04-27,2025,2,4,April,17,Sunday,Website,Male,45,28.0,Website,Mobile,5200.0,Medium,160,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
64563,Q164562,64563,25,20251231,2025-12-31,2025,4,12,December,1,Wednesday,Website,Male,45,28.0,Aggregator,Desktop,4792.0,Medium,48,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
64564,Q164563,64564,25,20250610,2025-06-10,2025,2,6,June,24,Tuesday,Website,Male,45,28.0,Website,Mobile,4666.0,Medium,69,Converted,Policy Issued,1,1,1,1,100,1,0,0,0,1
64565,Q164564,64565,120,20251204,2025-12-04,2025,4,12,December,49,Thursday,Partner,Male,45,37.0,Agent,Desktop,4898.0,Medium,44,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
64566,Q164565,64566,12,20250515,2025-05-15,2025,2,5,May,20,Thursday,Agent,Male,45,28.0,Aggregator,Mobile,4684.0,Medium,71,Converted,Policy Issued,1,1,1,1,100,1,0,0,0,1
64567,Q164566,64567,116,20250719,2025-07-19,2025,3,7,July,29,Saturday,Partner,Female,45,11.0,Agent,Desktop,5450.0,Medium,123,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
64568,Q164567,64568,120,20251202,2025-12-02,2025,4,12,December,49,Tuesday,Partner,Male,45,41.0,Agent,Tablet,5649.0,High,99,Abandoned,Premium Calculation,0,0,1,0,0,0,0,0,1,0
64569,Q164568,64569,148,20250324,2025-03-24,2025,1,3,March,13,Monday,,Male,45,46.0,Agent,Mobile,5648.0,High,254,Abandoned,Document Upload,0,0,1,0,0,1,0,0,1,0
64570,Q164569,64570,120,20251005,2025-10-05,2025,4,10,October,40,Sunday,Partner,Male,45,35.0,Mobile App,Mobile,4795.0,Medium,218,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
64571,Q164570,64571,120,20250708,2025-07-08,2025,3,7,July,28,Tuesday,Partner,Male,45,28.0,Agent,Desktop,5575.0,High,269,Abandoned,Document Upload,0,0,1,0,0,0,1,0,1,0
64572,Q164571,64572,148,20250708,2025-07-08,2025,3,7,July,28,Tuesday,,Male,45,28.0,Agent,Tablet,5376.0,Medium,278,Abandoned,Premium Calculation,0,0,1,0,0,0,0,0,0,1
64573,Q164572,64573,146,20250425,2025-04-25,2025,2,4,April,17,Friday,,Female,45,30.0,Agent,Mobile,4814.0,Medium,58,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
64574,Q164573,64574,25,20250905,2025-09-05,2025,3,9,September,36,Friday,Website,Male,45,28.0,Agent,Mobile,4760.0,Medium,193,Converted,Policy Issued,1,1,1,1,100,1,0,0,0,1
64575,Q164574,64575,25,20250213,2025-02-13,2025,1,2,February,7,Thursday,Website,Male,45,50.0,Website,Tablet,5296.0,Medium,267,Abandoned,Document Upload,0,0,1,0,0,0,0,0,0,1
64576,Q164575,64576,25,20251216,2025-12-16,2025,4,12,December,51,Tuesday,Website,Male,45,2.0,Website,Desktop,4723.0,Medium,111,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
64577,Q164576,64577,53,20250108,2025-01-08,2025,1,1,January,2,Wednesday,Mobile App,Male,45,28.0,Website,Mobile,5625.0,High,205,Abandoned,Document Upload,1,0,1,0,0,1,0,0,1,0
64578,Q164577,64578,120,20251229,2025-12-29,2025,4,12,December,1,Monday,Partner,Female,45,35.0,Aggregator,Tablet,5317.0,Medium,244,Abandoned,Premium Calculation,0,0,1,0,0,0,0,0,0,1
64579,Q164578,64579,120,20250126,2025-01-26,2025,1,1,January,4,Sunday,Partner,Female,45,41.0,Website,Mobile,5376.0,Medium,57,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
64580,Q164579,64580,120,20250606,2025-06-06,2025,2,6,June,23,Friday,Partner,Male,45,12.0,Website,Mobile,5753.0,High,118,Abandoned,Document Upload,1,0,1,0,0,1,0,0,1,0
64581,Q164580,64581,120,20250513,2025-05-13,2025,2,5,May,20,Tuesday,Partner,Female,45,8.0,Agent,Mobile,4923.0,Medium,247,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
64582,Q164581,64582,146,20250720,2025-07-20,2025,3,7,July,29,Sunday,,Female,45,28.0,Website,Mobile,5592.0,High,107,Abandoned,Document Upload,0,0,1,0,0,1,0,0,1,0
64583,Q164582,64583,120,20250527,2025-05-27,2025,2,5,May,22,Tuesday,Partner,Female,45,28.0,Aggregator,Tablet,4928.0,Medium,128,Abandoned,Premium Calculation,0,0,1,0,0,0,0,0,0,1
64584,Q164583,64584,25,20251117,2025-11-17,2025,4,11,November,47,Monday,Website,Male,45,28.0,Aggregator,Desktop,5309.0,Medium,158,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
64585,Q164584,64585,25,20250319,2025-03-19,2025,1,3,March,12,Wednesday,Website,Male,45,28.0,Agent,Mobile,4680.0,Medium,157,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
64586,Q164585,64586,120,20251014,2025-10-14,2025,4,10,October,42,Tuesday,Partner,Male,45,11.0,Mobile App,Mobile,5175.0,Medium,70,Converted,Policy Issued,1,1,1,1,100,1,0,0,0,1
64587,Q164586,64587,25,20250207,2025-02-07,2025,1,2,February,6,Friday,Website,Male,45,48.0,Website,Desktop,5184.0,Medium,298,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
64588,Q164587,64588,25,20250319,2025-03-19,2025,1,3,March,12,Wednesday,Website,Male,45,50.0,Aggregator,Mobile,5909.0,High,262,Converted,Policy Issued,1,1,1,1,100,1,0,0,1,0
64589,Q164588,64589,25,20250518,2025-05-18,2025,2,5,May,20,Sunday,Website,Female,45,28.0,Agent,Mobile,5163.0,Medium,103,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
64590,Q164589,64590,25,20250930,2025-09-30,2025,3,9,September,40,Tuesday,Website,Male,45,28.0,Agent,Mobile,5574.0,High,120,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,1,0
64591,Q164590,64591,120,20250630,2025-06-30,2025,2,6,June,27,Monday,Partner,Female,45,28.0,Website,Mobile,5577.0,High,182,Abandoned,Document Upload,0,0,1,0,0,1,0,0,1,0
64592,Q164591,64592,120,20250523,2025-05-23,2025,2,5,May,21,Friday,Partner,Male,45,28.0,Aggregator,Desktop,4978.0,Medium,59,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
64593,Q164592,64593,118,20250829,2025-08-29,2025,3,8,August,35,Friday,Partner,Male,45,28.0,Website,Mobile,5220.0,Medium,252,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
64594,Q164593,64594,121,20250906,2025-09-06,2025,3,9,September,36,Saturday,Partner,Male,45,28.0,Agent,Mobile,5450.0,Medium,159,Converted,Policy Issued,1,1,1,1,100,1,0,0,0,1
64595,Q164594,64595,120,20251003,2025-10-03,2025,4,10,October,40,Friday,Partner,Female,45,31.0,Mobile App,Tablet,5337.0,Medium,272,Abandoned,Document Upload,0,0,1,0,0,0,0,0,0,1
64596,Q164595,64596,120,20250815,2025-08-15,2025,3,8,August,33,Friday,Partner,Female,45,28.0,Website,Mobile,4821.0,Medium,184,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
64597,Q164596,64597,25,20250314,2025-03-14,2025,1,3,March,11,Friday,Website,Female,45,28.0,Agent,Mobile,5795.0,High,226,Converted,Policy Issued,1,1,1,1,100,1,0,0,1,0
64598,Q164597,64598,25,20250205,2025-02-05,2025,1,2,February,6,Wednesday,Website,Male,45,46.0,Website,Tablet,5244.0,Medium,86,Abandoned,Premium Calculation,0,0,1,0,0,0,0,0,0,1
64599,Q164598,64599,25,20250813,2025-08-13,2025,3,8,August,33,Wednesday,Website,Male,45,41.0,Aggregator,Mobile,5587.0,High,226,Converted,Policy Issued,1,1,1,1,100,1,0,0,1,0
64600,Q164599,64600,25,20250710,2025-07-10,2025,3,7,July,28,Thursday,Website,Male,45,28.0,Website,Desktop,5629.0,High,146,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,1,0
64601,Q164600,64601,150,20250207,2025-02-07,2025,1,2,February,6,Friday,,Female,45,19.0,Mobile App,Desktop,5646.0,High,241,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,1,0
64602,Q164601,64602,148,20250508,2025-05-08,2025,2,5,May,19,Thursday,,Male,45,28.0,Aggregator,Mobile,5384.0,Medium,68,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
64603,Q164602,64603,120,20250216,2025-02-16,2025,1,2,February,7,Sunday,Partner,Female,45,35.0,Agent,Tablet,4684.0,Medium,31,Abandoned,Document Upload,0,0,1,0,0,0,0,0,0,1
64604,Q164603,64604,120,20250413,2025-04-13,2025,2,4,April,15,Sunday,Partner,Male,45,28.0,Website,Mobile,4946.0,Medium,101,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
64605,Q164604,64605,151,20250209,2025-02-09,2025,1,2,February,6,Sunday,,Male,45,37.0,Aggregator,Mobile,5118.0,Medium,254,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
64606,Q164605,64606,120,20250308,2025-03-08,2025,1,3,March,10,Saturday,Partner,Female,45,11.0,Mobile App,Desktop,5600.0,High,256,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,1,0
64607,Q164606,64607,25,20250214,2025-02-14,2025,1,2,February,7,Friday,Website,Male,45,3.0,Website,Mobile,5144.0,Medium,116,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
64608,Q164607,64608,120,20250212,2025-02-12,2025,1,2,February,7,Wednesday,Partner,Male,45,8.0,Website,Mobile,6021.0,High,60,Converted,Policy Issued,1,1,1,1,100,1,0,0,1,0
64609,Q164608,64609,25,20250117,2025-01-17,2025,1,1,January,3,Friday,Website,Male,45,15.0,Agent,Mobile,4884.0,Medium,163,Converted,Policy Issued,1,1,1,1,100,1,0,0,0,1
64610,Q164609,64610,25,20250718,2025-07-18,2025,3,7,July,29,Friday,Website,Male,45,28.0,Website,Desktop,5558.0,High,253,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,1,0
64611,Q164610,64611,25,20251204,2025-12-04,2025,4,12,December,49,Thursday,Website,Male,45,18.0,Agent,Desktop,4688.0,Medium,59,Converted,Policy Issued,1,1,1,1,100,0,1,0,0,1
64612,Q164611,64612,7,20250425,2025-04-25,2025,2,4,April,17,Friday,Agent,Male,45,50.0,Website,Mobile,4868.0,Medium,69,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
64613,Q164612,64613,25,20251102,2025-11-02,2025,4,11,November,44,Sunday,Website,Female,45,29.0,Aggregator,Tablet,4866.0,Medium,284,Abandoned,Premium Calculation,0,0,1,0,0,0,0,0,0,1
64614,Q164613,64614,120,20250530,2025-05-30,2025,2,5,May,22,Friday,Partner,Male,45,15.0,Website,Mobile,5355.0,Medium,268,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
64615,Q164614,64615,120,20250111,2025-01-11,2025,1,1,January,2,Saturday,Partner,Male,45,8.0,Website,Mobile,5324.0,Medium,12,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
64616,Q164615,64616,25,20251014,2025-10-14,2025,4,10,October,42,Tuesday,Website,Female,45,28.0,Mobile App,Mobile,5277.0,Medium,165,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
64617,Q164616,64617,25,20251204,2025-12-04,2025,4,12,December,49,Thursday,Website,Male,45,28.0,Agent,Mobile,5489.0,Medium,274,Abandoned,Document Upload,1,0,1,0,0,1,0,0,0,1
64618,Q164617,64618,25,20250101,2025-01-01,2025,1,1,January,1,Wednesday,Website,Male,45,28.0,Mobile App,Desktop,5322.0,Medium,86,Converted,Policy Issued,1,1,1,1,100,0,1,0,0,1
64619,Q164618,64619,120,20250123,2025-01-23,2025,1,1,January,4,Thursday,Partner,Female,45,20.0,Mobile App,Mobile,5250.0,Medium,105,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
64620,Q164619,64620,25,20250615,2025-06-15,2025,2,6,June,24,Sunday,Website,Female,45,28.0,Mobile App,Desktop,5630.0,High,208,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,1,0
64621,Q164620,64621,41,20250410,2025-04-10,2025,2,4,April,15,Thursday,Mobile App,Female,45,28.0,Agent,Desktop,5069.0,Medium,279,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
64622,Q164621,64622,120,20250409,2025-04-09,2025,2,4,April,15,Wednesday,Partner,Male,45,28.0,Mobile App,Tablet,5302.0,Medium,244,Abandoned,Premium Calculation,0,0,1,0,0,0,0,0,0,1
64623,Q164622,64623,41,20250219,2025-02-19,2025,1,2,February,8,Wednesday,Mobile App,Male,45,0.0,Aggregator,Mobile,5473.0,Medium,221,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
64624,Q164623,64624,25,20251021,2025-10-21,2025,4,10,October,43,Tuesday,Website,Male,45,36.0,Mobile App,Tablet,4823.0,Medium,185,Abandoned,Document Upload,0,0,1,0,0,0,0,0,0,1
64625,Q164624,64625,120,20250412,2025-04-12,2025,2,4,April,15,Saturday,Partner,Female,45,8.0,Aggregator,Mobile,5362.0,Medium,188,Abandoned,Document Upload,1,0,1,0,0,1,0,0,0,1
64626,Q164625,64626,25,20250924,2025-09-24,2025,3,9,September,39,Wednesday,Website,Male,45,28.0,Agent,Tablet,5516.0,High,170,Abandoned,Document Upload,0,0,1,0,0,0,0,0,1,0
64627,Q164626,64627,120,20250822,2025-08-22,2025,3,8,August,34,Friday,Partner,Male,45,28.0,Mobile App,Desktop,5463.0,Medium,43,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
64628,Q164627,64628,25,20251016,2025-10-16,2025,4,10,October,42,Thursday,Website,Female,45,28.0,Website,Mobile,5517.0,High,155,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,1,0
64629,Q164628,64629,11,20250227,2025-02-27,2025,1,2,February,9,Thursday,Agent,Male,45,41.0,Agent,Mobile,4762.0,Medium,158,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
64630,Q164629,64630,120,20250401,2025-04-01,2025,2,4,April,14,Tuesday,Partner,Female,45,8.0,Agent,Mobile,5528.0,High,240,Abandoned,Document Upload,0,0,1,0,0,1,0,0,1,0
64631,Q164630,64631,25,20250207,2025-02-07,2025,1,2,February,6,Friday,Website,Female,45,28.0,Website,Tablet,5589.0,High,288,Abandoned,Premium Calculation,0,0,1,0,0,0,0,0,1,0
64632,Q164631,64632,120,20251219,2025-12-19,2025,4,12,December,51,Friday,Partner,Male,45,28.0,Mobile App,Mobile,4823.0,Medium,253,Converted,Policy Issued,1,1,1,1,100,1,0,0,0,1
64633,Q164632,64633,151,20251013,2025-10-13,2025,4,10,October,42,Monday,,Female,45,24.0,Aggregator,Desktop,4723.0,Medium,272,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
64634,Q164633,64634,120,20250312,2025-03-12,2025,1,3,March,11,Wednesday,Partner,Female,45,35.0,Agent,Mobile,5486.0,Medium,203,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
64635,Q164634,64635,25,20250925,2025-09-25,2025,3,9,September,39,Thursday,Website,Male,45,38.0,Aggregator,Desktop,5448.0,Medium,55,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
64636,Q164635,64636,25,20250622,2025-06-22,2025,2,6,June,25,Sunday,Website,Male,45,28.0,Aggregator,Desktop,6036.0,High,80,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,1,0
64637,Q164636,64637,146,20250527,2025-05-27,2025,2,5,May,22,Tuesday,,Female,45,6.0,Website,Tablet,5185.0,Medium,16,Abandoned,Document Upload,0,0,1,0,0,0,0,0,0,1
64638,Q164637,64638,25,20250423,2025-04-23,2025,2,4,April,17,Wednesday,Website,Female,45,8.0,Aggregator,Mobile,4681.0,Medium,206,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
64639,Q164638,64639,25,20250210,2025-02-10,2025,1,2,February,7,Monday,Website,Male,45,28.0,Agent,Tablet,5653.0,High,82,Abandoned,Premium Calculation,0,0,1,0,0,0,0,0,1,0
64640,Q164639,64640,148,20250820,2025-08-20,2025,3,8,August,34,Wednesday,,Female,45,28.0,Mobile App,Desktop,5146.0,Medium,214,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
64641,Q164640,64641,25,20250924,2025-09-24,2025,3,9,September,39,Wednesday,Website,Male,45,41.0,Agent,Desktop,4762.0,Medium,10,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
64642,Q164641,64642,149,20250628,2025-06-28,2025,2,6,June,26,Saturday,,Male,45,41.0,Website,Desktop,4844.0,Medium,277,Converted,Policy Issued,1,1,1,1,100,0,1,0,0,1
64643,Q164642,64643,25,20251029,2025-10-29,2025,4,10,October,44,Wednesday,Website,Male,45,28.0,Website,Tablet,5177.0,Medium,165,Abandoned,Premium Calculation,0,0,1,0,0,0,0,0,0,1
64644,Q164643,64644,120,20251219,2025-12-19,2025,4,12,December,51,Friday,Partner,Male,45,39.0,Website,Desktop,5090.0,Medium,27,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
64645,Q164644,64645,151,20250224,2025-02-24,2025,1,2,February,9,Monday,,Male,45,12.0,Aggregator,Mobile,5138.0,Medium,17,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
64646,Q164645,64646,25,20251108,2025-11-08,2025,4,11,November,45,Saturday,Website,Male,45,46.0,Agent,Mobile,5146.0,Medium,193,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
64647,Q164646,64647,7,20250504,2025-05-04,2025,2,5,May,18,Sunday,Agent,Male,45,50.0,Mobile App,Desktop,5373.0,Medium,291,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
64648,Q164647,64648,120,20250207,2025-02-07,2025,1,2,February,6,Friday,Partner,Female,45,38.0,Aggregator,Desktop,5269.0,Medium,216,Converted,Policy Issued,1,1,1,1,100,0,1,0,0,1
64649,Q164648,64649,120,20251110,2025-11-10,2025,4,11,November,46,Monday,Partner,Male,45,50.0,Website,Mobile,4673.0,Medium,165,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
64650,Q164649,64650,25,20250824,2025-08-24,2025,3,8,August,34,Sunday,Website,Male,45,8.0,Aggregator,Mobile,4939.0,Medium,194,Converted,Policy Issued,1,1,1,1,100,1,0,0,0,1
64651,Q164650,64651,151,20250823,2025-08-23,2025,3,8,August,34,Saturday,,Female,45,15.0,Agent,Mobile,5545.0,High,135,Converted,Policy Issued,1,1,1,1,100,1,0,0,1,0
64652,Q164651,64652,25,20251101,2025-11-01,2025,4,11,November,44,Saturday,Website,Male,45,41.0,Agent,Mobile,4957.0,Medium,108,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
64653,Q164652,64653,25,20250425,2025-04-25,2025,2,4,April,17,Friday,Website,Male,45,28.0,Website,Desktop,4953.0,Medium,76,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
64654,Q164653,64654,25,20251024,2025-10-24,2025,4,10,October,43,Friday,Website,Male,45,28.0,Mobile App,Desktop,5504.0,High,133,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,1,0
64655,Q164654,64655,120,20251025,2025-10-25,2025,4,10,October,43,Saturday,Partner,Female,45,8.0,Website,Mobile,5280.0,Medium,291,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
64656,Q164655,64656,7,20250424,2025-04-24,2025,2,4,April,17,Thursday,Agent,Male,45,50.0,Agent,Desktop,5342.0,Medium,206,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
64657,Q164656,64657,120,20250305,2025-03-05,2025,1,3,March,10,Wednesday,Partner,Male,45,28.0,Aggregator,Mobile,5600.0,High,66,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,1,0
64658,Q164657,64658,25,20251107,2025-11-07,2025,4,11,November,45,Friday,Website,Male,45,28.0,Mobile App,Mobile,4687.0,Medium,57,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
64659,Q164658,64659,25,20250209,2025-02-09,2025,1,2,February,6,Sunday,Website,Male,45,40.0,Mobile App,Desktop,5035.0,Medium,198,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
