policy_sk,policy_id,customer_sk,policy_tenure,policy_tenure_band,policy_type,policy_status,coverage_type,load_date,source_system
45546,ID91359,45546,1.24727306161557,> 12 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45547,ID88216,45547,1.11919231915339,> 12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45548,ID88213,45548,0.328183353795949,< 6 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45549,ID24907,45549,0.02139579403765,< 6 Months,Third Party,Expired,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45550,ID97077,45550,0.768829472712379,6-12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45551,ID02970,45551,0.655176859871126,6-12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45552,ID38841,45552,0.732225453089187,6-12 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45553,ID86776,45553,1.05748140147196,> 12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45554,ID59532,45554,0.265484708501384,< 6 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45555,ID36244,45555,0.7979904638431,6-12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45556,ID18320,45556,0.453504391477909,< 6 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45557,ID13715,45557,0.859459192226989,6-12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45558,ID21048,45558,0.196254499248576,< 6 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45559,ID10872,45559,0.276534733479384,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45560,ID10860,45560,0.590290455678198,6-12 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45561,ID97434,45561,0.253132318789607,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45562,ID03754,45562,0.150060353019499,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45563,ID15756,45563,0.654611920890457,6-12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45564,ID12994,45564,0.034848519510785,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45565,ID12986,45565,0.853945647991019,6-12 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45566,ID07588,45566,0.035303753106822,< 6 Months,Comprehensive,Expired,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45567,ID81452,45567,0.481595889618155,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45568,ID19510,45568,1.21542991552196,> 12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45569,ID61164,45569,0.860425962438437,6-12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45570,ID71315,45570,0.344416617214698,< 6 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45571,ID87217,45571,1.05115107200235,> 12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45572,ID55748,45572,0.186746343106537,< 6 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45573,ID75957,45573,0.466399352253685,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45574,ID52767,45574,0.173423417491423,< 6 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45575,ID28226,45575,1.05375044400352,> 12 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45576,ID33230,45576,0.373471618479434,< 6 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45577,ID04958,45577,1.11852531222397,> 12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45578,ID05626,45578,0.179409686295877,< 6 Months,Comprehensive,Expired,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45579,ID29662,45579,0.221609017103411,< 6 Months,Comprehensive,Expired,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45580,ID75944,45580,0.121173900469241,< 6 Months,Comprehensive,Cancelled,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45581,ID21034,45581,1.1353326870261,> 12 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45582,ID02500,45582,0.540625515511899,6-12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45583,ID93460,45583,0.5662865748748,6-12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45584,ID14426,45584,1.04534726680257,> 12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45585,ID24874,45585,0.223770193467717,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45586,ID48343,45586,0.498352444355849,< 6 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45587,ID93458,45587,0.768929807700764,6-12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45588,ID66128,45588,0.247577009807862,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45589,ID21055,45589,1.19972297927589,> 12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45590,ID32668,45590,0.207489255286359,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45591,ID84412,45591,0.619532182595601,6-12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45592,ID34651,45592,0.002835319702877,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45593,ID95918,45593,0.585862626167753,6-12 Months,Third Party,Expired,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45594,ID89968,45594,1.22870443777625,> 12 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45595,ID45643,45595,0.668397706802005,6-12 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45596,ID01943,45596,1.0797221232365,> 12 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45597,ID94473,45597,1.16469473924829,> 12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45598,ID52746,45598,1.10681958619927,> 12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45599,ID13021,45599,1.19735648519509,> 12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45600,ID36202,45600,0.059416200945111,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45601,ID50417,45601,0.040684781129459,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45602,ID04238,45602,0.247315831881165,< 6 Months,Comprehensive,Expired,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45603,ID53942,45603,1.13168895377414,> 12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45604,ID56518,45604,0.836382095426362,6-12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45605,ID48319,45605,0.362131467432553,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45606,ID85050,45606,0.302783613427119,< 6 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45607,ID38945,45607,1.12558542494456,> 12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45608,ID38943,45608,0.360875841440465,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45609,ID85068,45609,1.2275244943956,> 12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45610,ID63311,45610,0.090730691740149,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45611,ID63306,45611,0.091248908317826,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45612,ID66211,45612,0.289041448438887,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45613,ID22870,45613,1.1094683638765,> 12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45614,ID94377,45614,1.04999237012123,> 12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45615,ID51731,45615,0.14375256861755,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45616,ID51753,45616,0.086469002530146,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45617,ID61204,45617,0.374739833634746,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45618,ID14408,45618,0.259287295750629,< 6 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45619,ID79083,45619,1.0674942578572,> 12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45620,ID79115,45620,1.12330581913343,> 12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45621,ID79108,45621,0.286123589829876,< 6 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45622,ID96466,45622,0.266051250879482,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45623,ID36191,45623,1.15711296846114,> 12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45624,ID26419,45624,0.672571532314389,6-12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45625,ID09211,45625,0.567610572746185,6-12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45626,ID66236,45626,0.124697501031332,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45627,ID22901,45627,0.034029629242387,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45628,ID42317,45628,0.246125557149909,< 6 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45629,ID45678,45629,0.228538025660477,< 6 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45630,ID89367,45630,1.08452655925952,> 12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45631,ID22894,45631,0.551084836275091,6-12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45632,ID22889,45632,0.090852511568554,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45633,ID97057,45633,0.035059628853173,< 6 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45634,ID97056,45634,0.543016094983438,6-12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45635,ID77169,45635,1.11671737856053,> 12 Months,Third Party,Expired,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45636,ID18293,45636,0.837002846487205,6-12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45637,ID24851,45637,1.2281941075075,> 12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45638,ID90587,45638,0.032080386691002,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45639,ID17579,45639,0.106452893338974,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45640,ID17577,45640,0.484539243617244,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45641,ID82024,45641,0.048352869288599,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45642,ID92514,45642,0.150247419365692,< 6 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45643,ID92513,45643,0.230881585374101,< 6 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45644,ID15279,45644,1.092243093044,> 12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45645,ID10885,45645,0.190765871366682,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45646,ID24829,45646,0.139230959579256,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45647,ID19558,45647,0.093717059069241,< 6 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45648,ID19554,45648,0.494156681502438,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45649,ID61222,45649,0.530912406439809,6-12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45650,ID48294,45650,0.094221771919097,< 6 Months,Comprehensive,Expired,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45651,ID24821,45651,1.02033308468039,> 12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45652,ID24817,45652,0.310335783251301,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45653,ID38967,45653,0.0890502959137,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45654,ID86130,45654,0.238666135083709,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45655,ID81040,45655,0.106697698509161,< 6 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45656,ID02744,45656,0.269870871885598,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45657,ID27375,45657,0.722290218486225,6-12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45658,ID72676,45658,1.10252338481535,> 12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45659,ID72666,45659,0.421122219442217,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45660,ID01651,45660,0.082375960353201,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45661,ID18279,45661,0.866355289799275,6-12 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45662,ID59517,45662,0.011409029704528,< 6 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45663,ID06398,45663,0.722909081011085,6-12 Months,Third Party,Expired,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45664,ID06392,45664,1.00682981204348,> 12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45665,ID53964,45665,0.317069080906582,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45666,ID53952,45666,0.775985243724565,6-12 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45667,ID03386,45667,0.297955665054284,< 6 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45668,ID03382,45668,1.20993565080659,> 12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45669,ID29054,45669,0.951285638373306,6-12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45670,ID33214,45670,0.151805222589504,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45671,ID33206,45671,0.086507576072705,< 6 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45672,ID33205,45672,0.047350964376268,< 6 Months,Comprehensive,Expired,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45673,ID72657,45673,0.76988128119399,6-12 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45674,ID72644,45674,0.948083859216885,6-12 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45675,ID45734,45675,1.00051265817159,> 12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45676,ID45757,45676,0.098772447195245,< 6 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45677,ID45754,45677,0.265554510977292,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45678,ID66269,45678,0.093105124188167,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45679,ID61242,45679,0.867463415183357,6-12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45680,ID07619,45680,0.536158716929547,6-12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45681,ID38997,45681,0.856188036185718,6-12 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45682,ID07630,45682,0.103036400518979,< 6 Months,Comprehensive,Expired,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45683,ID71384,45683,1.0098773838262,> 12 Months,Comprehensive,Cancelled,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45684,ID00500,45684,0.248066335753894,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45685,ID22925,45685,0.535002316961067,6-12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45686,ID54840,45686,1.10534418509882,> 12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45687,ID75926,45687,0.042280223011741,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45688,ID75918,45688,0.09264967805572,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45689,ID30718,45689,0.21336566723274,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45690,ID45740,45690,0.010264631825902,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45691,ID52748,45691,0.552467279973681,6-12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45692,ID79029,45692,1.0018536745239,> 12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45693,ID78787,45693,1.02886222764908,> 12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45694,ID78783,45694,0.594108066364124,6-12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45695,ID59491,45695,0.098915828081081,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45696,ID39021,45696,1.11964013983921,> 12 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45697,ID94861,45697,0.09484770332617,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45698,ID56484,45698,0.044789080486534,< 6 Months,Comprehensive,Cancelled,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45699,ID48214,45699,0.296234132684563,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45700,ID77471,45700,0.321928993550026,< 6 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45701,ID79061,45701,0.363890059424232,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45702,ID76964,45702,1.19339737614121,> 12 Months,Comprehensive,Cancelled,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45703,ID22956,45703,0.75986027193197,6-12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45704,ID63225,45704,0.307206994261254,< 6 Months,Comprehensive,Expired,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45705,ID42216,45705,1.21115405498708,> 12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45706,ID09176,45706,1.08449029176675,> 12 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45707,ID54811,45707,1.12727862798115,> 12 Months,Comprehensive,Expired,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45708,ID77461,45708,1.23440526641069,> 12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45709,ID01392,45709,0.179537434422209,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45710,ID61270,45710,0.023958291561403,< 6 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45711,ID07638,45711,1.0271213114144,> 12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45712,ID39046,45712,0.359645744606383,< 6 Months,Third Party,Cancelled,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45713,ID80021,45713,0.042464969926694,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45714,ID80009,45714,0.044072153879382,< 6 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45715,ID84656,45715,1.05665438210086,> 12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45716,ID71423,45716,1.08599551045399,> 12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45717,ID71414,45717,0.04305731556096,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45718,ID17589,45718,1.01930208829993,> 12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45719,ID09155,45719,0.319778959511139,< 6 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45720,ID45785,45720,0.544235647839429,6-12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45721,ID45777,45721,0.440233046597829,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45722,ID95088,45722,0.152367699883206,< 6 Months,Comprehensive,Expired,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45723,ID50459,45723,0.333212859856847,< 6 Months,Comprehensive,Cancelled,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45724,ID50454,45724,0.031814192473451,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45725,ID53983,45725,0.362496349596067,< 6 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45726,ID56470,45726,0.082925936636196,< 6 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45727,ID56469,45727,0.586827422974728,6-12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45728,ID87362,45728,0.031873255801109,< 6 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45729,ID83977,45729,1.03722463979359,> 12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45730,ID75178,45730,1.11230062464635,> 12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45731,ID85080,45731,0.408615416002643,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45732,ID86990,45732,0.553814528275798,6-12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45733,ID34668,45733,0.635061456221756,6-12 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45734,ID86475,45734,0.80459221986309,6-12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45735,ID87626,45735,0.197040197513883,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45736,ID30703,45736,0.567791317630824,6-12 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45737,ID66327,45737,0.01024236196595,< 6 Months,Comprehensive,Expired,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45738,ID27355,45738,0.107531554637075,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45739,ID81438,45739,0.973530709774174,6-12 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45740,ID82900,45740,0.201158497866295,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45741,ID82896,45741,0.30356862613962,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45742,ID24759,45742,1.03635696368198,> 12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45743,ID68938,45743,0.035615722909434,< 6 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45744,ID12018,45744,0.358923902122639,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45745,ID94032,45745,1.12732179407629,> 12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45746,ID24742,45746,0.10180667704428,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45747,ID39077,45747,0.125986274729156,< 6 Months,Third Party,Expired,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45748,ID16737,45748,0.033910181261121,< 6 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45749,ID53178,45749,0.562716044981236,6-12 Months,Comprehensive,Expired,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45750,ID13664,45750,0.135732827652855,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45751,ID72596,45751,0.947449476928304,6-12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45752,ID72591,45752,1.22599547071371,> 12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45753,ID42136,45753,0.115646350183668,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45754,ID42141,45754,0.594547585945999,6-12 Months,Comprehensive,Expired,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45755,ID09147,45755,0.252037370514746,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45756,ID95940,45756,1.10764385629895,> 12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45757,ID03317,45757,0.935192335096928,6-12 Months,Comprehensive,Cancelled,Gold,2026-08-01 17:22:07.750552,Insurance Claims
45758,ID04710,45758,0.244037761484006,< 6 Months,Third Party,Expired,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45759,ID06346,45759,0.146338253010652,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45760,ID50469,45760,0.500575488763604,6-12 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45761,ID39090,45761,0.806860999733107,6-12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45762,ID54002,45762,0.148901057206686,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
45763,ID16283,45763,1.07097072284844,> 12 Months,Third Party,Expired,Silver,2026-08-01 17:22:07.750552,Insurance Claims
45764,ID75186,45764,0.279699381386512,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
