customer_sk,customer_id,gender,customer_age,age_band,has_driving_license,driving_license_status,previously_insured,insurance_history,customer_segment,region,risk_profile
59872,CUST059872,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,15.0,Low
59873,CUST059873,Male,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
59874,CUST059874,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,46.0,Low
59875,CUST059875,Male,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,23.0,Low
59876,CUST059876,Male,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,50.0,Low
59877,CUST059877,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
59878,CUST059878,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
59879,CUST059879,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,36.0,Low
59880,CUST059880,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,0.0,Low
59881,CUST059881,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,41.0,Low
59882,CUST059882,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,46.0,Low
59883,CUST059883,Female,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
59884,CUST059884,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,8.0,Low
59885,CUST059885,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,33.0,Low
59886,CUST059886,Female,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,15.0,Low
59887,CUST059887,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
59888,CUST059888,Male,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,46.0,Low
59889,CUST059889,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
59890,CUST059890,Female,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
59891,CUST059891,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
59892,CUST059892,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,45.0,Low
59893,CUST059893,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,43.0,Low
59894,CUST059894,Female,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
59895,CUST059895,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,8.0,Low
59896,CUST059896,Female,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,18.0,Low
59897,CUST059897,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,38.0,Low
59898,CUST059898,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
59899,CUST059899,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,36.0,Low
59900,CUST059900,Female,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,15.0,Low
59901,CUST059901,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
59902,CUST059902,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,10.0,Low
59903,CUST059903,Male,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,12.0,Low
59904,CUST059904,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,7.0,Low
59905,CUST059905,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,31.0,Low
59906,CUST059906,Female,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,0.0,Low
59907,CUST059907,Male,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,7.0,Low
59908,CUST059908,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
59909,CUST059909,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,14.0,Low
59910,CUST059910,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
59911,CUST059911,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,48.0,Low
59912,CUST059912,Female,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
59913,CUST059913,Female,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,6.0,Low
59914,CUST059914,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,41.0,Low
59915,CUST059915,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,46.0,Low
59916,CUST059916,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
59917,CUST059917,Male,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,24.0,Low
59918,CUST059918,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,43.0,Low
59919,CUST059919,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
59920,CUST059920,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
59921,CUST059921,Male,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
59922,CUST059922,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
59923,CUST059923,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,46.0,Low
59924,CUST059924,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
59925,CUST059925,Female,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,46.0,Low
59926,CUST059926,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,31.0,Low
59927,CUST059927,Male,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
59928,CUST059928,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,8.0,Low
59929,CUST059929,Male,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
59930,CUST059930,Female,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,50.0,Low
59931,CUST059931,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
59932,CUST059932,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
59933,CUST059933,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
59934,CUST059934,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
59935,CUST059935,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,34.0,Low
59936,CUST059936,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,15.0,Low
59937,CUST059937,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
59938,CUST059938,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
59939,CUST059939,Male,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,14.0,Low
59940,CUST059940,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
59941,CUST059941,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
59942,CUST059942,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,8.0,Low
59943,CUST059943,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
59944,CUST059944,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,29.0,Low
59945,CUST059945,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
59946,CUST059946,Male,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
59947,CUST059947,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
59948,CUST059948,Female,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,46.0,Low
59949,CUST059949,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
59950,CUST059950,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
59951,CUST059951,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,41.0,Low
59952,CUST059952,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
59953,CUST059953,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
59954,CUST059954,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
59955,CUST059955,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,33.0,Low
59956,CUST059956,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,14.0,Low
59957,CUST059957,Female,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,33.0,Low
59958,CUST059958,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
59959,CUST059959,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,19.0,Low
59960,CUST059960,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,7.0,Low
59961,CUST059961,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,41.0,Low
59962,CUST059962,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
59963,CUST059963,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,29.0,Low
59964,CUST059964,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,47.0,Low
59965,CUST059965,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,45.0,Low
59966,CUST059966,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
59967,CUST059967,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,9.0,Low
59968,CUST059968,Male,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
59969,CUST059969,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,43.0,Low
59970,CUST059970,Female,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
59971,CUST059971,Male,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,11.0,Low
59972,CUST059972,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,37.0,Low
59973,CUST059973,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
59974,CUST059974,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
59975,CUST059975,Female,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,15.0,Low
59976,CUST059976,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,33.0,Low
59977,CUST059977,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
59978,CUST059978,Male,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
59979,CUST059979,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
59980,CUST059980,Male,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,8.0,Low
59981,CUST059981,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,7.0,Low
59982,CUST059982,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
59983,CUST059983,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,8.0,Low
59984,CUST059984,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
59985,CUST059985,Male,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,5.0,Low
59986,CUST059986,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,8.0,Low
59987,CUST059987,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,24.0,Low
59988,CUST059988,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,46.0,Low
59989,CUST059989,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
59990,CUST059990,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,48.0,Low
59991,CUST059991,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,29.0,Low
59992,CUST059992,Male,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
59993,CUST059993,Male,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
59994,CUST059994,Male,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
59995,CUST059995,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
59996,CUST059996,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
59997,CUST059997,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,7.0,Low
59998,CUST059998,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,41.0,Low
59999,CUST059999,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,8.0,Low
60000,CUST060000,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
60001,CUST060001,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,47.0,Low
60002,CUST060002,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,24.0,Low
60003,CUST060003,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,14.0,Low
60004,CUST060004,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,8.0,Low
60005,CUST060005,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,48.0,Low
60006,CUST060006,Male,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,0.0,Low
60007,CUST060007,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
60008,CUST060008,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,29.0,Low
60009,CUST060009,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,8.0,Low
60010,CUST060010,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
60011,CUST060011,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,8.0,Low
60012,CUST060012,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,8.0,Low
60013,CUST060013,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,48.0,Low
60014,CUST060014,Female,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,3.0,Low
60015,CUST060015,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,47.0,Low
60016,CUST060016,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
60017,CUST060017,Male,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,1.0,Low
60018,CUST060018,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
60019,CUST060019,Female,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,20.0,Low
60020,CUST060020,Female,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
60021,CUST060021,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,41.0,Low
60022,CUST060022,Male,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,46.0,Low
60023,CUST060023,Male,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,23.0,Low
60024,CUST060024,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,46.0,Low
60025,CUST060025,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
60026,CUST060026,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
60027,CUST060027,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
60028,CUST060028,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,50.0,Low
60029,CUST060029,Male,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
60030,CUST060030,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,42.0,Low
60031,CUST060031,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,14.0,Low
60032,CUST060032,Male,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,15.0,Low
60033,CUST060033,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,8.0,Low
60034,CUST060034,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,19.0,Low
60035,CUST060035,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,3.0,Low
60036,CUST060036,Female,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,29.0,Low
60037,CUST060037,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,37.0,Low
60038,CUST060038,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
60039,CUST060039,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
60040,CUST060040,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,6.0,Low
60041,CUST060041,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
60042,CUST060042,Female,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
60043,CUST060043,Female,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,46.0,Low
60044,CUST060044,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,24.0,Low
60045,CUST060045,Male,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,8.0,Low
60046,CUST060046,Male,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,8.0,Low
60047,CUST060047,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,42.0,Low
60048,CUST060048,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,25.0,Low
60049,CUST060049,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
60050,CUST060050,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,3.0,Low
60051,CUST060051,Male,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,14.0,Low
60052,CUST060052,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,41.0,Low
60053,CUST060053,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
60054,CUST060054,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
60055,CUST060055,Female,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
60056,CUST060056,Female,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
60057,CUST060057,Male,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
60058,CUST060058,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
60059,CUST060059,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,29.0,Low
60060,CUST060060,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,39.0,Low
60061,CUST060061,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
60062,CUST060062,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
60063,CUST060063,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,36.0,Low
60064,CUST060064,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
60065,CUST060065,Male,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,41.0,Low
60066,CUST060066,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,45.0,Low
60067,CUST060067,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,4.0,Low
60068,CUST060068,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
60069,CUST060069,Female,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,35.0,Low
60070,CUST060070,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
60071,CUST060071,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
60072,CUST060072,Female,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
60073,CUST060073,Male,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
60074,CUST060074,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,8.0,Low
60075,CUST060075,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
60076,CUST060076,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,47.0,Low
60077,CUST060077,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
60078,CUST060078,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,3.0,Low
60079,CUST060079,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,6.0,Low
60080,CUST060080,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
60081,CUST060081,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
60082,CUST060082,Male,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,5.0,Low
60083,CUST060083,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
60084,CUST060084,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
60085,CUST060085,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,35.0,Low
60086,CUST060086,Male,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,0.0,Low
60087,CUST060087,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,46.0,Low
60088,CUST060088,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,8.0,Low
60089,CUST060089,Female,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,41.0,Low
60090,CUST060090,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
60091,CUST060091,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
60092,CUST060092,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,1.0,Low
60093,CUST060093,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,47.0,Low
60094,CUST060094,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
60095,CUST060095,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,8.0,Low
60096,CUST060096,Female,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,48.0,Low
60097,CUST060097,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,46.0,Low
60098,CUST060098,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,41.0,Low
60099,CUST060099,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,29.0,Low
60100,CUST060100,Male,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,7.0,Low
60101,CUST060101,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
60102,CUST060102,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,15.0,Low
60103,CUST060103,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,46.0,Low
60104,CUST060104,Female,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,8.0,Low
60105,CUST060105,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,46.0,Low
60106,CUST060106,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,46.0,Low
60107,CUST060107,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,46.0,Low
60108,CUST060108,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
60109,CUST060109,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,33.0,Low
60110,CUST060110,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,26.0,Low
60111,CUST060111,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
60112,CUST060112,Female,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,15.0,Low
60113,CUST060113,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
60114,CUST060114,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,26.0,Low
60115,CUST060115,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
60116,CUST060116,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,36.0,Low
60117,CUST060117,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
60118,CUST060118,Female,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
60119,CUST060119,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
60120,CUST060120,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
60121,CUST060121,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,30.0,Low
60122,CUST060122,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,35.0,Low
60123,CUST060123,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
60124,CUST060124,Female,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
60125,CUST060125,Female,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
60126,CUST060126,Male,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,48.0,Low
60127,CUST060127,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
60128,CUST060128,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,8.0,Low
60129,CUST060129,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,8.0,Low
60130,CUST060130,Male,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,18.0,Low
60131,CUST060131,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,6.0,Low
60132,CUST060132,Male,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,33.0,Low
60133,CUST060133,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
60134,CUST060134,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,41.0,Low
60135,CUST060135,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
60136,CUST060136,Female,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
60137,CUST060137,Female,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,15.0,Low
60138,CUST060138,Male,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
60139,CUST060139,Male,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,29.0,Low
60140,CUST060140,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
60141,CUST060141,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,8.0,Low
60142,CUST060142,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
60143,CUST060143,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
60144,CUST060144,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,8.0,Low
60145,CUST060145,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,46.0,Low
60146,CUST060146,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
60147,CUST060147,Male,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,8.0,Low
60148,CUST060148,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,50.0,Low
60149,CUST060149,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
60150,CUST060150,Female,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,29.0,Low
60151,CUST060151,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,45.0,Low
60152,CUST060152,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,3.0,Low
60153,CUST060153,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
60154,CUST060154,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,21.0,Low
60155,CUST060155,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,8.0,Low
60156,CUST060156,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,36.0,Low
60157,CUST060157,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
60158,CUST060158,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
60159,CUST060159,Female,43,36-45,1,Licensed,0,First Time Buyer,New Customer,17.0,Low
60160,CUST060160,Female,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
60161,CUST060161,Male,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,3.0,Low
60162,CUST060162,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,50.0,Low
60163,CUST060163,Female,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,48.0,Low
60164,CUST060164,Male,43,36-45,1,Licensed,0,First Time Buyer,New Customer,0.0,Low
60165,CUST060165,Male,43,36-45,1,Licensed,1,Previously Insured,Existing Customer,3.0,Low
