vehicle_sk,policy_id,customer_sk,make,model,segment,fuel_type,vehicle_age,vehicle_age_band,engine_type,displacement,engine_category,cylinder,transmission,transmission_category,steering,length,width,height,gross_weight,weight_class,vehicle_size,airbags,is_esc,is_tpms,is_parking_sensors,is_parking_camera,is_brake_assist,is_power_steering,is_speed_alert,ncap_rating,safety_score,safety_rating,premium_vehicle
42873,ID03628,42873,3,M4,C2,Diesel,0.08,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
42874,ID92086,42874,5,M9,C1,Diesel,0.12,New,i-DTEC,1498,Medium,4,Manual,Manual,Electric,3995,1695,1501,1051,Medium,Large,2,0,0,1,1,0,1,1,4,56.9,Poor,True
42875,ID30430,42875,1,M6,B2,Petrol,0.01,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
42876,ID30428,42876,1,M6,B2,Petrol,0.08,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
42877,ID25833,42877,3,M4,C2,Diesel,0.15,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
42878,ID90871,42878,4,M5,B2,Diesel,0.21,New,1.5 Turbocharged Revotorq,1497,Medium,4,Manual,Manual,Electric,3990,1755,1523,1490,Medium,Large,2,0,0,1,0,0,1,1,5,57.1,Poor,True
42879,ID92917,42879,1,M6,B2,Petrol,0.1,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
42880,ID90879,42880,1,M6,B2,Petrol,0.05,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
42881,ID68180,42881,1,M8,B1,CNG,0.09,New,K10C,998,Small,3,Manual,Manual,Power,3655,1620,1675,1340,Medium,Mid Size,2,0,0,1,0,0,1,1,2,39.1,Poor,False
42882,ID68236,42882,1,M6,B2,Petrol,0.07,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
42883,ID49562,42883,5,M9,C1,Diesel,0.04,New,i-DTEC,1498,Medium,4,Manual,Manual,Electric,3995,1695,1501,1051,Medium,Large,2,0,0,1,1,0,1,1,4,56.9,Poor,True
42884,ID53859,42884,1,M7,B2,Petrol,0.08,New,1.2 L K Series Engine,1197,Medium,4,Automatic,Automatic,Electric,3990,1745,1500,1410,Medium,Large,6,1,0,1,1,1,1,1,0,64.3,Average,False
42885,ID02027,42885,1,M6,B2,Petrol,0.12,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
42886,ID97259,42886,1,M1,A,CNG,0.0,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
42887,ID79556,42887,1,M6,B2,Petrol,0.15,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
42888,ID37290,42888,1,M6,B2,Petrol,0.01,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
42889,ID94818,42889,1,M6,B2,Petrol,0.02,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
42890,ID31162,42890,3,M4,C2,Diesel,0.11,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
42891,ID31150,42891,3,M4,C2,Diesel,0.19,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
42892,ID61775,42892,2,M3,A,Petrol,0.02,New,1.0 SCe,999,Small,3,Automatic,Automatic,Electric,3731,1579,1490,1155,Medium,Mid Size,2,0,0,0,1,0,1,1,2,39.1,Poor,False
42893,ID14425,42893,1,M2,C1,Petrol,0.12,New,1.2 L K12N Dualjet,1197,Medium,4,Automatic,Automatic,Electric,3995,1735,1515,1335,Medium,Large,2,1,0,1,1,1,1,1,2,56.3,Poor,False
42894,ID51974,42894,5,M9,C1,Diesel,0.11,New,i-DTEC,1498,Medium,4,Manual,Manual,Electric,3995,1695,1501,1051,Medium,Large,2,0,0,1,1,0,1,1,4,56.9,Poor,True
42895,ID78978,42895,1,M8,B1,CNG,0.15,New,K10C,998,Small,3,Manual,Manual,Power,3655,1620,1675,1340,Medium,Mid Size,2,0,0,1,0,0,1,1,2,39.1,Poor,False
42896,ID63745,42896,3,M4,C2,Diesel,0.04,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
42897,ID45209,42897,1,M8,B1,CNG,0.11,New,K10C,998,Small,3,Manual,Manual,Power,3655,1620,1675,1340,Medium,Mid Size,2,0,0,1,0,0,1,1,2,39.1,Poor,False
42898,ID45207,42898,1,M1,A,CNG,0.06,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
42899,ID89465,42899,1,M7,B2,Petrol,0.04,New,1.2 L K Series Engine,1197,Medium,4,Automatic,Automatic,Electric,3990,1745,1500,1410,Medium,Large,6,1,0,1,1,1,1,1,0,64.3,Average,False
42900,ID45234,42900,1,M8,B1,CNG,0.18,New,K10C,998,Small,3,Manual,Manual,Power,3655,1620,1675,1340,Medium,Mid Size,2,0,0,1,0,0,1,1,2,39.1,Poor,False
42901,ID70442,42901,1,M6,B2,Petrol,0.01,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
42902,ID25808,42902,2,M3,A,Petrol,0.02,New,1.0 SCe,999,Small,3,Automatic,Automatic,Electric,3731,1579,1490,1155,Medium,Mid Size,2,0,0,0,1,0,1,1,2,39.1,Poor,False
42903,ID25804,42903,1,M1,A,CNG,0.01,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
42904,ID12643,42904,1,M1,A,CNG,0.01,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
42905,ID11742,42905,1,M6,B2,Petrol,0.15,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
42906,ID47575,42906,3,M4,C2,Diesel,0.06,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
42907,ID90436,42907,3,M4,C2,Diesel,0.1,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
42908,ID49556,42908,1,M1,A,CNG,0.01,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
42909,ID49539,42909,1,M1,A,CNG,0.1,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
42910,ID17396,42910,1,M1,A,CNG,0.06,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
42911,ID42905,42911,1,M6,B2,Petrol,0.13,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
42912,ID22555,42912,1,M1,A,CNG,0.02,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
42913,ID42924,42913,4,M5,B2,Diesel,0.14,New,1.5 Turbocharged Revotorq,1497,Medium,4,Manual,Manual,Electric,3990,1755,1523,1490,Medium,Large,2,0,0,1,0,0,1,1,5,57.1,Poor,True
42914,ID18794,42914,1,M1,A,CNG,0.0,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
42915,ID84830,42915,1,M6,B2,Petrol,0.1,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
42916,ID76682,42916,1,M6,B2,Petrol,0.14,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
42917,ID20005,42917,3,M4,C2,Diesel,0.12,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
42918,ID96894,42918,1,M7,B2,Petrol,0.08,New,1.2 L K Series Engine,1197,Medium,4,Automatic,Automatic,Electric,3990,1745,1500,1410,Medium,Large,6,1,0,1,1,1,1,1,0,64.3,Average,False
42919,ID31172,42919,3,M4,C2,Diesel,0.08,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
42920,ID15118,42920,1,M7,B2,Petrol,0.02,New,1.2 L K Series Engine,1197,Medium,4,Automatic,Automatic,Electric,3990,1745,1500,1410,Medium,Large,6,1,0,1,1,1,1,1,0,64.3,Average,False
42921,ID49522,42921,1,M6,B2,Petrol,0.0,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
42922,ID03462,42922,5,M9,C1,Diesel,0.09,New,i-DTEC,1498,Medium,4,Manual,Manual,Electric,3995,1695,1501,1051,Medium,Large,2,0,0,1,1,0,1,1,4,56.9,Poor,True
42923,ID34252,42923,1,M1,A,CNG,0.01,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
42924,ID87041,42924,1,M6,B2,Petrol,0.11,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
42925,ID21297,42925,1,M6,B2,Petrol,0.08,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
42926,ID42913,42926,1,M10,Utility,CNG,0.01,New,G12B,1196,Medium,4,Manual,Manual,Manual,3675,1475,1825,1510,Heavy,Mid Size,1,0,0,1,0,0,0,1,0,16.4,Poor,False
42927,ID63726,42927,2,M3,A,Petrol,0.02,New,1.0 SCe,999,Small,3,Automatic,Automatic,Electric,3731,1579,1490,1155,Medium,Mid Size,2,0,0,0,1,0,1,1,2,39.1,Poor,False
42928,ID97103,42928,1,M1,A,CNG,0.01,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
42929,ID39880,42929,1,M6,B2,Petrol,0.07,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
42930,ID24306,42930,1,M1,A,CNG,0.03,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
42931,ID85219,42931,1,M6,B2,Petrol,0.12,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
42932,ID85216,42932,1,M6,B2,Petrol,0.2,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
42933,ID68261,42933,1,M8,B1,CNG,0.15,New,K10C,998,Small,3,Manual,Manual,Power,3655,1620,1675,1340,Medium,Mid Size,2,0,0,1,0,0,1,1,2,39.1,Poor,False
42934,ID47597,42934,3,M4,C2,Diesel,0.14,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
42935,ID25772,42935,3,M4,C2,Diesel,0.09,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
42936,ID78478,42936,1,M1,A,CNG,0.0,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
42937,ID39863,42937,2,M3,A,Petrol,0.15,New,1.0 SCe,999,Small,3,Automatic,Automatic,Electric,3731,1579,1490,1155,Medium,Mid Size,2,0,0,0,1,0,1,1,2,39.1,Poor,False
42938,ID02905,42938,1,M1,A,CNG,0.0,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
42939,ID37341,42939,3,M4,C2,Diesel,0.17,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
42940,ID82117,42940,3,M4,C2,Diesel,0.13,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
42941,ID34243,42941,3,M4,C2,Diesel,0.07,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
42942,ID52059,42942,1,M1,A,CNG,0.02,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
42943,ID77949,42943,1,M6,B2,Petrol,0.09,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
42944,ID55072,42944,2,M3,A,Petrol,0.17,New,1.0 SCe,999,Small,3,Automatic,Automatic,Electric,3731,1579,1490,1155,Medium,Mid Size,2,0,0,0,1,0,1,1,2,39.1,Poor,False
42945,ID15622,42945,1,M6,B2,Petrol,0.18,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
42946,ID70420,42946,1,M1,A,CNG,0.06,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
42947,ID70412,42947,3,M4,C2,Diesel,0.05,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
42948,ID12619,42948,3,M4,C2,Diesel,0.16,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
42949,ID06917,42949,1,M2,C1,Petrol,0.1,New,1.2 L K12N Dualjet,1197,Medium,4,Automatic,Automatic,Electric,3995,1735,1515,1335,Medium,Large,2,1,0,1,1,1,1,1,2,56.3,Poor,False
42950,ID60224,42950,5,M9,C1,Diesel,0.13,New,i-DTEC,1498,Medium,4,Manual,Manual,Electric,3995,1695,1501,1051,Medium,Large,2,0,0,1,1,0,1,1,4,56.9,Poor,True
42951,ID88669,42951,3,M4,C2,Diesel,0.07,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
42952,ID18814,42952,1,M1,A,CNG,0.01,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
42953,ID39855,42953,3,M4,C2,Diesel,0.05,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
42954,ID39848,42954,1,M1,A,CNG,0.07,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
42955,ID08050,42955,5,M9,C1,Diesel,0.03,New,i-DTEC,1498,Medium,4,Manual,Manual,Electric,3995,1695,1501,1051,Medium,Large,2,0,0,1,1,0,1,1,4,56.9,Poor,True
42956,ID88985,42956,1,M8,B1,CNG,0.12,New,K10C,998,Small,3,Manual,Manual,Power,3655,1620,1675,1340,Medium,Mid Size,2,0,0,1,0,0,1,1,2,39.1,Poor,False
42957,ID11765,42957,1,M2,C1,Petrol,0.05,New,1.2 L K12N Dualjet,1197,Medium,4,Automatic,Automatic,Electric,3995,1735,1515,1335,Medium,Large,2,1,0,1,1,1,1,1,2,56.3,Poor,False
42958,ID42957,42958,1,M6,B2,Petrol,0.13,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
42959,ID28541,42959,2,M3,A,Petrol,0.1,New,1.0 SCe,999,Small,3,Automatic,Automatic,Electric,3731,1579,1490,1155,Medium,Mid Size,2,0,0,0,1,0,1,1,2,39.1,Poor,False
42960,ID22543,42960,1,M1,A,CNG,0.04,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
42961,ID10616,42961,3,M4,C2,Diesel,0.06,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
42962,ID27647,42962,1,M8,B1,CNG,0.01,New,K10C,998,Small,3,Manual,Manual,Power,3655,1620,1675,1340,Medium,Mid Size,2,0,0,1,0,0,1,1,2,39.1,Poor,False
42963,ID27642,42963,3,M4,C2,Diesel,0.0,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
42964,ID00346,42964,1,M1,A,CNG,0.01,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
42965,ID45127,42965,5,M9,C1,Diesel,0.05,New,i-DTEC,1498,Medium,4,Manual,Manual,Electric,3995,1695,1501,1051,Medium,Large,2,0,0,1,1,0,1,1,4,56.9,Poor,True
42966,ID05435,42966,1,M2,C1,Petrol,0.16,New,1.2 L K12N Dualjet,1197,Medium,4,Automatic,Automatic,Electric,3995,1735,1515,1335,Medium,Large,2,1,0,1,1,1,1,1,2,56.3,Poor,False
42967,ID73057,42967,3,M4,C2,Diesel,0.13,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
42968,ID73012,42968,1,M10,Utility,CNG,0.0,New,G12B,1196,Medium,4,Manual,Manual,Manual,3675,1475,1825,1510,Heavy,Mid Size,1,0,0,1,0,0,0,1,0,16.4,Poor,False
42969,ID73035,42969,1,M1,A,CNG,0.07,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
42970,ID94954,42970,1,M6,B2,Petrol,0.0,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
42971,ID87219,42971,3,M4,C2,Diesel,0.1,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
42972,ID63754,42972,3,M4,C2,Diesel,0.11,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
42973,ID65640,42973,3,M4,C2,Diesel,0.14,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
42974,ID21301,42974,1,M8,B1,CNG,0.14,New,K10C,998,Small,3,Manual,Manual,Power,3655,1620,1675,1340,Medium,Mid Size,2,0,0,1,0,0,1,1,2,39.1,Poor,False
42975,ID65639,42975,1,M6,B2,Petrol,0.02,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
42976,ID31822,42976,1,M1,A,CNG,0.02,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
42977,ID31821,42977,1,M6,B2,Petrol,0.11,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
42978,ID84014,42978,1,M8,B1,CNG,0.13,New,K10C,998,Small,3,Manual,Manual,Power,3655,1620,1675,1340,Medium,Mid Size,2,0,0,1,0,0,1,1,2,39.1,Poor,False
42979,ID31824,42979,3,M4,C2,Diesel,0.09,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
42980,ID49444,42980,2,M3,A,Petrol,0.11,New,1.0 SCe,999,Small,3,Automatic,Automatic,Electric,3731,1579,1490,1155,Medium,Mid Size,2,0,0,0,1,0,1,1,2,39.1,Poor,False
42981,ID18840,42981,3,M4,C2,Diesel,0.05,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
42982,ID81664,42982,1,M10,Utility,CNG,0.03,New,G12B,1196,Medium,4,Manual,Manual,Manual,3675,1475,1825,1510,Heavy,Mid Size,1,0,0,1,0,0,0,1,0,16.4,Poor,False
42983,ID25752,42983,1,M1,A,CNG,0.0,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
42984,ID03051,42984,1,M6,B2,Petrol,0.04,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
42985,ID70386,42985,2,M3,A,Petrol,0.06,New,1.0 SCe,999,Small,3,Automatic,Automatic,Electric,3731,1579,1490,1155,Medium,Mid Size,2,0,0,0,1,0,1,1,2,39.1,Poor,False
42986,ID68290,42986,2,M3,A,Petrol,0.02,New,1.0 SCe,999,Small,3,Automatic,Automatic,Electric,3731,1579,1490,1155,Medium,Mid Size,2,0,0,0,1,0,1,1,2,39.1,Poor,False
42987,ID56097,42987,3,M4,C2,Diesel,0.21,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
42988,ID65578,42988,1,M1,A,CNG,0.01,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
42989,ID94419,42989,1,M1,A,CNG,0.01,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
42990,ID58153,42990,3,M4,C2,Diesel,0.02,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
42991,ID34200,42991,1,M1,A,CNG,0.03,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
42992,ID45109,42992,3,M4,C2,Diesel,0.14,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
42993,ID78171,42993,1,M7,B2,Petrol,0.03,New,1.2 L K Series Engine,1197,Medium,4,Automatic,Automatic,Electric,3990,1745,1500,1410,Medium,Large,6,1,0,1,1,1,1,1,0,64.3,Average,False
42994,ID31214,42994,1,M1,A,CNG,0.05,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
42995,ID12622,42995,1,M1,A,CNG,0.02,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
42996,ID60257,42996,1,M1,A,CNG,0.02,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
42997,ID86671,42997,3,M4,C2,Diesel,0.06,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
42998,ID19940,42998,3,M4,C2,Diesel,0.07,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
42999,ID47651,42999,1,M1,A,CNG,0.04,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
