date_sk,date,day,month,month_name,quarter,year,week_of_year,day_of_week,day_name,is_weekend,financial_year
20231026,2023-10-26,26,10,October,Q4,2023,43,4,Thursday,False,FY2023-24
20231027,2023-10-27,27,10,October,Q4,2023,43,5,Friday,False,FY2023-24
20231028,2023-10-28,28,10,October,Q4,2023,43,6,Saturday,True,FY2023-24
20231029,2023-10-29,29,10,October,Q4,2023,43,7,Sunday,True,FY2023-24
20231030,2023-10-30,30,10,October,Q4,2023,44,1,Monday,False,FY2023-24
20231031,2023-10-31,31,10,October,Q4,2023,44,2,Tuesday,False,FY2023-24
20231101,2023-11-01,1,11,November,Q4,2023,44,3,Wednesday,False,FY2023-24
20231102,2023-11-02,2,11,November,Q4,2023,44,4,Thursday,False,FY2023-24
20231103,2023-11-03,3,11,November,Q4,2023,44,5,Friday,False,FY2023-24
20231104,2023-11-04,4,11,November,Q4,2023,44,6,Saturday,True,FY2023-24
20231105,2023-11-05,5,11,November,Q4,2023,44,7,Sunday,True,FY2023-24
20231106,2023-11-06,6,11,November,Q4,2023,45,1,Monday,False,FY2023-24
20231107,2023-11-07,7,11,November,Q4,2023,45,2,Tuesday,False,FY2023-24
20231108,2023-11-08,8,11,November,Q4,2023,45,3,Wednesday,False,FY2023-24
20231109,2023-11-09,9,11,November,Q4,2023,45,4,Thursday,False,FY2023-24
20231110,2023-11-10,10,11,November,Q4,2023,45,5,Friday,False,FY2023-24
20231111,2023-11-11,11,11,November,Q4,2023,45,6,Saturday,True,FY2023-24
20231112,2023-11-12,12,11,November,Q4,2023,45,7,Sunday,True,FY2023-24
20231113,2023-11-13,13,11,November,Q4,2023,46,1,Monday,False,FY2023-24
20231114,2023-11-14,14,11,November,Q4,2023,46,2,Tuesday,False,FY2023-24
20231115,2023-11-15,15,11,November,Q4,2023,46,3,Wednesday,False,FY2023-24
20231116,2023-11-16,16,11,November,Q4,2023,46,4,Thursday,False,FY2023-24
20231117,2023-11-17,17,11,November,Q4,2023,46,5,Friday,False,FY2023-24
20231118,2023-11-18,18,11,November,Q4,2023,46,6,Saturday,True,FY2023-24
20231119,2023-11-19,19,11,November,Q4,2023,46,7,Sunday,True,FY2023-24
20231120,2023-11-20,20,11,November,Q4,2023,47,1,Monday,False,FY2023-24
20231121,2023-11-21,21,11,November,Q4,2023,47,2,Tuesday,False,FY2023-24
20231122,2023-11-22,22,11,November,Q4,2023,47,3,Wednesday,False,FY2023-24
20231123,2023-11-23,23,11,November,Q4,2023,47,4,Thursday,False,FY2023-24
20231124,2023-11-24,24,11,November,Q4,2023,47,5,Friday,False,FY2023-24
20231125,2023-11-25,25,11,November,Q4,2023,47,6,Saturday,True,FY2023-24
20231126,2023-11-26,26,11,November,Q4,2023,47,7,Sunday,True,FY2023-24
20231127,2023-11-27,27,11,November,Q4,2023,48,1,Monday,False,FY2023-24
20231128,2023-11-28,28,11,November,Q4,2023,48,2,Tuesday,False,FY2023-24
20231129,2023-11-29,29,11,November,Q4,2023,48,3,Wednesday,False,FY2023-24
20231130,2023-11-30,30,11,November,Q4,2023,48,4,Thursday,False,FY2023-24
20231201,2023-12-01,1,12,December,Q4,2023,48,5,Friday,False,FY2023-24
20231202,2023-12-02,2,12,December,Q4,2023,48,6,Saturday,True,FY2023-24
20231203,2023-12-03,3,12,December,Q4,2023,48,7,Sunday,True,FY2023-24
20231204,2023-12-04,4,12,December,Q4,2023,49,1,Monday,False,FY2023-24
20231205,2023-12-05,5,12,December,Q4,2023,49,2,Tuesday,False,FY2023-24
20231206,2023-12-06,6,12,December,Q4,2023,49,3,Wednesday,False,FY2023-24
20231207,2023-12-07,7,12,December,Q4,2023,49,4,Thursday,False,FY2023-24
20231208,2023-12-08,8,12,December,Q4,2023,49,5,Friday,False,FY2023-24
20231209,2023-12-09,9,12,December,Q4,2023,49,6,Saturday,True,FY2023-24
20231210,2023-12-10,10,12,December,Q4,2023,49,7,Sunday,True,FY2023-24
20231211,2023-12-11,11,12,December,Q4,2023,50,1,Monday,False,FY2023-24
20231212,2023-12-12,12,12,December,Q4,2023,50,2,Tuesday,False,FY2023-24
20231213,2023-12-13,13,12,December,Q4,2023,50,3,Wednesday,False,FY2023-24
20231214,2023-12-14,14,12,December,Q4,2023,50,4,Thursday,False,FY2023-24
20231215,2023-12-15,15,12,December,Q4,2023,50,5,Friday,False,FY2023-24
20231216,2023-12-16,16,12,December,Q4,2023,50,6,Saturday,True,FY2023-24
20231217,2023-12-17,17,12,December,Q4,2023,50,7,Sunday,True,FY2023-24
20231218,2023-12-18,18,12,December,Q4,2023,51,1,Monday,False,FY2023-24
20231219,2023-12-19,19,12,December,Q4,2023,51,2,Tuesday,False,FY2023-24
20231220,2023-12-20,20,12,December,Q4,2023,51,3,Wednesday,False,FY2023-24
20231221,2023-12-21,21,12,December,Q4,2023,51,4,Thursday,False,FY2023-24
20231222,2023-12-22,22,12,December,Q4,2023,51,5,Friday,False,FY2023-24
20231223,2023-12-23,23,12,December,Q4,2023,51,6,Saturday,True,FY2023-24
20231224,2023-12-24,24,12,December,Q4,2023,51,7,Sunday,True,FY2023-24
20231225,2023-12-25,25,12,December,Q4,2023,52,1,Monday,False,FY2023-24
20231226,2023-12-26,26,12,December,Q4,2023,52,2,Tuesday,False,FY2023-24
20231227,2023-12-27,27,12,December,Q4,2023,52,3,Wednesday,False,FY2023-24
20231228,2023-12-28,28,12,December,Q4,2023,52,4,Thursday,False,FY2023-24
20231229,2023-12-29,29,12,December,Q4,2023,52,5,Friday,False,FY2023-24
20231230,2023-12-30,30,12,December,Q4,2023,52,6,Saturday,True,FY2023-24
20231231,2023-12-31,31,12,December,Q4,2023,52,7,Sunday,True,FY2023-24
20240101,2024-01-01,1,1,January,Q1,2024,1,1,Monday,False,FY2023-24
20240102,2024-01-02,2,1,January,Q1,2024,1,2,Tuesday,False,FY2023-24
20240103,2024-01-03,3,1,January,Q1,2024,1,3,Wednesday,False,FY2023-24
20240104,2024-01-04,4,1,January,Q1,2024,1,4,Thursday,False,FY2023-24
20240105,2024-01-05,5,1,January,Q1,2024,1,5,Friday,False,FY2023-24
20240106,2024-01-06,6,1,January,Q1,2024,1,6,Saturday,True,FY2023-24
20240107,2024-01-07,7,1,January,Q1,2024,1,7,Sunday,True,FY2023-24
20240108,2024-01-08,8,1,January,Q1,2024,2,1,Monday,False,FY2023-24
20240109,2024-01-09,9,1,January,Q1,2024,2,2,Tuesday,False,FY2023-24
20240110,2024-01-10,10,1,January,Q1,2024,2,3,Wednesday,False,FY2023-24
20240111,2024-01-11,11,1,January,Q1,2024,2,4,Thursday,False,FY2023-24
20240112,2024-01-12,12,1,January,Q1,2024,2,5,Friday,False,FY2023-24
20240113,2024-01-13,13,1,January,Q1,2024,2,6,Saturday,True,FY2023-24
20240114,2024-01-14,14,1,January,Q1,2024,2,7,Sunday,True,FY2023-24
20240115,2024-01-15,15,1,January,Q1,2024,3,1,Monday,False,FY2023-24
20240116,2024-01-16,16,1,January,Q1,2024,3,2,Tuesday,False,FY2023-24
20240117,2024-01-17,17,1,January,Q1,2024,3,3,Wednesday,False,FY2023-24
20240118,2024-01-18,18,1,January,Q1,2024,3,4,Thursday,False,FY2023-24
20240119,2024-01-19,19,1,January,Q1,2024,3,5,Friday,False,FY2023-24
20240120,2024-01-20,20,1,January,Q1,2024,3,6,Saturday,True,FY2023-24
20240121,2024-01-21,21,1,January,Q1,2024,3,7,Sunday,True,FY2023-24
20240122,2024-01-22,22,1,January,Q1,2024,4,1,Monday,False,FY2023-24
20240123,2024-01-23,23,1,January,Q1,2024,4,2,Tuesday,False,FY2023-24
20240124,2024-01-24,24,1,January,Q1,2024,4,3,Wednesday,False,FY2023-24
20240125,2024-01-25,25,1,January,Q1,2024,4,4,Thursday,False,FY2023-24
20240126,2024-01-26,26,1,January,Q1,2024,4,5,Friday,False,FY2023-24
20240127,2024-01-27,27,1,January,Q1,2024,4,6,Saturday,True,FY2023-24
20240128,2024-01-28,28,1,January,Q1,2024,4,7,Sunday,True,FY2023-24
20240129,2024-01-29,29,1,January,Q1,2024,5,1,Monday,False,FY2023-24
20240130,2024-01-30,30,1,January,Q1,2024,5,2,Tuesday,False,FY2023-24
20240131,2024-01-31,31,1,January,Q1,2024,5,3,Wednesday,False,FY2023-24
20240201,2024-02-01,1,2,February,Q1,2024,5,4,Thursday,False,FY2023-24
20240202,2024-02-02,2,2,February,Q1,2024,5,5,Friday,False,FY2023-24
20240203,2024-02-03,3,2,February,Q1,2024,5,6,Saturday,True,FY2023-24
20240204,2024-02-04,4,2,February,Q1,2024,5,7,Sunday,True,FY2023-24
20240205,2024-02-05,5,2,February,Q1,2024,6,1,Monday,False,FY2023-24
20240206,2024-02-06,6,2,February,Q1,2024,6,2,Tuesday,False,FY2023-24
20240207,2024-02-07,7,2,February,Q1,2024,6,3,Wednesday,False,FY2023-24
20240208,2024-02-08,8,2,February,Q1,2024,6,4,Thursday,False,FY2023-24
20240209,2024-02-09,9,2,February,Q1,2024,6,5,Friday,False,FY2023-24
20240210,2024-02-10,10,2,February,Q1,2024,6,6,Saturday,True,FY2023-24
20240211,2024-02-11,11,2,February,Q1,2024,6,7,Sunday,True,FY2023-24
20240212,2024-02-12,12,2,February,Q1,2024,7,1,Monday,False,FY2023-24
20240213,2024-02-13,13,2,February,Q1,2024,7,2,Tuesday,False,FY2023-24
20240214,2024-02-14,14,2,February,Q1,2024,7,3,Wednesday,False,FY2023-24
20240215,2024-02-15,15,2,February,Q1,2024,7,4,Thursday,False,FY2023-24
20240216,2024-02-16,16,2,February,Q1,2024,7,5,Friday,False,FY2023-24
20240217,2024-02-17,17,2,February,Q1,2024,7,6,Saturday,True,FY2023-24
20240218,2024-02-18,18,2,February,Q1,2024,7,7,Sunday,True,FY2023-24
20240219,2024-02-19,19,2,February,Q1,2024,8,1,Monday,False,FY2023-24
20240220,2024-02-20,20,2,February,Q1,2024,8,2,Tuesday,False,FY2023-24
20240221,2024-02-21,21,2,February,Q1,2024,8,3,Wednesday,False,FY2023-24
20240222,2024-02-22,22,2,February,Q1,2024,8,4,Thursday,False,FY2023-24
20240223,2024-02-23,23,2,February,Q1,2024,8,5,Friday,False,FY2023-24
20240224,2024-02-24,24,2,February,Q1,2024,8,6,Saturday,True,FY2023-24
20240225,2024-02-25,25,2,February,Q1,2024,8,7,Sunday,True,FY2023-24
20240226,2024-02-26,26,2,February,Q1,2024,9,1,Monday,False,FY2023-24
20240227,2024-02-27,27,2,February,Q1,2024,9,2,Tuesday,False,FY2023-24
20240228,2024-02-28,28,2,February,Q1,2024,9,3,Wednesday,False,FY2023-24
20240229,2024-02-29,29,2,February,Q1,2024,9,4,Thursday,False,FY2023-24
20240301,2024-03-01,1,3,March,Q1,2024,9,5,Friday,False,FY2023-24
20240302,2024-03-02,2,3,March,Q1,2024,9,6,Saturday,True,FY2023-24
20240303,2024-03-03,3,3,March,Q1,2024,9,7,Sunday,True,FY2023-24
20240304,2024-03-04,4,3,March,Q1,2024,10,1,Monday,False,FY2023-24
20240305,2024-03-05,5,3,March,Q1,2024,10,2,Tuesday,False,FY2023-24
20240306,2024-03-06,6,3,March,Q1,2024,10,3,Wednesday,False,FY2023-24
20240307,2024-03-07,7,3,March,Q1,2024,10,4,Thursday,False,FY2023-24
20240308,2024-03-08,8,3,March,Q1,2024,10,5,Friday,False,FY2023-24
20240309,2024-03-09,9,3,March,Q1,2024,10,6,Saturday,True,FY2023-24
20240310,2024-03-10,10,3,March,Q1,2024,10,7,Sunday,True,FY2023-24
20240311,2024-03-11,11,3,March,Q1,2024,11,1,Monday,False,FY2023-24
20240312,2024-03-12,12,3,March,Q1,2024,11,2,Tuesday,False,FY2023-24
20240313,2024-03-13,13,3,March,Q1,2024,11,3,Wednesday,False,FY2023-24
20240314,2024-03-14,14,3,March,Q1,2024,11,4,Thursday,False,FY2023-24
20240315,2024-03-15,15,3,March,Q1,2024,11,5,Friday,False,FY2023-24
20240316,2024-03-16,16,3,March,Q1,2024,11,6,Saturday,True,FY2023-24
20240317,2024-03-17,17,3,March,Q1,2024,11,7,Sunday,True,FY2023-24
20240318,2024-03-18,18,3,March,Q1,2024,12,1,Monday,False,FY2023-24
20240319,2024-03-19,19,3,March,Q1,2024,12,2,Tuesday,False,FY2023-24
20240320,2024-03-20,20,3,March,Q1,2024,12,3,Wednesday,False,FY2023-24
20240321,2024-03-21,21,3,March,Q1,2024,12,4,Thursday,False,FY2023-24
20240322,2024-03-22,22,3,March,Q1,2024,12,5,Friday,False,FY2023-24
20240323,2024-03-23,23,3,March,Q1,2024,12,6,Saturday,True,FY2023-24
20240324,2024-03-24,24,3,March,Q1,2024,12,7,Sunday,True,FY2023-24
20240325,2024-03-25,25,3,March,Q1,2024,13,1,Monday,False,FY2023-24
20240326,2024-03-26,26,3,March,Q1,2024,13,2,Tuesday,False,FY2023-24
20240327,2024-03-27,27,3,March,Q1,2024,13,3,Wednesday,False,FY2023-24
20240328,2024-03-28,28,3,March,Q1,2024,13,4,Thursday,False,FY2023-24
20240329,2024-03-29,29,3,March,Q1,2024,13,5,Friday,False,FY2023-24
20240330,2024-03-30,30,3,March,Q1,2024,13,6,Saturday,True,FY2023-24
20240331,2024-03-31,31,3,March,Q1,2024,13,7,Sunday,True,FY2023-24
20240401,2024-04-01,1,4,April,Q2,2024,14,1,Monday,False,FY2024-25
20240402,2024-04-02,2,4,April,Q2,2024,14,2,Tuesday,False,FY2024-25
20240403,2024-04-03,3,4,April,Q2,2024,14,3,Wednesday,False,FY2024-25
20240404,2024-04-04,4,4,April,Q2,2024,14,4,Thursday,False,FY2024-25
20240405,2024-04-05,5,4,April,Q2,2024,14,5,Friday,False,FY2024-25
20240406,2024-04-06,6,4,April,Q2,2024,14,6,Saturday,True,FY2024-25
20240407,2024-04-07,7,4,April,Q2,2024,14,7,Sunday,True,FY2024-25
20240408,2024-04-08,8,4,April,Q2,2024,15,1,Monday,False,FY2024-25
20240409,2024-04-09,9,4,April,Q2,2024,15,2,Tuesday,False,FY2024-25
20240410,2024-04-10,10,4,April,Q2,2024,15,3,Wednesday,False,FY2024-25
20240411,2024-04-11,11,4,April,Q2,2024,15,4,Thursday,False,FY2024-25
20240412,2024-04-12,12,4,April,Q2,2024,15,5,Friday,False,FY2024-25
20240413,2024-04-13,13,4,April,Q2,2024,15,6,Saturday,True,FY2024-25
20240414,2024-04-14,14,4,April,Q2,2024,15,7,Sunday,True,FY2024-25
20240415,2024-04-15,15,4,April,Q2,2024,16,1,Monday,False,FY2024-25
20240416,2024-04-16,16,4,April,Q2,2024,16,2,Tuesday,False,FY2024-25
20240417,2024-04-17,17,4,April,Q2,2024,16,3,Wednesday,False,FY2024-25
20240418,2024-04-18,18,4,April,Q2,2024,16,4,Thursday,False,FY2024-25
20240419,2024-04-19,19,4,April,Q2,2024,16,5,Friday,False,FY2024-25
20240420,2024-04-20,20,4,April,Q2,2024,16,6,Saturday,True,FY2024-25
20240421,2024-04-21,21,4,April,Q2,2024,16,7,Sunday,True,FY2024-25
20240422,2024-04-22,22,4,April,Q2,2024,17,1,Monday,False,FY2024-25
20240423,2024-04-23,23,4,April,Q2,2024,17,2,Tuesday,False,FY2024-25
20240424,2024-04-24,24,4,April,Q2,2024,17,3,Wednesday,False,FY2024-25
20240425,2024-04-25,25,4,April,Q2,2024,17,4,Thursday,False,FY2024-25
20240426,2024-04-26,26,4,April,Q2,2024,17,5,Friday,False,FY2024-25
20240427,2024-04-27,27,4,April,Q2,2024,17,6,Saturday,True,FY2024-25
20240428,2024-04-28,28,4,April,Q2,2024,17,7,Sunday,True,FY2024-25
20240429,2024-04-29,29,4,April,Q2,2024,18,1,Monday,False,FY2024-25
20240430,2024-04-30,30,4,April,Q2,2024,18,2,Tuesday,False,FY2024-25
20240501,2024-05-01,1,5,May,Q2,2024,18,3,Wednesday,False,FY2024-25
20240502,2024-05-02,2,5,May,Q2,2024,18,4,Thursday,False,FY2024-25
20240503,2024-05-03,3,5,May,Q2,2024,18,5,Friday,False,FY2024-25
20240504,2024-05-04,4,5,May,Q2,2024,18,6,Saturday,True,FY2024-25
20240505,2024-05-05,5,5,May,Q2,2024,18,7,Sunday,True,FY2024-25
20240506,2024-05-06,6,5,May,Q2,2024,19,1,Monday,False,FY2024-25
20240507,2024-05-07,7,5,May,Q2,2024,19,2,Tuesday,False,FY2024-25
20240508,2024-05-08,8,5,May,Q2,2024,19,3,Wednesday,False,FY2024-25
20240509,2024-05-09,9,5,May,Q2,2024,19,4,Thursday,False,FY2024-25
20240510,2024-05-10,10,5,May,Q2,2024,19,5,Friday,False,FY2024-25
20240511,2024-05-11,11,5,May,Q2,2024,19,6,Saturday,True,FY2024-25
20240512,2024-05-12,12,5,May,Q2,2024,19,7,Sunday,True,FY2024-25
20240513,2024-05-13,13,5,May,Q2,2024,20,1,Monday,False,FY2024-25
20240514,2024-05-14,14,5,May,Q2,2024,20,2,Tuesday,False,FY2024-25
20240515,2024-05-15,15,5,May,Q2,2024,20,3,Wednesday,False,FY2024-25
20240516,2024-05-16,16,5,May,Q2,2024,20,4,Thursday,False,FY2024-25
20240517,2024-05-17,17,5,May,Q2,2024,20,5,Friday,False,FY2024-25
20240518,2024-05-18,18,5,May,Q2,2024,20,6,Saturday,True,FY2024-25
20240519,2024-05-19,19,5,May,Q2,2024,20,7,Sunday,True,FY2024-25
20240520,2024-05-20,20,5,May,Q2,2024,21,1,Monday,False,FY2024-25
20240521,2024-05-21,21,5,May,Q2,2024,21,2,Tuesday,False,FY2024-25
20240522,2024-05-22,22,5,May,Q2,2024,21,3,Wednesday,False,FY2024-25
20240523,2024-05-23,23,5,May,Q2,2024,21,4,Thursday,False,FY2024-25
20240524,2024-05-24,24,5,May,Q2,2024,21,5,Friday,False,FY2024-25
20240525,2024-05-25,25,5,May,Q2,2024,21,6,Saturday,True,FY2024-25
20240526,2024-05-26,26,5,May,Q2,2024,21,7,Sunday,True,FY2024-25
20240527,2024-05-27,27,5,May,Q2,2024,22,1,Monday,False,FY2024-25
20240528,2024-05-28,28,5,May,Q2,2024,22,2,Tuesday,False,FY2024-25
20240529,2024-05-29,29,5,May,Q2,2024,22,3,Wednesday,False,FY2024-25
20240530,2024-05-30,30,5,May,Q2,2024,22,4,Thursday,False,FY2024-25
20240531,2024-05-31,31,5,May,Q2,2024,22,5,Friday,False,FY2024-25
20240601,2024-06-01,1,6,June,Q2,2024,22,6,Saturday,True,FY2024-25
20240602,2024-06-02,2,6,June,Q2,2024,22,7,Sunday,True,FY2024-25
20240603,2024-06-03,3,6,June,Q2,2024,23,1,Monday,False,FY2024-25
20240604,2024-06-04,4,6,June,Q2,2024,23,2,Tuesday,False,FY2024-25
20240605,2024-06-05,5,6,June,Q2,2024,23,3,Wednesday,False,FY2024-25
20240606,2024-06-06,6,6,June,Q2,2024,23,4,Thursday,False,FY2024-25
20240607,2024-06-07,7,6,June,Q2,2024,23,5,Friday,False,FY2024-25
20240608,2024-06-08,8,6,June,Q2,2024,23,6,Saturday,True,FY2024-25
20240609,2024-06-09,9,6,June,Q2,2024,23,7,Sunday,True,FY2024-25
20240610,2024-06-10,10,6,June,Q2,2024,24,1,Monday,False,FY2024-25
20240611,2024-06-11,11,6,June,Q2,2024,24,2,Tuesday,False,FY2024-25
20240612,2024-06-12,12,6,June,Q2,2024,24,3,Wednesday,False,FY2024-25
20240613,2024-06-13,13,6,June,Q2,2024,24,4,Thursday,False,FY2024-25
20240614,2024-06-14,14,6,June,Q2,2024,24,5,Friday,False,FY2024-25
20240615,2024-06-15,15,6,June,Q2,2024,24,6,Saturday,True,FY2024-25
20240616,2024-06-16,16,6,June,Q2,2024,24,7,Sunday,True,FY2024-25
20240617,2024-06-17,17,6,June,Q2,2024,25,1,Monday,False,FY2024-25
20240618,2024-06-18,18,6,June,Q2,2024,25,2,Tuesday,False,FY2024-25
20240619,2024-06-19,19,6,June,Q2,2024,25,3,Wednesday,False,FY2024-25
20240620,2024-06-20,20,6,June,Q2,2024,25,4,Thursday,False,FY2024-25
20240621,2024-06-21,21,6,June,Q2,2024,25,5,Friday,False,FY2024-25
20240622,2024-06-22,22,6,June,Q2,2024,25,6,Saturday,True,FY2024-25
20240623,2024-06-23,23,6,June,Q2,2024,25,7,Sunday,True,FY2024-25
20240624,2024-06-24,24,6,June,Q2,2024,26,1,Monday,False,FY2024-25
20240625,2024-06-25,25,6,June,Q2,2024,26,2,Tuesday,False,FY2024-25
20240626,2024-06-26,26,6,June,Q2,2024,26,3,Wednesday,False,FY2024-25
20240627,2024-06-27,27,6,June,Q2,2024,26,4,Thursday,False,FY2024-25
20240628,2024-06-28,28,6,June,Q2,2024,26,5,Friday,False,FY2024-25
20240629,2024-06-29,29,6,June,Q2,2024,26,6,Saturday,True,FY2024-25
20240630,2024-06-30,30,6,June,Q2,2024,26,7,Sunday,True,FY2024-25
20240701,2024-07-01,1,7,July,Q3,2024,27,1,Monday,False,FY2024-25
20240702,2024-07-02,2,7,July,Q3,2024,27,2,Tuesday,False,FY2024-25
20240703,2024-07-03,3,7,July,Q3,2024,27,3,Wednesday,False,FY2024-25
20240704,2024-07-04,4,7,July,Q3,2024,27,4,Thursday,False,FY2024-25
20240705,2024-07-05,5,7,July,Q3,2024,27,5,Friday,False,FY2024-25
20240706,2024-07-06,6,7,July,Q3,2024,27,6,Saturday,True,FY2024-25
20240707,2024-07-07,7,7,July,Q3,2024,27,7,Sunday,True,FY2024-25
20240708,2024-07-08,8,7,July,Q3,2024,28,1,Monday,False,FY2024-25
20240709,2024-07-09,9,7,July,Q3,2024,28,2,Tuesday,False,FY2024-25
20240710,2024-07-10,10,7,July,Q3,2024,28,3,Wednesday,False,FY2024-25
20240711,2024-07-11,11,7,July,Q3,2024,28,4,Thursday,False,FY2024-25
20240712,2024-07-12,12,7,July,Q3,2024,28,5,Friday,False,FY2024-25
20240713,2024-07-13,13,7,July,Q3,2024,28,6,Saturday,True,FY2024-25
20240714,2024-07-14,14,7,July,Q3,2024,28,7,Sunday,True,FY2024-25
20240715,2024-07-15,15,7,July,Q3,2024,29,1,Monday,False,FY2024-25
20240716,2024-07-16,16,7,July,Q3,2024,29,2,Tuesday,False,FY2024-25
20240717,2024-07-17,17,7,July,Q3,2024,29,3,Wednesday,False,FY2024-25
20240718,2024-07-18,18,7,July,Q3,2024,29,4,Thursday,False,FY2024-25
20240719,2024-07-19,19,7,July,Q3,2024,29,5,Friday,False,FY2024-25
20240720,2024-07-20,20,7,July,Q3,2024,29,6,Saturday,True,FY2024-25
20240721,2024-07-21,21,7,July,Q3,2024,29,7,Sunday,True,FY2024-25
20240722,2024-07-22,22,7,July,Q3,2024,30,1,Monday,False,FY2024-25
20240723,2024-07-23,23,7,July,Q3,2024,30,2,Tuesday,False,FY2024-25
20240724,2024-07-24,24,7,July,Q3,2024,30,3,Wednesday,False,FY2024-25
20240725,2024-07-25,25,7,July,Q3,2024,30,4,Thursday,False,FY2024-25
20240726,2024-07-26,26,7,July,Q3,2024,30,5,Friday,False,FY2024-25
20240727,2024-07-27,27,7,July,Q3,2024,30,6,Saturday,True,FY2024-25
20240728,2024-07-28,28,7,July,Q3,2024,30,7,Sunday,True,FY2024-25
20240729,2024-07-29,29,7,July,Q3,2024,31,1,Monday,False,FY2024-25
20240730,2024-07-30,30,7,July,Q3,2024,31,2,Tuesday,False,FY2024-25
20240731,2024-07-31,31,7,July,Q3,2024,31,3,Wednesday,False,FY2024-25
20240801,2024-08-01,1,8,August,Q3,2024,31,4,Thursday,False,FY2024-25
20240802,2024-08-02,2,8,August,Q3,2024,31,5,Friday,False,FY2024-25
20240803,2024-08-03,3,8,August,Q3,2024,31,6,Saturday,True,FY2024-25
20240804,2024-08-04,4,8,August,Q3,2024,31,7,Sunday,True,FY2024-25
20240805,2024-08-05,5,8,August,Q3,2024,32,1,Monday,False,FY2024-25
20240806,2024-08-06,6,8,August,Q3,2024,32,2,Tuesday,False,FY2024-25
20240807,2024-08-07,7,8,August,Q3,2024,32,3,Wednesday,False,FY2024-25
20240808,2024-08-08,8,8,August,Q3,2024,32,4,Thursday,False,FY2024-25
20240809,2024-08-09,9,8,August,Q3,2024,32,5,Friday,False,FY2024-25
20240810,2024-08-10,10,8,August,Q3,2024,32,6,Saturday,True,FY2024-25
20240811,2024-08-11,11,8,August,Q3,2024,32,7,Sunday,True,FY2024-25
20240812,2024-08-12,12,8,August,Q3,2024,33,1,Monday,False,FY2024-25
20240813,2024-08-13,13,8,August,Q3,2024,33,2,Tuesday,False,FY2024-25
20240814,2024-08-14,14,8,August,Q3,2024,33,3,Wednesday,False,FY2024-25
20240815,2024-08-15,15,8,August,Q3,2024,33,4,Thursday,False,FY2024-25
20240816,2024-08-16,16,8,August,Q3,2024,33,5,Friday,False,FY2024-25
20240817,2024-08-17,17,8,August,Q3,2024,33,6,Saturday,True,FY2024-25
20240818,2024-08-18,18,8,August,Q3,2024,33,7,Sunday,True,FY2024-25
20240819,2024-08-19,19,8,August,Q3,2024,34,1,Monday,False,FY2024-25
20240820,2024-08-20,20,8,August,Q3,2024,34,2,Tuesday,False,FY2024-25
20240821,2024-08-21,21,8,August,Q3,2024,34,3,Wednesday,False,FY2024-25
20240822,2024-08-22,22,8,August,Q3,2024,34,4,Thursday,False,FY2024-25
20240823,2024-08-23,23,8,August,Q3,2024,34,5,Friday,False,FY2024-25
20240824,2024-08-24,24,8,August,Q3,2024,34,6,Saturday,True,FY2024-25
20240825,2024-08-25,25,8,August,Q3,2024,34,7,Sunday,True,FY2024-25
20240826,2024-08-26,26,8,August,Q3,2024,35,1,Monday,False,FY2024-25
20240827,2024-08-27,27,8,August,Q3,2024,35,2,Tuesday,False,FY2024-25
20240828,2024-08-28,28,8,August,Q3,2024,35,3,Wednesday,False,FY2024-25
20240829,2024-08-29,29,8,August,Q3,2024,35,4,Thursday,False,FY2024-25
20240830,2024-08-30,30,8,August,Q3,2024,35,5,Friday,False,FY2024-25
20240831,2024-08-31,31,8,August,Q3,2024,35,6,Saturday,True,FY2024-25
20240901,2024-09-01,1,9,September,Q3,2024,35,7,Sunday,True,FY2024-25
20240902,2024-09-02,2,9,September,Q3,2024,36,1,Monday,False,FY2024-25
20240903,2024-09-03,3,9,September,Q3,2024,36,2,Tuesday,False,FY2024-25
20240904,2024-09-04,4,9,September,Q3,2024,36,3,Wednesday,False,FY2024-25
20240905,2024-09-05,5,9,September,Q3,2024,36,4,Thursday,False,FY2024-25
20240906,2024-09-06,6,9,September,Q3,2024,36,5,Friday,False,FY2024-25
20240907,2024-09-07,7,9,September,Q3,2024,36,6,Saturday,True,FY2024-25
20240908,2024-09-08,8,9,September,Q3,2024,36,7,Sunday,True,FY2024-25
20240909,2024-09-09,9,9,September,Q3,2024,37,1,Monday,False,FY2024-25
20240910,2024-09-10,10,9,September,Q3,2024,37,2,Tuesday,False,FY2024-25
20240911,2024-09-11,11,9,September,Q3,2024,37,3,Wednesday,False,FY2024-25
20240912,2024-09-12,12,9,September,Q3,2024,37,4,Thursday,False,FY2024-25
20240913,2024-09-13,13,9,September,Q3,2024,37,5,Friday,False,FY2024-25
20240914,2024-09-14,14,9,September,Q3,2024,37,6,Saturday,True,FY2024-25
20240915,2024-09-15,15,9,September,Q3,2024,37,7,Sunday,True,FY2024-25
20240916,2024-09-16,16,9,September,Q3,2024,38,1,Monday,False,FY2024-25
20240917,2024-09-17,17,9,September,Q3,2024,38,2,Tuesday,False,FY2024-25
20240918,2024-09-18,18,9,September,Q3,2024,38,3,Wednesday,False,FY2024-25
20240919,2024-09-19,19,9,September,Q3,2024,38,4,Thursday,False,FY2024-25
20240920,2024-09-20,20,9,September,Q3,2024,38,5,Friday,False,FY2024-25
20240921,2024-09-21,21,9,September,Q3,2024,38,6,Saturday,True,FY2024-25
