date_sk,date,year,quarter,month,month_name,financial_year,quote_volume,policies_issued,conversion_rate,premium_collected,claims_paid,claim_amount,claim_ratio,ai_usage,manual_underwriting_pct,customer_satisfaction,average_journey_time
20251031,2025-10-31,2025,4,10,October,2025-2026,258.0,26.0,10.077519379844961,1249002.0,3.0,255833.0,20.48299362210789,564.0,40.94488188976378,3.3067375886524824,538.9341085271318
20251101,2025-11-01,2025,4,11,November,2025-2026,275.0,17.0,6.181818181818182,1331057.0,3.0,311653.0,23.413948463514334,470.0,34.172661870503596,3.304255319148936,514.9090909090909
20251102,2025-11-02,2025,4,11,November,2025-2026,284.0,29.0,10.211267605633804,1369290.0,1.0,135235.0,9.8762862505386,574.0,32.52595155709342,3.461672473867596,558.7042253521126
20251103,2025-11-03,2025,4,11,November,2025-2026,255.0,17.0,6.666666666666667,1222480.0,8.0,820793.0,67.14163012891827,551.0,31.517509727626457,3.3992740471869327,564.2941176470588
20251104,2025-11-04,2025,4,11,November,2025-2026,282.0,33.0,11.702127659574469,1366281.0,1.0,6439.0,0.4712793341926002,530.0,35.83617747440273,3.3754716981132074,529.918439716312
20251105,2025-11-05,2025,4,11,November,2025-2026,263.0,23.0,8.745247148288973,1283950.0,4.0,214033.0,16.669885898983605,559.0,31.417624521072796,3.250447227191413,551.1482889733841
20251106,2025-11-06,2025,4,11,November,2025-2026,256.0,36.0,14.0625,1232999.0,5.0,580140.0,47.05113305039177,513.0,36.328125,3.405458089668616,545.08984375
20251107,2025-11-07,2025,4,11,November,2025-2026,270.0,32.0,11.851851851851853,1317174.0,3.0,316697.0,24.04367228627349,498.0,41.98473282442748,3.3734939759036147,559.7888888888889
20251108,2025-11-08,2025,4,11,November,2025-2026,273.0,26.0,9.523809523809524,1324527.0,2.0,163145.0,12.317227206391413,550.0,33.69565217391305,3.3163636363636364,543.6813186813187
20251109,2025-11-09,2025,4,11,November,2025-2026,281.0,37.0,13.167259786476867,1365440.0,3.0,318823.0,23.34946976798688,533.0,33.44594594594595,3.2870544090056284,541.6014234875445
20251110,2025-11-10,2025,4,11,November,2025-2026,304.0,30.0,9.868421052631579,1463803.0,4.0,468298.0,31.991873223377738,579.0,31.203007518796994,3.2867012089810017,538.5723684210526
20251111,2025-11-11,2025,4,11,November,2025-2026,282.0,36.0,12.76595744680851,1363773.0,4.0,270410.0,19.828079893061382,580.0,38.515901060070675,3.2293103448275864,554.7978723404256
20251112,2025-11-12,2025,4,11,November,2025-2026,289.0,19.0,6.5743944636678195,1400156.0,2.0,58148.0,4.152965812380907,590.0,37.63066202090592,3.3661016949152542,538.3494809688582
20251113,2025-11-13,2025,4,11,November,2025-2026,276.0,28.0,10.144927536231885,1324262.0,4.0,334741.0,25.277550816983346,570.0,34.01360544217687,3.294736842105263,553.4601449275362
20251114,2025-11-14,2025,4,11,November,2025-2026,259.0,30.0,11.583011583011583,1253819.0,4.0,358490.0,28.59184619151568,534.0,37.591240875912405,3.3820224719101124,527.957528957529
20251115,2025-11-15,2025,4,11,November,2025-2026,248.0,20.0,8.064516129032258,1180290.0,5.0,244935.0,20.752103296647434,523.0,38.07829181494662,3.3250478011472278,530.6612903225806
20251116,2025-11-16,2025,4,11,November,2025-2026,233.0,18.0,7.725321888412018,1136586.0,4.0,379076.0,33.35216164900852,510.0,30.252100840336134,3.3450980392156864,539.8111587982833
20251117,2025-11-17,2025,4,11,November,2025-2026,262.0,24.0,9.16030534351145,1275892.0,4.0,346747.0,27.17683001382562,444.0,33.45864661654135,3.4324324324324325,541.6603053435115
20251118,2025-11-18,2025,4,11,November,2025-2026,286.0,25.0,8.741258741258742,1369536.0,3.0,246127.0,17.97156117108276,536.0,39.27125506072874,3.296641791044776,514.1643356643357
20251119,2025-11-19,2025,4,11,November,2025-2026,269.0,28.0,10.408921933085502,1281347.0,5.0,401321.0,31.32024346254371,563.0,39.453125,3.230905861456483,547.9368029739777
20251120,2025-11-20,2025,4,11,November,2025-2026,262.0,28.0,10.687022900763358,1258324.0,4.0,301266.0,23.941846456079674,544.0,39.163498098859314,3.3474264705882355,539.4732824427481
20251121,2025-11-21,2025,4,11,November,2025-2026,280.0,27.0,9.642857142857144,1346119.0,7.0,576811.0,42.849926343807645,548.0,38.72053872053872,3.386861313868613,548.9928571428571
20251122,2025-11-22,2025,4,11,November,2025-2026,256.0,20.0,7.8125,1246408.0,3.0,319950.0,25.66976463565702,550.0,36.46616541353384,3.370909090909091,540.05859375
20251123,2025-11-23,2025,4,11,November,2025-2026,280.0,28.0,10.0,1375204.0,4.0,177127.0,12.880052704907783,524.0,36.4,3.4026717557251906,560.1
20251124,2025-11-24,2025,4,11,November,2025-2026,260.0,29.0,11.153846153846155,1256137.0,0.0,0.0,0.0,519.0,35.785953177257525,3.3198458574181116,554.6461538461539
20251125,2025-11-25,2025,4,11,November,2025-2026,250.0,19.0,7.6,1213209.0,5.0,281646.0,23.214961313343373,545.0,38.68312757201646,3.304587155963303,559.312
20251126,2025-11-26,2025,4,11,November,2025-2026,270.0,22.0,8.148148148148149,1316476.0,4.0,406670.0,30.890802414931983,554.0,33.70786516853933,3.259927797833935,549.5555555555555
20251127,2025-11-27,2025,4,11,November,2025-2026,276.0,23.0,8.333333333333332,1336873.0,1.0,31103.0,2.3265485951171128,505.0,34.12698412698413,3.3504950495049504,517.5652173913044
20251128,2025-11-28,2025,4,11,November,2025-2026,268.0,31.0,11.567164179104477,1293817.0,1.0,5262.0,0.40670357554430037,500.0,38.52459016393443,3.376,540.1380597014926
20251129,2025-11-29,2025,4,11,November,2025-2026,262.0,25.0,9.541984732824428,1259713.0,5.0,380851.0,30.233156282423057,562.0,35.0,3.398576512455516,537.8435114503817
20251130,2025-11-30,2025,4,11,November,2025-2026,245.0,23.0,9.387755102040817,1187127.0,2.0,182661.0,15.38681202600901,507.0,38.435374149659864,3.3727810650887573,532.3714285714286
20251201,2025-12-01,2025,4,12,December,2025-2026,305.0,29.0,9.508196721311474,1465877.0,5.0,241278.0,16.459634744252075,510.0,38.059701492537314,3.4313725490196076,548.0622950819672
20251202,2025-12-02,2025,4,12,December,2025-2026,293.0,28.0,9.556313993174061,1430165.0,0.0,0.0,0.0,583.0,38.513513513513516,3.3327615780445967,556.7474402730376
20251203,2025-12-03,2025,4,12,December,2025-2026,267.0,21.0,7.865168539325842,1285957.0,5.0,394282.0,30.660589739781347,570.0,38.02281368821293,3.2157894736842105,510.1947565543071
20251204,2025-12-04,2025,4,12,December,2025-2026,247.0,26.0,10.526315789473683,1204336.0,8.0,643514.0,53.43309508309974,529.0,38.582677165354326,3.3572778827977316,557.3684210526316
20251205,2025-12-05,2025,4,12,December,2025-2026,271.0,29.0,10.70110701107011,1315301.0,5.0,267955.0,20.372142954350373,511.0,33.935018050541515,3.328767123287671,548.8450184501845
20251206,2025-12-06,2025,4,12,December,2025-2026,235.0,26.0,11.063829787234042,1144350.0,8.0,791808.0,69.19281688294664,512.0,36.904761904761905,3.318359375,541.531914893617
20251207,2025-12-07,2025,4,12,December,2025-2026,258.0,26.0,10.077519379844961,1253388.0,6.0,396419.0,31.627796021662885,519.0,40.3921568627451,3.3352601156069364,563.7364341085271
20251208,2025-12-08,2025,4,12,December,2025-2026,260.0,22.0,8.461538461538462,1258992.0,6.0,669001.0,53.13782772249546,502.0,37.45454545454546,3.185258964143426,511.5423076923077
20251209,2025-12-09,2025,4,12,December,2025-2026,279.0,19.0,6.810035842293908,1359453.0,5.0,371658.0,27.338789939777246,535.0,37.06563706563706,3.364485981308411,546.6057347670251
20251210,2025-12-10,2025,4,12,December,2025-2026,251.0,25.0,9.9601593625498,1211324.0,4.0,362587.0,29.93311450941284,503.0,37.45019920318725,3.429423459244533,553.6294820717131
20251211,2025-12-11,2025,4,12,December,2025-2026,265.0,16.0,6.037735849056604,1289119.0,0.0,0.0,0.0,508.0,35.06944444444444,3.265748031496063,529.4528301886793
20251212,2025-12-12,2025,4,12,December,2025-2026,277.0,22.0,7.9422382671480145,1333119.0,4.0,242677.0,18.20370124497513,529.0,40.8,3.3194706994328924,529.5018050541516
20251213,2025-12-13,2025,4,12,December,2025-2026,248.0,30.0,12.096774193548388,1195523.0,6.0,458489.0,38.35049597540156,532.0,40.07936507936508,3.2518796992481205,562.8306451612904
20251214,2025-12-14,2025,4,12,December,2025-2026,262.0,35.0,13.358778625954198,1263288.0,7.0,760877.0,60.22989215444142,548.0,38.24701195219124,3.3138686131386863,578.5076335877862
20251215,2025-12-15,2025,4,12,December,2025-2026,279.0,27.0,9.67741935483871,1320511.0,4.0,258183.0,19.55174928493591,524.0,36.22641509433962,3.3110687022900764,547.5304659498208
20251216,2025-12-16,2025,4,12,December,2025-2026,267.0,24.0,8.98876404494382,1287621.0,7.0,554152.0,43.0368874070864,536.0,37.992831541218635,3.300373134328358,560.5393258426966
20251217,2025-12-17,2025,4,12,December,2025-2026,273.0,24.0,8.791208791208792,1297806.0,4.0,440351.0,33.930417951527424,515.0,42.80701754385965,3.21747572815534,547.1062271062272
20251218,2025-12-18,2025,4,12,December,2025-2026,223.0,24.0,10.762331838565023,1084020.0,3.0,205288.0,18.937657976790096,505.0,34.20074349442379,3.3623762376237623,543.9955156950673
20251219,2025-12-19,2025,4,12,December,2025-2026,291.0,40.0,13.745704467353953,1396904.0,2.0,183579.0,13.141847972373192,536.0,33.07984790874524,3.3078358208955225,537.7044673539519
20251220,2025-12-20,2025,4,12,December,2025-2026,270.0,26.0,9.62962962962963,1316509.0,7.0,386402.0,29.350501971501902,511.0,35.08771929824561,3.2367906066536203,562.2074074074075
20251221,2025-12-21,2025,4,12,December,2025-2026,241.0,19.0,7.883817427385892,1157720.0,10.0,850371.0,73.45221642538783,523.0,40.647482014388494,3.349904397705545,532.161825726141
20251222,2025-12-22,2025,4,12,December,2025-2026,261.0,33.0,12.643678160919542,1268561.0,4.0,353820.0,27.891445504000203,498.0,36.74242424242424,3.2429718875502007,554.8505747126437
20251223,2025-12-23,2025,4,12,December,2025-2026,268.0,26.0,9.701492537313433,1295195.0,6.0,528451.0,40.800883264682156,525.0,36.22047244094488,3.220952380952381,571.6679104477612
20251224,2025-12-24,2025,4,12,December,2025-2026,267.0,18.0,6.741573033707865,1281101.0,4.0,161861.0,12.634522961109235,526.0,34.21052631578947,3.4372623574144487,538.4756554307116
20251225,2025-12-25,2025,4,12,December,2025-2026,283.0,31.0,10.954063604240282,1374582.0,2.0,232395.0,16.906594150076167,542.0,31.203007518796994,3.263837638376384,566.5724381625441
20251226,2025-12-26,2025,4,12,December,2025-2026,259.0,23.0,8.880308880308881,1246604.0,4.0,406299.0,32.59246721492952,487.0,39.015151515151516,3.291581108829569,516.7335907335907
20251227,2025-12-27,2025,4,12,December,2025-2026,279.0,36.0,12.903225806451612,1353257.0,3.0,206139.0,15.232805003040811,555.0,38.095238095238095,3.254054054054054,546.483870967742
20251228,2025-12-28,2025,4,12,December,2025-2026,284.0,33.0,11.619718309859154,1374160.0,6.0,530403.0,38.59834371543343,566.0,38.46153846153847,3.1908127208480566,559.443661971831
20251229,2025-12-29,2025,4,12,December,2025-2026,283.0,30.0,10.60070671378092,1385522.0,4.0,237437.0,17.137006846517053,552.0,37.63066202090592,3.2681159420289854,544.9681978798586
20251230,2025-12-30,2025,4,12,December,2025-2026,273.0,31.0,11.355311355311356,1333031.0,5.0,459395.0,34.462439358124456,547.0,35.27272727272727,3.3180987202925047,554.8901098901099
20251231,2025-12-31,2025,4,12,December,2025-2026,268.0,18.0,6.7164179104477615,1289533.0,7.0,509056.0,39.4759963490659,572.0,36.84210526315789,3.410839160839161,512.3320895522388
20260101,2026-01-01,2026,1,1,January,2025-2026,0.0,0.0,,0.0,2.0,156339.0,15633900.0,339.0,37.5609756097561,3.368731563421829,
20260102,2026-01-02,2026,1,1,January,2025-2026,0.0,0.0,,0.0,4.0,406188.0,40618800.0,186.0,34.78260869565217,3.3225806451612905,
20260103,2026-01-03,2026,1,1,January,2025-2026,0.0,0.0,,0.0,8.0,378446.0,37844600.0,0.0,36.69724770642202,,
20260104,2026-01-04,2026,1,1,January,2025-2026,0.0,0.0,,0.0,2.0,184053.0,18405300.0,0.0,42.857142857142854,,
20260105,2026-01-05,2026,1,1,January,2025-2026,0.0,0.0,,0.0,6.0,458440.0,45844000.0,0.0,,,
20260106,2026-01-06,2026,1,1,January,2025-2026,0.0,0.0,,0.0,1.0,6961.0,696100.0,0.0,,,
20260107,2026-01-07,2026,1,1,January,2025-2026,0.0,0.0,,0.0,6.0,468579.0,46857900.0,0.0,,,
20260108,2026-01-08,2026,1,1,January,2025-2026,0.0,0.0,,0.0,10.0,570317.0,57031700.0,0.0,,,
20260109,2026-01-09,2026,1,1,January,2025-2026,0.0,0.0,,0.0,3.0,296431.0,29643100.0,0.0,,,
20260110,2026-01-10,2026,1,1,January,2025-2026,0.0,0.0,,0.0,5.0,331246.0,33124600.0,0.0,,,
20260111,2026-01-11,2026,1,1,January,2025-2026,0.0,0.0,,0.0,4.0,343225.0,34322500.0,0.0,,,
20260112,2026-01-12,2026,1,1,January,2025-2026,0.0,0.0,,0.0,6.0,611438.0,61143800.0,0.0,,,
20260113,2026-01-13,2026,1,1,January,2025-2026,0.0,0.0,,0.0,8.0,580411.0,58041100.0,0.0,,,
20260114,2026-01-14,2026,1,1,January,2025-2026,0.0,0.0,,0.0,5.0,442668.0,44266800.0,0.0,,,
20260115,2026-01-15,2026,1,1,January,2025-2026,0.0,0.0,,0.0,6.0,453359.0,45335900.0,0.0,,,
20260116,2026-01-16,2026,1,1,January,2025-2026,0.0,0.0,,0.0,3.0,265153.0,26515300.0,0.0,,,
20260117,2026-01-17,2026,1,1,January,2025-2026,0.0,0.0,,0.0,4.0,174557.0,17455700.0,0.0,,,
20260118,2026-01-18,2026,1,1,January,2025-2026,0.0,0.0,,0.0,1.0,115414.0,11541400.0,0.0,,,
20260119,2026-01-19,2026,1,1,January,2025-2026,0.0,0.0,,0.0,6.0,579951.0,57995100.0,0.0,,,
20260120,2026-01-20,2026,1,1,January,2025-2026,0.0,0.0,,0.0,3.0,257966.0,25796600.0,0.0,,,
20260121,2026-01-21,2026,1,1,January,2025-2026,0.0,0.0,,0.0,5.0,530035.0,53003500.0,0.0,,,
20260122,2026-01-22,2026,1,1,January,2025-2026,0.0,0.0,,0.0,4.0,369712.0,36971200.0,0.0,,,
20260123,2026-01-23,2026,1,1,January,2025-2026,0.0,0.0,,0.0,1.0,76936.0,7693600.0,0.0,,,
20260124,2026-01-24,2026,1,1,January,2025-2026,0.0,0.0,,0.0,5.0,319433.0,31943300.0,0.0,,,
20260125,2026-01-25,2026,1,1,January,2025-2026,0.0,0.0,,0.0,6.0,384342.0,38434200.0,0.0,,,
20260126,2026-01-26,2026,1,1,January,2025-2026,0.0,0.0,,0.0,7.0,373916.0,37391600.0,0.0,,,
20260127,2026-01-27,2026,1,1,January,2025-2026,0.0,0.0,,0.0,4.0,341401.0,34140100.0,0.0,,,
20260128,2026-01-28,2026,1,1,January,2025-2026,0.0,0.0,,0.0,5.0,464690.0,46469000.0,0.0,,,
20260129,2026-01-29,2026,1,1,January,2025-2026,0.0,0.0,,0.0,5.0,341635.0,34163500.0,0.0,,,
20260130,2026-01-30,2026,1,1,January,2025-2026,0.0,0.0,,0.0,2.0,137290.0,13729000.0,0.0,,,
20260131,2026-01-31,2026,1,1,January,2025-2026,0.0,0.0,,0.0,6.0,616676.0,61667600.0,0.0,,,
20260201,2026-02-01,2026,1,2,February,2025-2026,0.0,0.0,,0.0,8.0,892681.0,89268100.0,0.0,,,
20260202,2026-02-02,2026,1,2,February,2025-2026,0.0,0.0,,0.0,3.0,358386.0,35838600.0,0.0,,,
20260203,2026-02-03,2026,1,2,February,2025-2026,0.0,0.0,,0.0,6.0,282788.0,28278800.0,0.0,,,
20260204,2026-02-04,2026,1,2,February,2025-2026,0.0,0.0,,0.0,4.0,217011.0,21701100.0,0.0,,,
20260205,2026-02-05,2026,1,2,February,2025-2026,0.0,0.0,,0.0,6.0,425775.0,42577500.0,0.0,,,
20260206,2026-02-06,2026,1,2,February,2025-2026,0.0,0.0,,0.0,3.0,272255.0,27225500.0,0.0,,,
20260207,2026-02-07,2026,1,2,February,2025-2026,0.0,0.0,,0.0,2.0,241952.0,24195200.0,0.0,,,
20260208,2026-02-08,2026,1,2,February,2025-2026,0.0,0.0,,0.0,4.0,287002.0,28700200.0,0.0,,,
20260209,2026-02-09,2026,1,2,February,2025-2026,0.0,0.0,,0.0,7.0,400593.0,40059300.0,0.0,,,
20260210,2026-02-10,2026,1,2,February,2025-2026,0.0,0.0,,0.0,5.0,469663.0,46966300.0,0.0,,,
20260211,2026-02-11,2026,1,2,February,2025-2026,0.0,0.0,,0.0,6.0,426033.0,42603300.0,0.0,,,
20260212,2026-02-12,2026,1,2,February,2025-2026,0.0,0.0,,0.0,6.0,489575.0,48957500.0,0.0,,,
20260213,2026-02-13,2026,1,2,February,2025-2026,0.0,0.0,,0.0,7.0,671472.0,67147200.0,0.0,,,
20260214,2026-02-14,2026,1,2,February,2025-2026,0.0,0.0,,0.0,3.0,218230.0,21823000.0,0.0,,,
20260215,2026-02-15,2026,1,2,February,2025-2026,0.0,0.0,,0.0,5.0,334029.0,33402900.0,0.0,,,
20260216,2026-02-16,2026,1,2,February,2025-2026,0.0,0.0,,0.0,2.0,199016.0,19901600.0,0.0,,,
20260217,2026-02-17,2026,1,2,February,2025-2026,0.0,0.0,,0.0,4.0,342316.0,34231600.0,0.0,,,
20260218,2026-02-18,2026,1,2,February,2025-2026,0.0,0.0,,0.0,5.0,418290.0,41829000.0,0.0,,,
20260219,2026-02-19,2026,1,2,February,2025-2026,0.0,0.0,,0.0,6.0,482382.0,48238200.0,0.0,,,
20260220,2026-02-20,2026,1,2,February,2025-2026,0.0,0.0,,0.0,7.0,592464.0,59246400.0,0.0,,,
20260221,2026-02-21,2026,1,2,February,2025-2026,0.0,0.0,,0.0,3.0,154453.0,15445300.0,0.0,,,
20260222,2026-02-22,2026,1,2,February,2025-2026,0.0,0.0,,0.0,1.0,81789.0,8178900.0,0.0,,,
20260223,2026-02-23,2026,1,2,February,2025-2026,0.0,0.0,,0.0,7.0,713571.0,71357100.0,0.0,,,
20260224,2026-02-24,2026,1,2,February,2025-2026,0.0,0.0,,0.0,6.0,607220.0,60722000.0,0.0,,,
20260225,2026-02-25,2026,1,2,February,2025-2026,0.0,0.0,,0.0,5.0,391082.0,39108200.0,0.0,,,
20260226,2026-02-26,2026,1,2,February,2025-2026,0.0,0.0,,0.0,4.0,294663.0,29466300.0,0.0,,,
20260227,2026-02-27,2026,1,2,February,2025-2026,0.0,0.0,,0.0,4.0,315134.0,31513400.0,0.0,,,
20260228,2026-02-28,2026,1,2,February,2025-2026,0.0,0.0,,0.0,2.0,96991.0,9699100.0,0.0,,,
20260301,2026-03-01,2026,1,3,March,2025-2026,0.0,0.0,,0.0,11.0,896613.0,89661300.0,0.0,,,
20260302,2026-03-02,2026,1,3,March,2025-2026,0.0,0.0,,0.0,5.0,307517.0,30751700.0,0.0,,,
20260303,2026-03-03,2026,1,3,March,2025-2026,0.0,0.0,,0.0,9.0,622106.0,62210600.0,0.0,,,
20260304,2026-03-04,2026,1,3,March,2025-2026,0.0,0.0,,0.0,3.0,231762.0,23176200.0,0.0,,,
20260305,2026-03-05,2026,1,3,March,2025-2026,0.0,0.0,,0.0,2.0,123527.0,12352700.0,0.0,,,
20260306,2026-03-06,2026,1,3,March,2025-2026,0.0,0.0,,0.0,5.0,338207.0,33820700.0,0.0,,,
20260307,2026-03-07,2026,1,3,March,2025-2026,0.0,0.0,,0.0,4.0,361959.0,36195900.0,0.0,,,
20260308,2026-03-08,2026,1,3,March,2025-2026,0.0,0.0,,0.0,3.0,283051.0,28305100.0,0.0,,,
20260309,2026-03-09,2026,1,3,March,2025-2026,0.0,0.0,,0.0,6.0,318924.0,31892400.0,0.0,,,
20260310,2026-03-10,2026,1,3,March,2025-2026,0.0,0.0,,0.0,2.0,75354.0,7535400.0,0.0,,,
20260311,2026-03-11,2026,1,3,March,2025-2026,0.0,0.0,,0.0,3.0,156031.0,15603100.0,0.0,,,
20260312,2026-03-12,2026,1,3,March,2025-2026,0.0,0.0,,0.0,2.0,136470.0,13647000.0,0.0,,,
20260313,2026-03-13,2026,1,3,March,2025-2026,0.0,0.0,,0.0,1.0,143178.0,14317800.0,0.0,,,
20260314,2026-03-14,2026,1,3,March,2025-2026,0.0,0.0,,0.0,5.0,301400.0,30140000.0,0.0,,,
20260315,2026-03-15,2026,1,3,March,2025-2026,0.0,0.0,,0.0,7.0,600523.0,60052300.0,0.0,,,
20260316,2026-03-16,2026,1,3,March,2025-2026,0.0,0.0,,0.0,3.0,312432.0,31243200.0,0.0,,,
20260317,2026-03-17,2026,1,3,March,2025-2026,0.0,0.0,,0.0,3.0,215608.0,21560800.0,0.0,,,
20260318,2026-03-18,2026,1,3,March,2025-2026,0.0,0.0,,0.0,9.0,665890.0,66589000.0,0.0,,,
20260319,2026-03-19,2026,1,3,March,2025-2026,0.0,0.0,,0.0,7.0,612100.0,61210000.0,0.0,,,
20260320,2026-03-20,2026,1,3,March,2025-2026,0.0,0.0,,0.0,4.0,358229.0,35822900.0,0.0,,,
20260321,2026-03-21,2026,1,3,March,2025-2026,0.0,0.0,,0.0,6.0,437484.0,43748400.0,0.0,,,
20260322,2026-03-22,2026,1,3,March,2025-2026,0.0,0.0,,0.0,1.0,17303.0,1730300.0,0.0,,,
20260323,2026-03-23,2026,1,3,March,2025-2026,0.0,0.0,,0.0,4.0,362097.0,36209700.0,0.0,,,
20260324,2026-03-24,2026,1,3,March,2025-2026,0.0,0.0,,0.0,7.0,527215.0,52721500.0,0.0,,,
20260325,2026-03-25,2026,1,3,March,2025-2026,0.0,0.0,,0.0,7.0,347257.0,34725700.0,0.0,,,
20260326,2026-03-26,2026,1,3,March,2025-2026,0.0,0.0,,0.0,6.0,428980.0,42898000.0,0.0,,,
20260327,2026-03-27,2026,1,3,March,2025-2026,0.0,0.0,,0.0,5.0,416259.0,41625900.0,0.0,,,
20260328,2026-03-28,2026,1,3,March,2025-2026,0.0,0.0,,0.0,7.0,458124.0,45812400.0,0.0,,,
20260329,2026-03-29,2026,1,3,March,2025-2026,0.0,0.0,,0.0,5.0,533826.0,53382600.0,0.0,,,
20260330,2026-03-30,2026,1,3,March,2025-2026,0.0,0.0,,0.0,6.0,425040.0,42504000.0,0.0,,,
20260331,2026-03-31,2026,1,3,March,2025-2026,0.0,0.0,,0.0,2.0,169198.0,16919800.0,0.0,,,
20260401,2026-04-01,2026,2,4,April,2026-2027,0.0,0.0,,0.0,2.0,147597.0,14759700.0,0.0,,,
20260402,2026-04-02,2026,2,4,April,2026-2027,0.0,0.0,,0.0,4.0,281189.0,28118900.0,0.0,,,
20260403,2026-04-03,2026,2,4,April,2026-2027,0.0,0.0,,0.0,6.0,559730.0,55973000.0,0.0,,,
20260404,2026-04-04,2026,2,4,April,2026-2027,0.0,0.0,,0.0,3.0,194929.0,19492900.0,0.0,,,
20260405,2026-04-05,2026,2,4,April,2026-2027,0.0,0.0,,0.0,6.0,517464.0,51746400.0,0.0,,,
20260406,2026-04-06,2026,2,4,April,2026-2027,0.0,0.0,,0.0,2.0,179788.0,17978800.0,0.0,,,
20260407,2026-04-07,2026,2,4,April,2026-2027,0.0,0.0,,0.0,5.0,383514.0,38351400.0,0.0,,,
20260408,2026-04-08,2026,2,4,April,2026-2027,0.0,0.0,,0.0,5.0,377787.0,37778700.0,0.0,,,
20260409,2026-04-09,2026,2,4,April,2026-2027,0.0,0.0,,0.0,3.0,278736.0,27873600.0,0.0,,,
20260410,2026-04-10,2026,2,4,April,2026-2027,0.0,0.0,,0.0,3.0,272065.0,27206500.0,0.0,,,
20260411,2026-04-11,2026,2,4,April,2026-2027,0.0,0.0,,0.0,4.0,118872.0,11887200.0,0.0,,,
20260412,2026-04-12,2026,2,4,April,2026-2027,0.0,0.0,,0.0,7.0,569719.0,56971900.0,0.0,,,
20260413,2026-04-13,2026,2,4,April,2026-2027,0.0,0.0,,0.0,1.0,132029.0,13202900.0,0.0,,,
20260414,2026-04-14,2026,2,4,April,2026-2027,0.0,0.0,,0.0,9.0,757626.0,75762600.0,0.0,,,
20260415,2026-04-15,2026,2,4,April,2026-2027,0.0,0.0,,0.0,6.0,632287.0,63228700.0,0.0,,,
20260416,2026-04-16,2026,2,4,April,2026-2027,0.0,0.0,,0.0,4.0,350744.0,35074400.0,0.0,,,
20260417,2026-04-17,2026,2,4,April,2026-2027,0.0,0.0,,0.0,5.0,350543.0,35054300.0,0.0,,,
20260418,2026-04-18,2026,2,4,April,2026-2027,0.0,0.0,,0.0,1.0,85208.0,8520800.0,0.0,,,
20260419,2026-04-19,2026,2,4,April,2026-2027,0.0,0.0,,0.0,7.0,357758.0,35775800.0,0.0,,,
20260420,2026-04-20,2026,2,4,April,2026-2027,0.0,0.0,,0.0,5.0,352128.0,35212800.0,0.0,,,
20260421,2026-04-21,2026,2,4,April,2026-2027,0.0,0.0,,0.0,6.0,600087.0,60008700.0,0.0,,,
20260422,2026-04-22,2026,2,4,April,2026-2027,0.0,0.0,,0.0,3.0,276790.0,27679000.0,0.0,,,
20260423,2026-04-23,2026,2,4,April,2026-2027,0.0,0.0,,0.0,5.0,306919.0,30691900.0,0.0,,,
20260424,2026-04-24,2026,2,4,April,2026-2027,0.0,0.0,,0.0,5.0,353092.0,35309200.0,0.0,,,
20260425,2026-04-25,2026,2,4,April,2026-2027,0.0,0.0,,0.0,7.0,572186.0,57218600.0,0.0,,,
20260426,2026-04-26,2026,2,4,April,2026-2027,0.0,0.0,,0.0,3.0,227611.0,22761100.0,0.0,,,
20260427,2026-04-27,2026,2,4,April,2026-2027,0.0,0.0,,0.0,5.0,480643.0,48064300.0,0.0,,,
20260428,2026-04-28,2026,2,4,April,2026-2027,0.0,0.0,,0.0,6.0,569765.0,56976500.0,0.0,,,
20260429,2026-04-29,2026,2,4,April,2026-2027,0.0,0.0,,0.0,6.0,488287.0,48828700.0,0.0,,,
20260430,2026-04-30,2026,2,4,April,2026-2027,0.0,0.0,,0.0,5.0,285446.0,28544600.0,0.0,,,
20260501,2026-05-01,2026,2,5,May,2026-2027,0.0,0.0,,0.0,3.0,266357.0,26635700.0,0.0,,,
20260502,2026-05-02,2026,2,5,May,2026-2027,0.0,0.0,,0.0,10.0,756443.0,75644300.0,0.0,,,
20260503,2026-05-03,2026,2,5,May,2026-2027,0.0,0.0,,0.0,5.0,486823.0,48682300.0,0.0,,,
20260504,2026-05-04,2026,2,5,May,2026-2027,0.0,0.0,,0.0,7.0,604115.0,60411500.0,0.0,,,
20260505,2026-05-05,2026,2,5,May,2026-2027,0.0,0.0,,0.0,4.0,330316.0,33031600.0,0.0,,,
20260506,2026-05-06,2026,2,5,May,2026-2027,0.0,0.0,,0.0,2.0,271570.0,27157000.0,0.0,,,
20260507,2026-05-07,2026,2,5,May,2026-2027,0.0,0.0,,0.0,5.0,459398.0,45939800.0,0.0,,,
20260508,2026-05-08,2026,2,5,May,2026-2027,0.0,0.0,,0.0,7.0,335513.0,33551300.0,0.0,,,
20260509,2026-05-09,2026,2,5,May,2026-2027,0.0,0.0,,0.0,6.0,455908.0,45590800.0,0.0,,,
20260510,2026-05-10,2026,2,5,May,2026-2027,0.0,0.0,,0.0,6.0,462114.0,46211400.0,0.0,,,
20260511,2026-05-11,2026,2,5,May,2026-2027,0.0,0.0,,0.0,5.0,489027.0,48902700.0,0.0,,,
20260512,2026-05-12,2026,2,5,May,2026-2027,0.0,0.0,,0.0,8.0,675828.0,67582800.0,0.0,,,
20260513,2026-05-13,2026,2,5,May,2026-2027,0.0,0.0,,0.0,5.0,478630.0,47863000.0,0.0,,,
