quote_sk,quote_id,customer_sk,vehicle_sk,quoted_premium,sales_channel,days_since_last_contact,accepted_offer,conversion_flag,quote_status,quote_stage,device_type,quote_source,quote_date,load_date,source_system
63093,Q163092,63093,63093,5099.0,26.0,299,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-07-06,2026-08-01 17:22:07.213201,Vehicle Insurance
63094,Q163093,63094,63094,4979.0,122.0,148,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-01-20,2026-08-01 17:22:07.213201,Vehicle Insurance
63095,Q163094,63095,63095,5404.0,124.0,72,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-02-01,2026-08-01 17:22:07.213201,Vehicle Insurance
63096,Q163095,63096,63096,5351.0,26.0,220,0,0,Abandoned,Document Upload,Mobile,Aggregator,2025-07-01,2026-08-01 17:22:07.213201,Vehicle Insurance
63097,Q163096,63097,63097,4778.0,124.0,182,1,1,Converted,Policy Issued,Mobile,Agent,2025-03-28,2026-08-01 17:22:07.213201,Vehicle Insurance
63098,Q163097,63098,63098,4885.0,26.0,189,1,1,Converted,Policy Issued,Mobile,Mobile App,2025-04-13,2026-08-01 17:22:07.213201,Vehicle Insurance
63099,Q163098,63099,63099,5018.0,26.0,98,1,1,Converted,Policy Issued,Mobile,Aggregator,2025-07-01,2026-08-01 17:22:07.213201,Vehicle Insurance
63100,Q163099,63100,63100,4828.0,26.0,214,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-11-21,2026-08-01 17:22:07.213201,Vehicle Insurance
63101,Q163100,63101,63101,5537.0,26.0,44,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-12-14,2026-08-01 17:22:07.213201,Vehicle Insurance
63102,Q163101,63102,63102,5822.0,124.0,56,0,0,Abandoned,Document Upload,Mobile,Aggregator,2025-10-18,2026-08-01 17:22:07.213201,Vehicle Insurance
63103,Q163102,63103,63103,5478.0,15.0,142,0,0,Abandoned,Document Upload,Mobile,Aggregator,2025-11-07,2026-08-01 17:22:07.213201,Vehicle Insurance
63104,Q163103,63104,63104,4815.0,8.0,143,0,0,Abandoned,Document Upload,Mobile,Aggregator,2025-04-20,2026-08-01 17:22:07.213201,Vehicle Insurance
63105,Q163104,63105,63105,4973.0,124.0,209,1,0,Abandoned,Underwriting,Tablet,Aggregator,2025-01-31,2026-08-01 17:22:07.213201,Vehicle Insurance
63106,Q163105,63106,63106,5306.0,124.0,245,1,0,Abandoned,Underwriting,Mobile,Website,2025-06-07,2026-08-01 17:22:07.213201,Vehicle Insurance
63107,Q163106,63107,63107,4737.0,152.0,292,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-10-16,2026-08-01 17:22:07.213201,Vehicle Insurance
63108,Q163107,63108,63108,5224.0,154.0,85,0,0,Abandoned,Document Upload,Mobile,Mobile App,2025-08-16,2026-08-01 17:22:07.213201,Vehicle Insurance
63109,Q163108,63109,63109,5442.0,124.0,16,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-08-20,2026-08-01 17:22:07.213201,Vehicle Insurance
63110,Q163109,63110,63110,4709.0,124.0,148,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-06-22,2026-08-01 17:22:07.213201,Vehicle Insurance
63111,Q163110,63111,63111,4882.0,26.0,61,1,1,Converted,Policy Issued,Mobile,Aggregator,2025-06-30,2026-08-01 17:22:07.213201,Vehicle Insurance
63112,Q163111,63112,63112,4654.0,26.0,274,0,0,Abandoned,Document Upload,Tablet,Website,2025-01-01,2026-08-01 17:22:07.213201,Vehicle Insurance
63113,Q163112,63113,63113,4912.0,124.0,107,0,0,Abandoned,Document Upload,Desktop,Website,2025-12-29,2026-08-01 17:22:07.213201,Vehicle Insurance
63114,Q163113,63114,63114,5192.0,26.0,283,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,2025-01-18,2026-08-01 17:22:07.213201,Vehicle Insurance
63115,Q163114,63115,63115,5516.0,124.0,123,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-04-02,2026-08-01 17:22:07.213201,Vehicle Insurance
63116,Q163115,63116,63116,5567.0,7.0,107,0,0,Abandoned,Document Upload,Desktop,Mobile App,2025-08-21,2026-08-01 17:22:07.213201,Vehicle Insurance
63117,Q163116,63117,63117,5249.0,26.0,217,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-10-18,2026-08-01 17:22:07.213201,Vehicle Insurance
63118,Q163117,63118,63118,5596.0,124.0,74,1,1,Converted,Policy Issued,Mobile,Website,2025-05-08,2026-08-01 17:22:07.213201,Vehicle Insurance
63119,Q163118,63119,63119,4867.0,124.0,217,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-06-27,2026-08-01 17:22:07.213201,Vehicle Insurance
63120,Q163119,63120,63120,5567.0,26.0,207,0,0,Abandoned,Premium Calculation,Desktop,Agent,2025-09-03,2026-08-01 17:22:07.213201,Vehicle Insurance
63121,Q163120,63121,63121,4945.0,124.0,164,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,2025-07-30,2026-08-01 17:22:07.213201,Vehicle Insurance
63122,Q163121,63122,63122,5469.0,26.0,89,0,0,Abandoned,Document Upload,Mobile,Agent,2025-09-08,2026-08-01 17:22:07.213201,Vehicle Insurance
63123,Q163122,63123,63123,5092.0,122.0,292,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-11-13,2026-08-01 17:22:07.213201,Vehicle Insurance
63124,Q163123,63124,63124,5327.0,152.0,196,0,0,Abandoned,Premium Calculation,Tablet,Mobile App,2025-04-03,2026-08-01 17:22:07.213201,Vehicle Insurance
63125,Q163124,63125,63125,5221.0,124.0,124,1,0,Abandoned,Underwriting,Desktop,Agent,2025-05-01,2026-08-01 17:22:07.213201,Vehicle Insurance
63126,Q163125,63126,63126,5469.0,122.0,88,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-09-30,2026-08-01 17:22:07.213201,Vehicle Insurance
63127,Q163126,63127,63127,6375.0,124.0,94,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-01-13,2026-08-01 17:22:07.213201,Vehicle Insurance
63128,Q163127,63128,63128,5237.0,124.0,206,0,0,Abandoned,Premium Calculation,Desktop,Website,2025-11-20,2026-08-01 17:22:07.213201,Vehicle Insurance
63129,Q163128,63129,63129,5011.0,124.0,154,1,1,Converted,Policy Issued,Tablet,Mobile App,2025-06-12,2026-08-01 17:22:07.213201,Vehicle Insurance
63130,Q163129,63130,63130,5844.0,26.0,267,1,1,Converted,Policy Issued,Mobile,Mobile App,2025-03-13,2026-08-01 17:22:07.213201,Vehicle Insurance
63131,Q163130,63131,63131,5625.0,26.0,200,1,1,Converted,Policy Issued,Mobile,Website,2025-12-23,2026-08-01 17:22:07.213201,Vehicle Insurance
63132,Q163131,63132,63132,4779.0,124.0,77,0,0,Abandoned,Document Upload,Mobile,Mobile App,2025-06-16,2026-08-01 17:22:07.213201,Vehicle Insurance
63133,Q163132,63133,63133,4981.0,7.0,50,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,2025-03-15,2026-08-01 17:22:07.213201,Vehicle Insurance
63134,Q163133,63134,63134,5821.0,124.0,222,0,0,Abandoned,Document Upload,Tablet,Agent,2025-10-19,2026-08-01 17:22:07.213201,Vehicle Insurance
63135,Q163134,63135,63135,5024.0,114.0,204,0,0,Abandoned,Premium Calculation,Desktop,Website,2025-06-22,2026-08-01 17:22:07.213201,Vehicle Insurance
63136,Q163135,63136,63136,4994.0,124.0,28,0,0,Abandoned,Document Upload,Tablet,Aggregator,2025-11-08,2026-08-01 17:22:07.213201,Vehicle Insurance
63137,Q163136,63137,63137,4635.0,26.0,142,0,0,Abandoned,Premium Calculation,Desktop,Agent,2025-11-14,2026-08-01 17:22:07.213201,Vehicle Insurance
63138,Q163137,63138,63138,5163.0,124.0,50,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-06-16,2026-08-01 17:22:07.213201,Vehicle Insurance
63139,Q163138,63139,63139,5603.0,16.0,276,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-10-19,2026-08-01 17:22:07.213201,Vehicle Insurance
63140,Q163139,63140,63140,4849.0,30.0,181,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-10-28,2026-08-01 17:22:07.213201,Vehicle Insurance
63141,Q163140,63141,63141,5500.0,26.0,272,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-04-07,2026-08-01 17:22:07.213201,Vehicle Insurance
63142,Q163141,63142,63142,4641.0,124.0,35,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-06-19,2026-08-01 17:22:07.213201,Vehicle Insurance
63143,Q163142,63143,63143,5424.0,26.0,68,0,0,Abandoned,Document Upload,Desktop,Aggregator,2025-07-24,2026-08-01 17:22:07.213201,Vehicle Insurance
63144,Q163143,63144,63144,5014.0,26.0,230,0,0,Abandoned,Document Upload,Mobile,Mobile App,2025-08-31,2026-08-01 17:22:07.213201,Vehicle Insurance
63145,Q163144,63145,63145,5333.0,124.0,270,1,1,Converted,Policy Issued,Mobile,Aggregator,2025-12-10,2026-08-01 17:22:07.213201,Vehicle Insurance
63146,Q163145,63146,63146,5087.0,124.0,54,1,0,Abandoned,Document Upload,Mobile,Agent,2025-01-06,2026-08-01 17:22:07.213201,Vehicle Insurance
63147,Q163146,63147,63147,4854.0,26.0,36,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-01-29,2026-08-01 17:22:07.213201,Vehicle Insurance
63148,Q163147,63148,63148,4965.0,124.0,70,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-06-14,2026-08-01 17:22:07.213201,Vehicle Insurance
63149,Q163148,63149,63149,4796.0,124.0,283,1,1,Converted,Policy Issued,Mobile,Website,2025-03-15,2026-08-01 17:22:07.213201,Vehicle Insurance
63150,Q163149,63150,63150,4945.0,26.0,150,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-03-03,2026-08-01 17:22:07.213201,Vehicle Insurance
63151,Q163150,63151,63151,4745.0,26.0,27,0,0,Abandoned,Document Upload,Desktop,Website,2025-02-09,2026-08-01 17:22:07.213201,Vehicle Insurance
63152,Q163151,63152,63152,5467.0,124.0,158,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-03-05,2026-08-01 17:22:07.213201,Vehicle Insurance
63153,Q163152,63153,63153,5579.0,26.0,248,0,0,Abandoned,Document Upload,Mobile,Mobile App,2025-08-14,2026-08-01 17:22:07.213201,Vehicle Insurance
63154,Q163153,63154,63154,5550.0,54.0,86,0,0,Abandoned,Premium Calculation,Desktop,Agent,2025-01-29,2026-08-01 17:22:07.213201,Vehicle Insurance
63155,Q163154,63155,63155,5127.0,157.0,277,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,2025-02-21,2026-08-01 17:22:07.213201,Vehicle Insurance
63156,Q163155,63156,63156,4777.0,19.0,255,1,0,Abandoned,Payment,Desktop,Aggregator,2025-10-04,2026-08-01 17:22:07.213201,Vehicle Insurance
63157,Q163156,63157,63157,4665.0,124.0,285,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,2025-01-19,2026-08-01 17:22:07.213201,Vehicle Insurance
63158,Q163157,63158,63158,5036.0,122.0,144,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,2025-10-01,2026-08-01 17:22:07.213201,Vehicle Insurance
63159,Q163158,63159,63159,5605.0,122.0,75,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-09-26,2026-08-01 17:22:07.213201,Vehicle Insurance
63160,Q163159,63160,63160,5014.0,26.0,200,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-04-23,2026-08-01 17:22:07.213201,Vehicle Insurance
63161,Q163160,63161,63161,5386.0,124.0,296,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-11-07,2026-08-01 17:22:07.213201,Vehicle Insurance
63162,Q163161,63162,63162,5619.0,124.0,78,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-09-01,2026-08-01 17:22:07.213201,Vehicle Insurance
63163,Q163162,63163,63163,5040.0,26.0,295,1,1,Converted,Policy Issued,Mobile,Agent,2025-11-20,2026-08-01 17:22:07.213201,Vehicle Insurance
63164,Q163163,63164,63164,4937.0,124.0,296,0,0,Abandoned,Document Upload,Mobile,Website,2025-09-25,2026-08-01 17:22:07.213201,Vehicle Insurance
63165,Q163164,63165,63165,5271.0,124.0,13,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-03-23,2026-08-01 17:22:07.213201,Vehicle Insurance
63166,Q163165,63166,63166,4869.0,26.0,55,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-04-25,2026-08-01 17:22:07.213201,Vehicle Insurance
63167,Q163166,63167,63167,5546.0,124.0,103,0,0,Abandoned,Document Upload,Desktop,Mobile App,2025-11-11,2026-08-01 17:22:07.213201,Vehicle Insurance
63168,Q163167,63168,63168,6284.0,124.0,160,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-02-20,2026-08-01 17:22:07.213201,Vehicle Insurance
63169,Q163168,63169,63169,4996.0,124.0,94,1,1,Converted,Policy Issued,Desktop,Aggregator,2025-03-27,2026-08-01 17:22:07.213201,Vehicle Insurance
63170,Q163169,63170,63170,5485.0,26.0,55,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-12-29,2026-08-01 17:22:07.213201,Vehicle Insurance
63171,Q163170,63171,63171,4933.0,26.0,173,1,0,Abandoned,Document Upload,Mobile,Website,2025-04-22,2026-08-01 17:22:07.213201,Vehicle Insurance
63172,Q163171,63172,63172,5246.0,124.0,296,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-08-04,2026-08-01 17:22:07.213201,Vehicle Insurance
63173,Q163172,63173,63173,4796.0,26.0,16,1,1,Converted,Policy Issued,Mobile,Website,2025-10-19,2026-08-01 17:22:07.213201,Vehicle Insurance
63174,Q163173,63174,63174,5183.0,124.0,280,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-09-28,2026-08-01 17:22:07.213201,Vehicle Insurance
63175,Q163174,63175,63175,5596.0,124.0,299,0,0,Abandoned,Document Upload,Mobile,Agent,2025-04-21,2026-08-01 17:22:07.213201,Vehicle Insurance
63176,Q163175,63176,63176,5395.0,124.0,282,0,0,Abandoned,Document Upload,Mobile,Aggregator,2025-01-30,2026-08-01 17:22:07.213201,Vehicle Insurance
63177,Q163176,63177,63177,6241.0,26.0,223,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-01-11,2026-08-01 17:22:07.213201,Vehicle Insurance
63178,Q163177,63178,63178,5680.0,163.0,118,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-03-15,2026-08-01 17:22:07.213201,Vehicle Insurance
63179,Q163178,63179,63179,5527.0,156.0,293,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-03-11,2026-08-01 17:22:07.213201,Vehicle Insurance
63180,Q163179,63180,63180,5601.0,124.0,263,1,1,Converted,Policy Issued,Tablet,Agent,2025-02-22,2026-08-01 17:22:07.213201,Vehicle Insurance
63181,Q163180,63181,63181,4834.0,124.0,36,0,0,Abandoned,Premium Calculation,Tablet,Mobile App,2025-04-10,2026-08-01 17:22:07.213201,Vehicle Insurance
63182,Q163181,63182,63182,5574.0,124.0,150,1,1,Converted,Policy Issued,Mobile,Website,2025-02-05,2026-08-01 17:22:07.213201,Vehicle Insurance
63183,Q163182,63183,63183,4800.0,7.0,145,0,0,Abandoned,Premium Calculation,Tablet,Aggregator,2025-08-08,2026-08-01 17:22:07.213201,Vehicle Insurance
63184,Q163183,63184,63184,6141.0,26.0,75,0,0,Abandoned,Document Upload,Tablet,Website,2025-12-09,2026-08-01 17:22:07.213201,Vehicle Insurance
63185,Q163184,63185,63185,5245.0,29.0,92,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,2025-06-11,2026-08-01 17:22:07.213201,Vehicle Insurance
63186,Q163185,63186,63186,5504.0,26.0,150,1,0,Abandoned,Underwriting,Mobile,Agent,2025-05-27,2026-08-01 17:22:07.213201,Vehicle Insurance
63187,Q163186,63187,63187,5031.0,26.0,213,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-12-26,2026-08-01 17:22:07.213201,Vehicle Insurance
63188,Q163187,63188,63188,4668.0,26.0,23,0,0,Abandoned,Document Upload,Desktop,Website,2025-03-28,2026-08-01 17:22:07.213201,Vehicle Insurance
63189,Q163188,63189,63189,5377.0,26.0,111,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-08-28,2026-08-01 17:22:07.213201,Vehicle Insurance
63190,Q163189,63190,63190,6025.0,124.0,82,0,0,Abandoned,Document Upload,Desktop,Aggregator,2025-05-31,2026-08-01 17:22:07.213201,Vehicle Insurance
63191,Q163190,63191,63191,4881.0,26.0,72,0,0,Abandoned,Document Upload,Mobile,Mobile App,2025-10-31,2026-08-01 17:22:07.213201,Vehicle Insurance
63192,Q163191,63192,63192,5311.0,26.0,249,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-06-09,2026-08-01 17:22:07.213201,Vehicle Insurance
63193,Q163192,63193,63193,5577.0,124.0,118,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-01-08,2026-08-01 17:22:07.213201,Vehicle Insurance
63194,Q163193,63194,63194,4912.0,124.0,87,0,0,Abandoned,Document Upload,Mobile,Agent,2025-10-12,2026-08-01 17:22:07.213201,Vehicle Insurance
63195,Q163194,63195,63195,4836.0,26.0,118,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-11-23,2026-08-01 17:22:07.213201,Vehicle Insurance
63196,Q163195,63196,63196,5879.0,124.0,70,1,1,Converted,Policy Issued,Desktop,Agent,2025-02-05,2026-08-01 17:22:07.213201,Vehicle Insurance
63197,Q163196,63197,63197,4772.0,90.0,182,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,2025-10-14,2026-08-01 17:22:07.213201,Vehicle Insurance
63198,Q163197,63198,63198,5398.0,124.0,270,1,1,Converted,Policy Issued,Desktop,Mobile App,2025-09-26,2026-08-01 17:22:07.213201,Vehicle Insurance
63199,Q163198,63199,63199,6081.0,55.0,269,0,0,Abandoned,Document Upload,Mobile,Aggregator,2025-09-16,2026-08-01 17:22:07.213201,Vehicle Insurance
63200,Q163199,63200,63200,5205.0,124.0,295,1,1,Converted,Policy Issued,Desktop,Agent,2025-07-10,2026-08-01 17:22:07.213201,Vehicle Insurance
63201,Q163200,63201,63201,5371.0,15.0,123,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-09-12,2026-08-01 17:22:07.213201,Vehicle Insurance
63202,Q163201,63202,63202,5448.0,124.0,45,0,0,Abandoned,Premium Calculation,Tablet,Mobile App,2025-08-23,2026-08-01 17:22:07.213201,Vehicle Insurance
63203,Q163202,63203,63203,6066.0,124.0,214,1,0,Abandoned,Underwriting,Desktop,Agent,2025-12-27,2026-08-01 17:22:07.213201,Vehicle Insurance
63204,Q163203,63204,63204,6204.0,26.0,158,1,1,Converted,Policy Issued,Mobile,Website,2025-02-11,2026-08-01 17:22:07.213201,Vehicle Insurance
63205,Q163204,63205,63205,4649.0,26.0,148,0,0,Abandoned,Document Upload,Tablet,Website,2025-04-11,2026-08-01 17:22:07.213201,Vehicle Insurance
63206,Q163205,63206,63206,5417.0,122.0,15,0,0,Abandoned,Document Upload,Desktop,Aggregator,2025-01-10,2026-08-01 17:22:07.213201,Vehicle Insurance
63207,Q163206,63207,63207,5479.0,124.0,278,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-07-17,2026-08-01 17:22:07.213201,Vehicle Insurance
63208,Q163207,63208,63208,5077.0,26.0,162,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-05-14,2026-08-01 17:22:07.213201,Vehicle Insurance
63209,Q163208,63209,63209,4855.0,124.0,202,0,0,Abandoned,Document Upload,Mobile,Aggregator,2025-04-28,2026-08-01 17:22:07.213201,Vehicle Insurance
63210,Q163209,63210,63210,5372.0,4.0,132,1,0,Abandoned,Payment,Desktop,Aggregator,2025-07-06,2026-08-01 17:22:07.213201,Vehicle Insurance
63211,Q163210,63211,63211,4730.0,26.0,139,1,1,Converted,Policy Issued,Mobile,Website,2025-11-25,2026-08-01 17:22:07.213201,Vehicle Insurance
63212,Q163211,63212,63212,5368.0,124.0,230,0,0,Abandoned,Premium Calculation,Tablet,Website,2025-02-04,2026-08-01 17:22:07.213201,Vehicle Insurance
63213,Q163212,63213,63213,4923.0,26.0,296,0,0,Abandoned,Document Upload,Mobile,Aggregator,2025-10-02,2026-08-01 17:22:07.213201,Vehicle Insurance
63214,Q163213,63214,63214,5179.0,124.0,93,0,0,Abandoned,Document Upload,Mobile,Mobile App,2025-03-26,2026-08-01 17:22:07.213201,Vehicle Insurance
63215,Q163214,63215,63215,4694.0,124.0,15,0,0,Abandoned,Document Upload,Tablet,Mobile App,2025-01-04,2026-08-01 17:22:07.213201,Vehicle Insurance
63216,Q163215,63216,63216,5128.0,156.0,270,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-10-20,2026-08-01 17:22:07.213201,Vehicle Insurance
63217,Q163216,63217,63217,4705.0,26.0,249,1,0,Abandoned,Payment,Mobile,Agent,2025-05-26,2026-08-01 17:22:07.213201,Vehicle Insurance
63218,Q163217,63218,63218,5530.0,152.0,15,0,0,Abandoned,Premium Calculation,Tablet,Aggregator,2025-03-20,2026-08-01 17:22:07.213201,Vehicle Insurance
63219,Q163218,63219,63219,5333.0,124.0,126,1,1,Converted,Policy Issued,Tablet,Aggregator,2025-12-17,2026-08-01 17:22:07.213201,Vehicle Insurance
63220,Q163219,63220,63220,5264.0,124.0,16,0,0,Abandoned,Document Upload,Mobile,Website,2025-12-02,2026-08-01 17:22:07.213201,Vehicle Insurance
63221,Q163220,63221,63221,4754.0,26.0,167,1,1,Converted,Policy Issued,Mobile,Website,2025-05-08,2026-08-01 17:22:07.213201,Vehicle Insurance
63222,Q163221,63222,63222,4656.0,26.0,185,1,0,Abandoned,Document Upload,Desktop,Mobile App,2025-12-13,2026-08-01 17:22:07.213201,Vehicle Insurance
63223,Q163222,63223,63223,5244.0,26.0,29,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,2025-02-03,2026-08-01 17:22:07.213201,Vehicle Insurance
63224,Q163223,63224,63224,4905.0,124.0,293,0,0,Abandoned,Premium Calculation,Desktop,Website,2025-05-07,2026-08-01 17:22:07.213201,Vehicle Insurance
63225,Q163224,63225,63225,5201.0,26.0,272,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-08-12,2026-08-01 17:22:07.213201,Vehicle Insurance
63226,Q163225,63226,63226,5309.0,124.0,274,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,2025-06-24,2026-08-01 17:22:07.213201,Vehicle Insurance
63227,Q163226,63227,63227,4712.0,124.0,98,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-11-30,2026-08-01 17:22:07.213201,Vehicle Insurance
63228,Q163227,63228,63228,5115.0,26.0,38,1,1,Converted,Policy Issued,Tablet,Agent,2025-09-09,2026-08-01 17:22:07.213201,Vehicle Insurance
63229,Q163228,63229,63229,5092.0,124.0,280,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-01-22,2026-08-01 17:22:07.213201,Vehicle Insurance
63230,Q163229,63230,63230,4635.0,26.0,207,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-12-05,2026-08-01 17:22:07.213201,Vehicle Insurance
63231,Q163230,63231,63231,5598.0,124.0,35,1,0,Abandoned,Underwriting,Mobile,Website,2025-09-08,2026-08-01 17:22:07.213201,Vehicle Insurance
63232,Q163231,63232,63232,5305.0,12.0,267,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-03-09,2026-08-01 17:22:07.213201,Vehicle Insurance
63233,Q163232,63233,63233,4997.0,124.0,86,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-02-14,2026-08-01 17:22:07.213201,Vehicle Insurance
63234,Q163233,63234,63234,5100.0,124.0,131,1,1,Converted,Policy Issued,Desktop,Aggregator,2025-09-18,2026-08-01 17:22:07.213201,Vehicle Insurance
63235,Q163234,63235,63235,5343.0,26.0,120,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,2025-03-13,2026-08-01 17:22:07.213201,Vehicle Insurance
63236,Q163235,63236,63236,5078.0,124.0,13,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-12-02,2026-08-01 17:22:07.213201,Vehicle Insurance
63237,Q163236,63237,63237,5536.0,124.0,41,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,2025-01-16,2026-08-01 17:22:07.213201,Vehicle Insurance
63238,Q163237,63238,63238,5318.0,26.0,41,0,0,Abandoned,Document Upload,Tablet,Website,2025-06-22,2026-08-01 17:22:07.213201,Vehicle Insurance
63239,Q163238,63239,63239,4999.0,152.0,213,0,0,Abandoned,Document Upload,Desktop,Mobile App,2025-08-29,2026-08-01 17:22:07.213201,Vehicle Insurance
63240,Q163239,63240,63240,4969.0,26.0,240,0,0,Abandoned,Document Upload,Mobile,Aggregator,2025-11-08,2026-08-01 17:22:07.213201,Vehicle Insurance
63241,Q163240,63241,63241,5297.0,124.0,276,1,1,Converted,Policy Issued,Desktop,Website,2025-03-15,2026-08-01 17:22:07.213201,Vehicle Insurance
63242,Q163241,63242,63242,4907.0,26.0,234,0,0,Abandoned,Document Upload,Tablet,Agent,2025-07-15,2026-08-01 17:22:07.213201,Vehicle Insurance
63243,Q163242,63243,63243,4969.0,26.0,24,0,0,Abandoned,Document Upload,Mobile,Aggregator,2025-07-09,2026-08-01 17:22:07.213201,Vehicle Insurance
63244,Q163243,63244,63244,5444.0,124.0,251,0,0,Abandoned,Document Upload,Desktop,Mobile App,2025-03-29,2026-08-01 17:22:07.213201,Vehicle Insurance
63245,Q163244,63245,63245,5243.0,124.0,210,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-02-28,2026-08-01 17:22:07.213201,Vehicle Insurance
63246,Q163245,63246,63246,4709.0,26.0,181,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-04-16,2026-08-01 17:22:07.213201,Vehicle Insurance
63247,Q163246,63247,63247,5335.0,26.0,159,1,1,Converted,Policy Issued,Desktop,Website,2025-03-22,2026-08-01 17:22:07.213201,Vehicle Insurance
63248,Q163247,63248,63248,5422.0,26.0,241,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-11-30,2026-08-01 17:22:07.213201,Vehicle Insurance
63249,Q163248,63249,63249,5232.0,124.0,210,0,0,Abandoned,Document Upload,Desktop,Website,2025-10-12,2026-08-01 17:22:07.213201,Vehicle Insurance
63250,Q163249,63250,63250,4696.0,26.0,228,1,1,Converted,Policy Issued,Mobile,Agent,2025-09-13,2026-08-01 17:22:07.213201,Vehicle Insurance
63251,Q163250,63251,63251,4844.0,8.0,22,0,0,Abandoned,Document Upload,Tablet,Aggregator,2025-12-26,2026-08-01 17:22:07.213201,Vehicle Insurance
63252,Q163251,63252,63252,5045.0,26.0,167,0,0,Abandoned,Document Upload,Mobile,Agent,2025-05-20,2026-08-01 17:22:07.213201,Vehicle Insurance
63253,Q163252,63253,63253,4774.0,124.0,178,1,0,Abandoned,Document Upload,Desktop,Mobile App,2025-06-27,2026-08-01 17:22:07.213201,Vehicle Insurance
63254,Q163253,63254,63254,5181.0,124.0,84,1,0,Abandoned,Underwriting,Mobile,Website,2025-07-02,2026-08-01 17:22:07.213201,Vehicle Insurance
63255,Q163254,63255,63255,5353.0,124.0,102,1,1,Converted,Policy Issued,Desktop,Aggregator,2025-08-02,2026-08-01 17:22:07.213201,Vehicle Insurance
63256,Q163255,63256,63256,4915.0,26.0,38,0,0,Abandoned,Document Upload,Mobile,Website,2025-06-25,2026-08-01 17:22:07.213201,Vehicle Insurance
