policy_id,airbags,is_esc,is_tpms,is_parking_sensors,is_parking_camera,is_brake_assist,is_power_steering,is_speed_alert,ncap_rating,safety_score
ID16117,2,0,0,1,0,0,1,1,0,27.1
ID15067,6,1,1,1,1,1,1,1,3,88.0
ID75091,2,0,0,1,1,0,1,1,4,56.9
ID75114,2,0,0,1,0,1,1,1,2,44.9
ID65963,6,1,1,1,1,1,1,1,3,88.0
ID65938,2,0,0,1,0,0,1,1,0,27.1
ID11762,2,0,0,0,1,0,1,1,2,39.1
ID47632,2,0,0,1,0,0,1,1,2,39.1
ID47645,6,1,1,1,1,1,1,1,3,88.0
ID86416,2,0,0,1,0,1,1,1,2,44.9
ID83504,6,1,1,1,1,1,1,1,3,88.0
ID78480,6,1,0,1,1,1,1,1,0,64.3
ID47719,2,0,0,0,1,0,1,1,2,39.1
ID66108,2,0,0,1,0,1,1,1,2,44.9
ID66101,2,0,0,1,0,1,1,1,2,44.9
ID85599,2,0,0,1,0,1,1,1,2,44.9
ID61682,6,1,0,1,1,1,1,1,0,64.3
ID00977,2,0,0,1,0,0,1,1,0,27.1
ID42470,2,0,0,1,0,0,1,1,5,57.1
ID42500,6,1,0,1,1,1,1,1,0,64.3
ID56222,2,0,0,1,0,0,1,1,0,27.1
ID09314,2,0,0,1,0,0,1,1,2,39.1
ID42502,2,0,0,1,0,1,1,1,2,44.9
ID89946,2,0,0,1,0,1,1,1,2,44.9
ID66058,2,0,0,1,0,0,1,1,2,39.1
ID09300,6,1,1,1,1,1,1,1,3,88.0
ID42565,2,0,0,1,0,0,1,1,0,27.1
ID19934,2,0,0,1,0,0,1,1,0,27.1
ID47793,2,0,0,1,0,0,1,1,0,27.1
ID66163,2,0,0,1,0,0,1,1,0,27.1
ID56257,2,0,0,1,0,0,1,1,0,27.1
ID54264,6,1,1,1,1,1,1,1,3,88.0
ID54262,2,0,0,1,0,1,1,1,2,44.9
ID16143,2,0,0,1,0,0,1,1,0,27.1
ID16142,6,1,1,1,1,1,1,1,3,88.0
ID54282,2,0,0,1,0,0,1,1,0,27.1
ID29015,2,0,0,0,1,0,1,1,2,39.1
ID75036,2,0,0,1,0,0,1,1,0,27.1
ID95896,6,1,1,1,1,1,1,1,3,88.0
ID22819,2,0,0,1,0,0,1,1,0,27.1
ID61617,2,0,0,1,0,0,1,1,0,27.1
ID47774,2,0,0,1,0,0,1,1,2,39.1
ID77850,2,0,0,1,1,0,1,1,4,56.9
ID11800,2,0,0,1,0,1,1,1,2,44.9
ID47849,2,0,0,1,0,1,1,1,2,44.9
ID61552,6,1,1,1,1,1,1,1,3,88.0
ID66155,2,0,0,1,0,0,1,1,0,27.1
ID66178,2,0,0,1,0,0,1,1,2,39.1
ID66145,2,0,0,1,1,0,1,1,4,56.9
ID22849,6,1,1,1,1,1,1,1,3,88.0
ID66186,2,0,0,1,0,1,1,1,2,44.9
ID85584,2,0,0,1,0,0,1,1,0,27.1
ID47794,2,0,0,1,0,0,1,1,0,27.1
ID15021,2,0,0,1,0,1,1,1,2,44.9
ID16175,2,0,0,1,0,0,1,1,0,27.1
ID84012,2,0,0,1,0,0,1,1,0,27.1
ID09257,2,0,0,1,0,1,1,1,2,44.9
ID09255,2,0,0,1,0,0,1,1,0,27.1
ID19862,6,1,1,1,1,1,1,1,3,88.0
ID19854,2,0,0,1,0,1,1,1,2,44.9
ID11847,2,0,0,0,1,0,1,1,2,39.1
ID11846,6,1,0,1,1,1,1,1,0,64.3
ID86423,6,1,1,1,1,1,1,1,3,88.0
ID19826,2,0,0,1,0,0,1,1,0,27.1
ID19818,1,0,0,1,0,0,0,1,0,16.4
ID47874,2,0,0,1,0,1,1,1,2,44.9
ID81031,2,0,0,1,0,0,1,1,0,27.1
ID81023,2,0,0,0,1,0,1,1,2,39.1
ID28990,2,0,0,0,1,0,1,1,2,39.1
ID74992,2,0,0,1,0,0,1,1,2,39.1
ID04281,2,0,0,1,0,1,1,1,2,44.9
ID42349,2,0,0,1,0,0,1,1,0,27.1
ID47820,2,0,0,1,0,0,1,1,0,27.1
ID93977,2,0,0,1,0,1,1,1,2,44.9
ID19841,6,1,1,1,1,1,1,1,3,88.0
ID47835,1,0,0,1,0,0,0,1,0,16.4
ID42222,6,1,1,1,1,1,1,1,3,88.0
ID42211,2,0,0,1,0,1,1,1,2,44.9
ID92358,6,1,1,1,1,1,1,1,3,88.0
ID54235,2,0,0,1,0,0,1,1,2,39.1
ID54233,2,0,0,1,0,1,1,1,2,44.9
ID56268,2,0,0,1,0,1,1,1,2,44.9
ID75015,6,1,1,1,1,1,1,1,3,88.0
ID76670,2,0,0,1,0,1,1,1,2,44.9
ID31903,6,1,1,1,1,1,1,1,3,88.0
ID22910,2,0,0,1,0,0,1,1,0,27.1
ID22909,6,1,0,1,1,1,1,1,0,64.3
ID66248,2,0,0,1,0,0,1,1,0,27.1
ID89985,2,0,0,1,1,0,1,1,4,56.9
ID80316,6,1,1,1,1,1,1,1,3,88.0
ID42315,2,0,0,1,0,1,1,1,2,44.9
ID09235,6,1,0,1,1,1,1,1,0,64.3
ID77836,2,0,0,1,0,1,1,1,2,44.9
ID86443,6,1,1,1,1,1,1,1,3,88.0
ID11882,6,1,0,1,1,1,1,1,0,64.3
ID47897,2,0,0,1,0,0,1,1,0,27.1
ID88938,6,1,1,1,1,1,1,1,3,88.0
ID02772,2,0,0,1,0,0,1,1,0,27.1
ID91838,6,1,1,1,1,1,1,1,3,88.0
ID91835,1,0,0,1,0,0,0,1,0,16.4
ID31945,2,0,0,1,0,0,1,1,0,27.1
ID87777,6,1,1,1,1,1,1,1,3,88.0
ID74974,2,0,0,1,0,0,1,1,0,27.1
ID31923,2,0,0,1,0,0,1,1,2,39.1
ID31927,1,0,0,1,0,0,0,1,0,16.4
ID42231,2,0,0,1,0,0,1,1,0,27.1
ID09165,6,1,1,1,1,1,1,1,3,88.0
ID09151,2,0,0,1,1,0,1,1,4,56.9
ID42144,2,0,0,0,1,0,1,1,2,39.1
ID09134,2,0,0,1,0,1,1,1,2,44.9
ID42140,2,0,0,1,0,1,1,1,2,44.9
ID42139,2,0,0,1,0,1,1,1,2,44.9
ID31958,2,0,0,1,0,1,1,1,2,44.9
ID31988,6,1,1,1,1,1,1,1,3,88.0
ID31972,6,1,0,1,1,1,1,1,0,64.3
ID28942,6,1,0,1,1,1,1,1,0,64.3
ID56298,2,0,0,1,0,0,1,1,0,27.1
ID81066,6,1,1,1,1,1,1,1,3,88.0
ID00962,6,1,1,1,1,1,1,1,3,88.0
ID47906,2,0,0,1,0,1,1,1,2,44.9
ID47929,2,0,0,0,1,0,1,1,2,39.1
ID02768,6,1,1,1,1,1,1,1,3,88.0
ID02762,2,0,0,1,0,1,1,1,2,44.9
ID77839,2,0,0,1,0,1,1,1,2,44.9
ID47980,2,0,0,1,0,0,1,1,0,27.1
ID47999,2,0,0,1,0,0,1,1,0,27.1
ID66415,2,0,0,1,0,1,1,1,2,44.9
ID23025,2,0,0,1,0,1,1,1,2,44.9
ID28887,2,0,0,1,0,1,1,1,2,44.9
ID56326,2,0,0,1,0,1,1,1,2,44.9
ID87771,6,1,1,1,1,1,1,1,3,88.0
ID03372,6,1,1,1,1,1,1,1,3,88.0
ID04354,2,0,0,0,1,0,1,1,2,39.1
ID22998,2,0,0,1,0,1,1,1,2,44.9
ID22995,2,0,0,1,0,0,1,1,0,27.1
ID42128,2,0,0,1,0,0,1,1,0,27.1
ID19748,6,1,1,1,1,1,1,1,3,88.0
ID47957,2,0,0,1,0,0,1,1,0,27.1
ID47955,2,0,0,1,0,0,1,1,2,39.1
ID61450,6,1,1,1,1,1,1,1,3,88.0
ID61417,2,0,0,1,0,0,1,1,0,27.1
ID61413,2,0,0,1,0,0,1,1,0,27.1
ID93427,6,1,0,1,1,1,1,1,0,64.3
ID00156,2,0,0,1,0,1,1,1,2,44.9
ID32038,2,0,0,1,0,0,1,1,0,27.1
ID84042,2,0,0,1,0,0,1,1,0,27.1
ID02009,6,1,1,1,1,1,1,1,3,88.0
ID56356,2,0,0,1,0,1,1,1,2,44.9
ID56351,6,1,1,1,1,1,1,1,3,88.0
ID54169,6,1,1,1,1,1,1,1,3,88.0
ID74896,2,0,0,1,0,1,1,1,2,44.9
ID90001,6,1,1,1,1,1,1,1,3,88.0
ID23002,6,1,1,1,1,1,1,1,3,88.0
ID19738,6,1,1,1,1,1,1,1,3,88.0
ID19735,6,1,0,1,1,1,1,1,0,64.3
ID47985,2,0,0,1,0,0,1,1,0,27.1
ID48054,2,0,0,1,0,0,1,1,0,27.1
ID09052,6,1,1,1,1,1,1,1,3,88.0
ID66436,6,1,0,1,1,1,1,1,0,64.3
ID93424,2,0,0,1,0,0,1,1,0,27.1
ID85547,6,1,1,1,1,1,1,1,3,88.0
ID66458,2,0,0,1,0,0,1,1,0,27.1
ID74856,2,0,0,1,0,1,1,1,2,44.9
ID32064,2,0,0,1,0,0,1,1,2,39.1
ID28875,2,0,0,1,0,0,1,1,2,39.1
ID54153,2,0,0,1,0,0,1,1,2,39.1
ID00167,1,0,0,1,0,0,0,1,0,16.4
ID23021,2,0,0,1,1,0,1,1,4,56.9
ID42052,2,0,0,1,0,0,1,1,0,27.1
ID23036,2,0,0,1,0,1,1,1,2,44.9
ID42079,6,1,1,1,1,1,1,1,3,88.0
ID94019,2,0,0,1,0,0,1,1,0,27.1
ID32109,2,0,0,1,0,0,1,1,2,39.1
ID91804,2,0,0,1,0,0,1,1,0,27.1
ID28843,6,1,0,1,1,1,1,1,0,64.3
ID56376,2,0,0,1,0,0,1,1,2,39.1
ID56391,2,0,0,1,0,0,1,1,0,27.1
ID54131,2,0,0,1,1,0,1,1,4,56.9
ID28865,2,0,0,1,0,0,1,1,0,27.1
ID91802,2,0,0,1,0,0,1,1,0,27.1
ID95952,2,0,0,1,0,0,1,1,0,27.1
ID11987,1,0,0,1,0,0,0,1,0,16.4
ID61353,2,0,0,1,0,1,1,1,2,44.9
ID61350,2,0,0,1,0,0,1,1,0,27.1
ID41999,2,0,0,1,0,0,1,1,0,27.1
ID66516,2,0,0,1,0,0,1,1,0,27.1
ID66457,2,0,0,1,0,0,1,1,0,27.1
ID66446,2,0,0,0,1,0,1,1,2,39.1
ID19637,6,1,1,1,1,1,1,1,3,88.0
ID08987,2,0,0,1,0,0,1,1,0,27.1
ID90025,6,1,1,1,1,1,1,1,3,88.0
ID23114,2,0,0,1,0,1,1,1,2,44.9
ID74742,6,1,1,1,1,1,1,1,3,88.0
ID56418,2,0,0,1,1,0,1,1,4,56.9
ID56411,2,0,0,1,0,0,1,1,0,27.1
ID00193,2,0,0,1,0,0,1,1,2,39.1
ID41972,6,1,0,1,1,1,1,1,0,64.3
ID77793,2,0,0,1,0,1,1,1,2,44.9
ID83523,2,0,0,1,0,1,1,1,2,44.9
ID02376,2,0,0,1,0,1,1,1,2,44.9
ID80302,2,0,0,1,0,1,1,1,2,44.9
ID80296,6,1,0,1,1,1,1,1,0,64.3
ID23099,2,0,0,1,0,0,1,1,2,39.1
ID09012,2,0,0,1,0,0,1,1,5,57.1
ID66614,2,0,0,1,0,1,1,1,2,44.9
ID48204,2,0,0,1,0,0,1,1,0,27.1
ID19600,2,0,0,1,0,1,1,1,2,44.9
ID48224,2,0,0,1,0,1,1,1,2,44.9
ID41826,6,1,1,1,1,1,1,1,3,88.0
ID32178,6,1,1,1,1,1,1,1,3,88.0
ID56433,6,1,1,1,1,1,1,1,3,88.0
ID74761,6,1,1,1,1,1,1,1,3,88.0
ID74773,2,0,0,1,0,0,1,1,0,27.1
ID32150,2,0,0,1,0,0,1,1,5,57.1
ID23150,6,1,0,1,1,1,1,1,0,64.3
ID85523,2,0,0,1,0,1,1,1,2,44.9
ID66610,2,0,0,1,0,0,1,1,0,27.1
ID12006,2,0,0,1,0,1,1,1,2,44.9
ID41857,2,0,0,1,0,0,1,1,0,27.1
ID09003,6,1,1,1,1,1,1,1,3,88.0
ID41773,2,0,0,1,0,1,1,1,2,44.9
ID93396,2,0,0,1,0,1,1,1,2,44.9
ID86473,6,1,1,1,1,1,1,1,3,88.0
ID48215,2,0,0,1,0,0,1,1,0,27.1
ID48230,2,0,0,1,0,0,1,1,0,27.1
ID48226,2,0,0,1,0,1,1,1,2,44.9
ID32215,2,0,0,1,0,0,1,1,2,39.1
ID56423,2,0,0,1,0,0,1,1,0,27.1
ID56444,2,0,0,1,0,1,1,1,2,44.9
ID32186,6,1,1,1,1,1,1,1,3,88.0
ID66657,2,1,0,1,1,1,1,1,2,56.3
ID66659,2,0,0,1,0,0,1,1,5,57.1
ID41807,2,0,0,0,1,0,1,1,2,39.1
ID23186,2,0,0,1,0,0,1,1,0,27.1
ID41853,2,0,0,1,0,0,1,1,0,27.1
ID66617,2,0,0,1,0,0,1,1,0,27.1
ID74709,6,1,1,1,1,1,1,1,3,88.0
ID79202,6,1,0,1,1,1,1,1,0,64.3
ID14909,6,1,1,1,1,1,1,1,3,88.0
ID16262,6,1,0,1,1,1,1,1,0,64.3
ID54079,2,0,0,1,0,1,1,1,2,44.9
ID96812,2,0,0,1,0,1,1,1,2,44.9
ID74715,2,0,0,1,0,0,1,1,0,27.1
ID74713,6,1,1,1,1,1,1,1,3,88.0
ID28805,2,0,0,1,0,1,1,1,2,44.9
ID08923,2,0,0,1,0,0,1,1,0,27.1
ID82934,2,0,0,1,0,0,1,1,0,27.1
ID82933,1,0,0,1,0,0,0,1,0,16.4
ID66720,6,1,1,1,1,1,1,1,3,88.0
ID23193,6,1,0,1,1,1,1,1,0,64.3
ID00932,6,1,1,1,1,1,1,1,3,88.0
ID48256,6,1,1,1,1,1,1,1,3,88.0
ID41637,2,1,0,1,1,1,1,1,2,56.3
ID08881,2,1,0,1,1,1,1,1,2,56.3
ID48301,2,0,0,1,0,0,1,1,0,27.1
ID12061,2,0,0,1,0,0,1,1,0,27.1
ID08853,1,0,0,1,0,0,0,1,0,16.4
ID82395,2,0,0,1,0,0,1,1,0,27.1
ID82391,2,0,0,0,1,0,1,1,2,39.1
ID56464,6,1,1,1,1,1,1,1,3,88.0
ID04452,2,0,0,1,0,1,1,1,2,44.9
ID23220,2,0,0,1,0,1,1,1,2,44.9
ID41673,2,0,0,1,0,0,1,1,0,27.1
ID23245,2,0,0,1,0,1,1,1,2,44.9
ID66736,2,0,0,1,0,1,1,1,2,44.9
ID61237,2,0,0,0,1,0,1,1,2,39.1
ID48276,2,0,0,1,0,1,1,1,2,44.9
ID08877,2,0,0,1,0,1,1,1,2,44.9
ID08843,2,0,0,1,0,0,1,1,0,27.1
ID66807,2,0,0,0,1,0,1,1,2,39.1
ID83404,2,0,0,1,1,0,1,1,4,56.9
ID80269,2,0,0,1,0,1,1,1,2,44.9
ID91776,6,1,1,1,1,1,1,1,3,88.0
ID28762,6,1,1,1,1,1,1,1,3,88.0
ID74651,6,1,1,1,1,1,1,1,3,88.0
ID32287,2,0,0,1,0,0,1,1,0,27.1
ID16277,6,1,1,1,1,1,1,1,3,88.0
ID87812,2,0,0,1,0,0,1,1,2,39.1
ID01836,2,0,0,1,0,1,1,1,2,44.9
ID04478,2,0,0,1,0,0,1,1,0,27.1
ID28770,2,0,0,1,0,0,1,1,0,27.1
ID23257,2,0,0,1,0,0,1,1,0,27.1
ID23253,2,0,0,1,0,1,1,1,2,44.9
ID23271,2,0,0,1,0,0,1,1,5,57.1
ID88858,2,0,0,1,0,1,1,1,2,44.9
ID08819,2,0,0,1,0,0,1,1,0,27.1
ID74592,2,0,0,1,0,0,1,1,5,57.1
ID76721,2,0,0,1,0,0,1,1,0,27.1
ID04508,2,0,0,1,0,0,1,1,0,27.1
ID56490,6,1,1,1,1,1,1,1,3,88.0
ID53996,2,0,0,1,0,0,1,1,0,27.1
ID04500,2,0,0,1,0,0,1,1,2,39.1
ID41589,2,0,0,1,0,0,1,1,0,27.1
ID66825,6,1,1,1,1,1,1,1,3,88.0
ID85489,2,0,0,1,1,0,1,1,4,56.9
ID86492,2,0,0,1,0,0,1,1,0,27.1
ID66897,2,0,0,1,0,0,1,1,0,27.1
ID93375,6,1,1,1,1,1,1,1,3,88.0
ID41571,2,0,0,1,0,1,1,1,2,44.9
ID66795,2,0,0,1,0,1,1,1,2,44.9
ID48395,2,0,0,1,0,0,1,1,2,39.1
ID66952,6,1,1,1,1,1,1,1,3,88.0
ID66951,6,1,1,1,1,1,1,1,3,88.0
ID85470,2,0,0,1,0,1,1,1,2,44.9
ID41507,6,1,0,1,1,1,1,1,0,64.3
ID23358,1,0,0,1,0,0,0,1,0,16.4
ID61162,2,0,0,1,0,0,1,1,0,27.1
ID19501,2,0,0,1,0,1,1,1,2,44.9
ID93352,2,0,0,1,0,1,1,1,2,44.9
ID28730,6,1,1,1,1,1,1,1,3,88.0
ID53968,2,0,0,1,0,1,1,1,2,44.9
ID16303,2,0,0,1,0,1,1,1,2,44.9
ID32349,2,0,0,1,0,0,1,1,0,27.1
ID23341,6,1,1,1,1,1,1,1,3,88.0
ID41527,2,0,0,1,0,0,1,1,0,27.1
ID88863,2,0,0,1,0,1,1,1,2,44.9
ID12126,2,0,0,1,0,0,1,1,0,27.1
ID82941,6,1,0,1,1,1,1,1,0,64.3
ID90136,2,0,0,1,0,0,1,1,0,27.1
ID74552,2,0,0,1,0,1,1,1,2,44.9
ID32406,2,0,0,1,0,1,1,1,2,44.9
ID16317,2,0,0,0,1,0,1,1,2,39.1
ID56477,6,1,1,1,1,1,1,1,3,88.0
ID96801,2,0,0,1,0,0,1,1,5,57.1
ID28740,6,1,1,1,1,1,1,1,3,88.0
ID66931,6,1,1,1,1,1,1,1,3,88.0
ID85450,2,0,0,1,0,0,1,1,0,27.1
ID97456,2,0,0,1,0,0,1,1,5,57.1
ID12108,2,0,0,1,0,0,1,1,0,27.1
ID48433,6,1,1,1,1,1,1,1,3,88.0
ID19447,2,0,0,1,0,0,1,1,0,27.1
ID61140,2,0,0,1,0,0,1,1,5,57.1
ID67089,2,0,0,1,1,0,1,1,4,56.9
ID67078,2,0,0,1,0,1,1,1,2,44.9
ID90149,6,1,1,1,1,1,1,1,3,88.0
ID32394,6,1,1,1,1,1,1,1,3,88.0
ID74537,2,0,0,1,0,1,1,1,2,44.9
ID74534,2,0,0,1,0,0,1,1,0,27.1
ID74531,2,0,0,0,1,0,1,1,2,39.1
ID74521,2,0,0,1,0,1,1,1,2,44.9
ID14872,2,0,0,1,0,0,1,1,0,27.1
ID56537,6,1,1,1,1,1,1,1,3,88.0
ID56535,6,1,0,1,1,1,1,1,0,64.3
ID16331,2,0,0,1,0,0,1,1,0,27.1
ID53935,2,0,0,1,0,1,1,1,2,44.9
ID41313,2,0,0,1,0,1,1,1,2,44.9
ID67044,2,0,0,1,0,1,1,1,2,44.9
ID23455,2,1,0,1,1,1,1,1,2,56.3
ID61048,2,0,0,1,0,1,1,1,2,44.9
ID41230,6,1,1,1,1,1,1,1,3,88.0
ID41222,2,0,0,1,0,1,1,1,2,44.9
ID80245,2,0,0,1,0,0,1,1,2,39.1
ID85423,2,0,0,1,0,0,1,1,0,27.1
ID67094,2,0,0,1,0,0,1,1,0,27.1
ID23500,2,0,0,1,0,1,1,1,2,44.9
ID61087,2,0,0,1,1,0,1,1,4,56.9
ID19416,2,0,0,1,0,0,1,1,0,27.1
ID32452,2,0,0,1,0,0,1,1,0,27.1
ID14857,2,0,0,1,0,0,1,1,0,27.1
ID53911,2,0,0,1,0,0,1,1,5,57.1
ID67054,2,0,0,1,0,1,1,1,2,44.9
ID61096,2,0,0,1,0,1,1,1,2,44.9
ID48474,2,0,0,1,0,0,1,1,0,27.1
ID12145,2,0,0,1,0,1,1,1,2,44.9
ID12174,2,0,0,1,1,0,1,1,4,56.9
ID48590,2,0,0,0,1,0,1,1,2,39.1
ID08665,6,1,1,1,1,1,1,1,3,88.0
ID41148,2,0,0,1,0,0,1,1,0,27.1
ID23537,2,0,0,1,0,0,1,1,0,27.1
ID56596,2,0,0,0,1,0,1,1,2,39.1
ID53892,2,0,0,1,0,0,1,1,0,27.1
ID53920,2,0,0,1,0,0,1,1,0,27.1
ID53915,2,0,0,1,0,1,1,1,2,44.9
ID56558,2,0,0,1,0,1,1,1,2,44.9
ID32425,2,0,0,1,0,0,1,1,0,27.1
ID67121,2,0,0,1,0,0,1,1,2,39.1
ID86521,6,1,0,1,1,1,1,1,0,64.3
ID12155,6,1,1,1,1,1,1,1,3,88.0
ID12176,6,1,1,1,1,1,1,1,3,88.0
ID12152,2,0,0,1,0,0,1,1,2,39.1
ID96031,2,0,0,1,0,0,1,1,0,27.1
ID12204,6,1,0,1,1,1,1,1,0,64.3
ID60968,2,0,0,1,0,0,1,1,5,57.1
ID19339,2,0,0,1,0,1,1,1,2,44.9
ID48622,2,0,0,1,0,0,1,1,0,27.1
ID08660,2,0,0,0,1,0,1,1,2,39.1
ID28620,2,0,0,1,0,0,1,1,0,27.1
ID32514,1,0,0,1,0,0,0,1,0,16.4
ID56574,2,0,0,1,0,1,1,1,2,44.9
ID08671,2,0,0,1,0,1,1,1,2,44.9
ID12187,2,0,0,1,0,0,1,1,0,27.1
ID12185,2,0,0,1,0,0,1,1,0,27.1
ID94081,2,0,0,1,0,0,1,1,0,27.1
ID88825,2,0,0,1,0,1,1,1,2,44.9
ID08700,2,0,0,0,1,0,1,1,2,39.1
ID41179,2,0,0,1,0,1,1,1,2,44.9
ID08637,2,0,0,1,0,0,1,1,0,27.1
ID81195,2,0,0,1,0,1,1,1,2,44.9
ID81208,6,1,1,1,1,1,1,1,3,88.0
ID12221,6,1,0,1,1,1,1,1,0,64.3
ID02360,2,0,0,1,0,0,1,1,5,57.1
ID79575,6,1,1,1,1,1,1,1,3,88.0
ID56611,2,0,0,1,0,0,1,1,0,27.1
ID56607,2,0,0,1,0,1,1,1,2,44.9
ID74447,2,0,0,1,0,0,1,1,0,27.1
ID74434,2,0,0,1,0,0,1,1,0,27.1
ID32517,2,0,0,1,0,1,1,1,2,44.9
ID91731,2,0,0,1,0,0,1,1,0,27.1
ID91724,2,0,0,1,0,1,1,1,2,44.9
ID78575,2,0,0,0,1,0,1,1,2,39.1
ID86541,6,1,1,1,1,1,1,1,3,88.0
ID41124,6,1,1,1,1,1,1,1,3,88.0
ID19293,2,0,0,0,1,0,1,1,2,39.1
ID60866,6,1,1,1,1,1,1,1,3,88.0
ID32547,2,0,0,0,1,0,1,1,2,39.1
ID28587,2,0,0,1,0,1,1,1,2,44.9
ID74408,6,1,0,1,1,1,1,1,0,64.3
ID79199,2,0,0,1,0,0,1,1,0,27.1
ID79578,2,0,0,1,0,1,1,1,2,44.9
ID74414,6,1,1,1,1,1,1,1,3,88.0
ID08623,2,0,0,1,0,0,1,1,0,27.1
ID60925,2,0,0,1,0,0,1,1,0,27.1
ID12240,2,0,0,1,0,1,1,1,2,44.9
ID48684,2,0,0,1,0,1,1,1,2,44.9
ID48680,2,0,0,1,0,0,1,1,0,27.1
ID48679,1,0,0,1,0,0,0,1,0,16.4
ID23650,2,0,0,1,0,0,1,1,0,27.1
ID23642,2,0,0,1,0,1,1,1,2,44.9
ID85372,2,0,0,1,0,1,1,1,2,44.9
ID08575,2,0,0,0,1,0,1,1,2,39.1
ID40884,6,1,1,1,1,1,1,1,3,88.0
ID40882,6,1,0,1,1,1,1,1,0,64.3
ID84126,6,1,0,1,1,1,1,1,0,64.3
ID82712,2,1,0,1,1,1,1,1,2,56.3
ID82349,6,1,1,1,1,1,1,1,3,88.0
ID87843,2,0,0,1,0,1,1,1,2,44.9
ID87840,6,1,0,1,1,1,1,1,0,64.3
ID74428,2,0,0,1,0,1,1,1,2,44.9
ID74422,2,0,0,1,0,1,1,1,2,44.9
ID32551,6,1,1,1,1,1,1,1,3,88.0
ID85385,6,1,1,1,1,1,1,1,3,88.0
ID40984,2,0,0,1,0,1,1,1,2,44.9
ID90213,6,1,1,1,1,1,1,1,3,88.0
ID90221,2,0,0,1,0,1,1,1,2,44.9
ID40842,6,1,1,1,1,1,1,1,3,88.0
ID08593,2,0,0,1,0,1,1,1,2,44.9
ID00849,2,0,0,1,0,0,1,1,0,27.1
ID60875,2,1,0,1,1,1,1,0,5,68.6
ID60871,2,0,0,1,0,0,1,1,0,27.1
ID48763,2,0,0,1,0,1,1,1,2,44.9
ID77683,2,0,0,1,0,0,1,1,5,57.1
ID90236,2,0,0,1,0,0,1,1,2,39.1
ID32598,2,0,0,1,1,0,1,1,4,56.9
ID74363,2,0,0,1,0,0,1,1,0,27.1
ID56622,6,1,1,1,1,1,1,1,3,88.0
ID56643,6,1,1,1,1,1,1,1,3,88.0
ID40913,2,0,0,1,0,1,1,1,2,44.9
ID40934,2,0,0,1,0,1,1,1,2,44.9
ID48740,2,0,0,1,0,1,1,1,2,44.9
ID48725,2,0,0,1,0,1,1,1,2,44.9
ID00845,2,0,0,1,0,1,1,1,2,44.9
ID85354,2,0,0,0,1,0,1,1,2,39.1
ID08508,2,0,0,1,0,1,1,1,2,44.9
ID03328,2,0,0,1,0,0,1,1,0,27.1
ID53787,2,0,0,1,0,1,1,1,2,44.9
ID56665,2,0,0,1,0,0,1,1,2,39.1
ID16388,2,0,0,1,0,0,1,1,0,27.1
ID28540,2,0,0,1,0,1,1,1,2,44.9
ID28522,2,0,0,1,0,0,1,1,0,27.1
ID23703,6,1,1,1,1,1,1,1,3,88.0
ID60860,6,1,1,1,1,1,1,1,3,88.0
ID95335,2,0,0,1,0,1,1,1,2,44.9
ID12289,6,1,1,1,1,1,1,1,3,88.0
ID48761,2,0,0,1,0,0,1,1,0,27.1
ID48785,2,0,0,1,0,1,1,1,2,44.9
ID08534,2,0,0,1,0,1,1,1,2,44.9
ID40751,2,1,0,1,1,1,1,1,2,56.3
ID82337,6,1,1,1,1,1,1,1,3,88.0
ID84140,2,0,0,1,0,0,1,1,0,27.1
ID16409,6,1,1,1,1,1,1,1,3,88.0
ID74335,2,0,0,0,1,0,1,1,2,39.1
ID40797,2,0,0,1,0,0,1,1,0,27.1
ID40787,2,0,0,1,0,0,1,1,0,27.1
ID93295,6,1,1,1,1,1,1,1,3,88.0
ID93292,2,0,0,1,0,0,1,1,2,39.1
ID67474,2,0,0,1,0,0,1,1,2,39.1
ID86557,2,0,0,1,0,0,1,1,0,27.1
ID78564,6,1,1,1,1,1,1,1,3,88.0
ID23761,2,0,0,1,0,1,1,1,2,44.9
ID02837,2,0,0,1,0,0,1,1,0,27.1
ID67445,2,1,0,1,1,1,1,1,2,56.3
ID85351,6,1,1,1,1,1,1,1,3,88.0
ID40674,2,0,0,1,0,0,1,1,5,57.1
ID23833,2,0,0,1,0,1,1,1,2,44.9
ID67554,2,0,0,1,0,0,1,1,0,27.1
ID23806,2,0,0,1,0,0,1,1,0,27.1
ID12301,2,0,0,1,0,1,1,1,2,44.9
ID19216,2,0,0,1,0,0,1,1,2,39.1
ID67563,6,1,0,1,1,1,1,1,0,64.3
ID40693,2,0,0,1,0,1,1,1,2,44.9
ID91693,2,0,0,1,0,1,1,1,2,44.9
ID91688,2,0,0,1,0,0,1,1,0,27.1
ID28472,2,0,0,1,0,1,1,1,2,44.9
ID85364,2,0,0,1,0,1,1,1,2,44.9
ID23787,2,0,0,1,1,0,1,1,4,56.9
ID90267,2,0,0,1,0,0,1,1,5,57.1
ID60810,2,0,0,1,0,0,1,1,0,27.1
ID67526,6,1,1,1,1,1,1,1,3,88.0
ID60763,2,0,0,1,0,0,1,1,0,27.1
ID48857,2,0,0,1,0,0,1,1,2,39.1
ID48875,6,1,1,1,1,1,1,1,3,88.0
ID19191,6,1,1,1,1,1,1,1,3,88.0
ID83538,2,0,0,1,0,0,1,1,0,27.1
ID81237,2,0,0,1,0,1,1,1,2,44.9
ID74225,2,0,0,1,1,0,1,1,4,56.9
